Date,After AI,Before AI
2007-12-31,135.1,78.2
2008-01-02,133.2,78.4
2008-01-03,133.2,76.6
2008-01-04,129.9,76.7
2008-01-07,130.4,76.2
2008-01-08,128.0,76.8
2008-01-09,129.8,76.7
2008-01-10,130.8,75.2
2008-01-11,129.0,76.4
2008-01-14,130.4,73.9
2008-01-15,127.2,72.4
2008-01-16,126.5,71.3
2008-01-17,122.8,71.7
2008-01-18,122.1,69.7
2008-01-22,120.7,69.3
2008-01-23,123.3,71.7
2008-01-24,124.5,70.7
2008-01-25,122.6,71.5
2008-01-28,124.7,71.9
2008-01-29,125.5,71.6
2008-01-30,124.9,72.3
2008-01-31,127.0,73.6
2008-02-01,128.6,72.8
2008-02-04,127.2,69.5
2008-02-05,123.2,69.4
2008-02-06,122.3,69.1
2008-02-07,123.3,68.3
2008-02-08,122.8,68.7
2008-02-11,123.5,70.2
2008-02-12,124.4,70.7
2008-02-13,126.1,70.3
2008-02-14,124.4,70.6
2008-02-15,124.6,71.3
2008-02-19,124.4,70.9
2008-02-20,125.5,70.8
2008-02-21,123.9,71.7
2008-02-22,124.9,72.8
2008-02-25,126.6,73.9
2008-02-26,127.5,74.2
2008-02-27,127.4,73.4
2008-02-28,126.3,71.6
2008-02-29,122.9,71.8
2008-03-03,122.9,70.7
2008-03-04,122.5,71.6
2008-03-05,123.2,70.6
2008-03-06,120.5,69.7
2008-03-07,119.5,69.4
2008-03-10,117.7,71.6
2008-03-11,122.1,71.6
2008-03-12,121.0,71.7
2008-03-13,121.6,70.0
2008-03-14,119.1,68.9
2008-03-17,118.0,71.0
2008-03-18,123.1,68.4
2008-03-19,120.1,69.5
2008-03-20,122.9,70.7
2008-03-24,124.8,71.8
2008-03-25,125.1,71.8
2008-03-26,124.0,71.7
2008-03-27,122.0,71.6
2008-03-28,121.1,71.9
2008-03-31,121.8,74.2
2008-04-01,126.1,74.3
2008-04-02,125.9,74.6
2008-04-03,126.1,74.8
2008-04-04,126.2,75.3
2008-04-07,126.4,74.5
2008-04-08,125.8,73.9
2008-04-09,124.8,73.6
2008-04-10,125.3,72.6
2008-04-11,122.8,72.8
2008-04-14,122.3,73.3
2008-04-15,122.9,75.6
2008-04-16,125.7,74.8
2008-04-17,125.8,75.3
2008-04-18,128.1,75.9
2008-04-21,127.9,75.1
2008-04-22,126.8,75.5
2008-04-23,127.1,75.0
2008-04-24,127.9,75.6
2008-04-25,128.8,76.1
2008-04-28,128.6,75.4
2008-04-29,128.1,75.8
2008-04-30,127.7,76.3
2008-05-01,129.9,76.5
2008-05-02,130.3,76.6
2008-05-05,129.7,77.2
2008-05-06,130.7,75.8
2008-05-07,128.4,76.5
2008-05-08,128.9,75.9
2008-05-09,128.0,76.6
2008-05-12,129.4,76.4
2008-05-13,129.4,76.4
2008-05-14,130.0,77.7
2008-05-15,131.4,78.5
2008-05-16,131.5,78.2
2008-05-19,131.7,77.5
2008-05-20,130.4,76.6
2008-05-21,128.4,77.5
2008-05-22,128.7,76.6
2008-05-23,127.0,76.5
2008-05-27,127.9,76.5
2008-05-28,128.4,76.3
2008-05-29,129.1,76.7
2008-05-30,129.3,75.9
2008-06-02,128.0,75.8
2008-06-03,127.2,75.3
2008-06-04,127.2,76.6
2008-06-05,129.7,74.4
2008-06-06,125.7,74.3
2008-06-09,125.8,73.0
2008-06-10,125.5,72.1
2008-06-11,123.4,71.8
2008-06-12,123.9,72.5
2008-06-13,125.7,72.9
2008-06-16,125.7,73.1
2008-06-17,124.9,72.5
2008-06-18,123.7,72.3
2008-06-19,124.2,70.8
2008-06-20,121.9,70.7
2008-06-23,121.9,70.4
2008-06-24,121.5,69.9
2008-06-25,122.3,68.1
2008-06-26,118.1,68.3
2008-06-27,117.7,68.7
2008-06-30,117.8,67.9
2008-07-01,118.3,66.9
2008-07-02,116.2,67.3
2008-07-03,116.3,66.7
2008-07-07,115.3,67.1
2008-07-08,117.3,66.2
2008-07-09,114.7,66.8
2008-07-10,115.5,65.7
2008-07-11,114.2,65.6
2008-07-14,113.2,64.5
2008-07-15,111.9,65.7
2008-07-16,114.8,66.7
2008-07-17,116.1,67.1
2008-07-18,116.2,67.5
2008-07-21,116.1,67.8
2008-07-22,117.7,68.0
2008-07-23,118.2,66.8
2008-07-24,115.4,66.9
2008-07-25,115.9,65.8
2008-07-28,113.8,66.4
2008-07-29,116.4,67.1
2008-07-30,118.4,66.4
2008-07-31,116.8,65.4
2008-08-01,116.2,64.8
2008-08-04,115.2,66.4
2008-08-05,118.5,66.4
2008-08-06,118.9,65.1
2008-08-07,116.8,65.4
2008-08-08,119.6,65.3
2008-08-11,120.5,64.9
2008-08-12,119.0,63.8
2008-08-13,118.7,63.6
2008-08-14,119.4,63.2
2008-08-15,119.9,62.8
2008-08-18,118.1,62.1
2008-08-19,117.0,62.5
2008-08-20,117.7,62.8
2008-08-21,118.0,63.0
2008-08-22,119.4,62.1
2008-08-25,117.0,62.4
2008-08-26,117.4,63.0
2008-08-27,118.4,63.8
2008-08-28,120.2,63.6
2008-08-29,118.5,62.6
2008-09-02,118.1,62.3
2008-09-03,117.9,59.7
2008-09-04,114.3,59.4
2008-09-05,114.9,60.8
2008-09-08,117.2,58.8
2008-09-09,113.2,59.4
2008-09-10,113.9,59.2
2008-09-11,115.5,60.4
2008-09-12,115.8,57.8
2008-09-15,110.4,57.4
2008-09-16,112.3,55.2
2008-09-17,107.0,57.7
2008-09-18,111.6,61.8
2008-09-19,116.1,59.7
2008-09-22,111.7,58.9
2008-09-23,110.0,59.0
2008-09-24,109.8,60.4
2008-09-25,111.3,59.8
2008-09-26,111.7,53.1
2008-09-29,101.8,56.3
2008-09-30,107.4,55.9
2008-10-01,106.9,53.4
2008-10-02,102.6,53.2
2008-10-03,101.2,50.2
2008-10-06,97.3,47.9
2008-10-07,91.7,46.8
2008-10-08,90.8,44.0
2008-10-09,83.8,42.4
2008-10-10,82.9,49.1
2008-10-13,92.5,48.1
2008-10-14,92.0,43.0
2008-10-15,83.7,45.5
2008-10-16,87.2,44.5
2008-10-17,86.7,47.4
2008-10-20,90.8,44.7
2008-10-21,88.0,41.2
2008-10-22,82.7,42.3
2008-10-23,83.7,39.6
2008-10-24,80.8,37.5
2008-10-27,78.3,42.7
2008-10-28,86.7,42.8
2008-10-29,85.8,44.3
2008-10-30,88.0,44.6
2008-10-31,89.3,44.8
2008-11-03,89.1,47.8
2008-11-04,92.8,45.2
2008-11-05,87.9,42.3
2008-11-06,83.5,44.7
2008-11-07,86.0,44.0
2008-11-10,84.9,42.6
2008-11-11,83.0,40.3
2008-11-12,78.8,43.7
2008-11-13,84.2,41.2
2008-11-14,80.7,40.5
2008-11-17,78.6,40.5
2008-11-18,79.4,37.8
2008-11-19,74.6,35.7
2008-11-20,69.6,38.3
2008-11-21,74.0,40.6
2008-11-24,78.8,41.3
2008-11-25,79.3,41.8
2008-11-26,82.1,41.7
2008-11-28,82.9,38.3
2008-12-01,75.5,40.4
2008-12-02,78.6,40.9
2008-12-03,80.6,39.7
2008-12-04,78.3,40.2
2008-12-05,81.1,42.1
2008-12-08,84.3,41.7
2008-12-09,82.3,42.8
2008-12-10,83.3,42.6
2008-12-11,80.9,43.0
2008-12-12,81.5,43.1
2008-12-15,80.5,45.6
2008-12-16,84.6,45.5
2008-12-17,83.8,44.0
2008-12-18,82.1,43.4
2008-12-19,82.3,43.1
2008-12-22,80.8,42.2
2008-12-23,80.0,42.8
2008-12-24,80.5,43.0
2008-12-26,80.2,43.0
2008-12-29,80.0,44.3
2008-12-30,81.9,44.9
2008-12-31,83.1,45.4
2009-01-02,85.8,44.7
2009-01-05,85.3,45.2
2009-01-06,86.0,44.4
2009-01-07,83.5,45.1
2009-01-08,83.8,43.5
2009-01-09,82.0,42.5
2009-01-12,80.1,41.7
2009-01-13,80.3,40.0
2009-01-14,77.6,40.3
2009-01-15,77.7,40.6
2009-01-16,78.3,37.6
2009-01-20,74.2,39.4
2009-01-21,77.4,38.5
2009-01-22,76.2,38.3
2009-01-23,76.6,39.0
2009-01-26,77.1,39.8
2009-01-27,77.9,40.9
2009-01-28,80.5,39.1
2009-01-29,77.9,38.7
2009-01-30,76.1,38.3
2009-02-02,76.1,39.4
2009-02-03,77.3,39.2
2009-02-04,76.7,39.8
2009-02-05,78.0,40.7
2009-02-06,80.1,40.7
2009-02-09,80.3,38.7
2009-02-10,76.3,39.1
2009-02-11,76.9,39.0
2009-02-12,77.1,38.6
2009-02-13,76.3,36.5
2009-02-17,72.9,36.5
2009-02-18,72.8,36.4
2009-02-19,72.0,35.9
2009-02-20,71.2,34.5
2009-02-23,68.7,36.0
2009-02-24,71.5,35.0
2009-02-25,70.7,34.7
2009-02-26,69.6,34.7
2009-02-27,68.0,32.7
2009-03-02,64.8,32.6
2009-03-03,64.4,34.0
2009-03-04,66.0,32.6
2009-03-05,63.2,32.6
2009-03-06,63.3,31.7
2009-03-09,62.7,33.8
2009-03-10,66.6,34.0
2009-03-11,66.8,34.8
2009-03-12,69.6,35.0
2009-03-13,70.1,35.4
2009-03-16,69.8,36.3
2009-03-17,72.1,37.4
2009-03-18,73.6,37.4
2009-03-19,72.6,36.8
2009-03-20,71.2,39.5
2009-03-23,76.2,38.2
2009-03-24,74.7,38.8
2009-03-25,75.4,39.4
2009-03-26,76.6,38.1
2009-03-27,75.1,36.6
2009-03-30,72.5,37.6
2009-03-31,73.4,38.6
2009-04-01,74.7,40.3
2009-04-02,76.8,40.5
2009-04-03,77.6,39.7
2009-04-06,76.9,38.9
2009-04-07,75.1,39.3
2009-04-08,76.0,40.3
2009-04-09,78.9,40.7
2009-04-13,79.1,40.3
2009-04-14,77.5,40.9
2009-04-15,78.5,41.1
2009-04-16,79.7,41.0
2009-04-17,80.1,39.3
2009-04-20,76.7,40.2
2009-04-21,78.3,39.9
2009-04-22,77.7,40.9
2009-04-23,78.5,41.5
2009-04-24,79.8,41.0
2009-04-27,79.0,40.6
2009-04-28,78.8,41.7
2009-04-29,80.5,41.9
2009-04-30,80.5,42.4
2009-05-01,80.9,44.2
2009-05-04,83.6,43.7
2009-05-05,83.3,44.8
2009-05-06,84.8,44.0
2009-05-07,83.7,46.0
2009-05-08,85.7,44.8
2009-05-11,83.9,45.3
2009-05-12,83.8,43.7
2009-05-13,81.6,44.2
2009-05-14,82.5,43.8
2009-05-15,81.6,45.4
2009-05-18,84.0,45.8
2009-05-19,83.9,46.1
2009-05-20,83.5,45.8
2009-05-21,82.1,46.0
2009-05-22,82.0,47.0
2009-05-26,84.1,46.1
2009-05-27,82.6,46.5
2009-05-28,83.8,47.5
2009-05-29,85.0,48.6
2009-06-01,87.2,49.0
2009-06-02,87.3,47.6
2009-06-03,86.2,47.9
2009-06-04,87.2,47.3
2009-06-05,87.0,47.2
2009-06-08,86.9,47.8
2009-06-09,87.2,47.9
2009-06-10,86.9,48.7
2009-06-11,87.5,48.4
2009-06-12,87.6,46.7
2009-06-15,85.5,46.2
2009-06-16,84.4,46.3
2009-06-17,84.3,46.2
2009-06-18,85.0,46.9
2009-06-19,85.3,45.4
2009-06-22,82.7,45.1
2009-06-23,82.5,45.1
2009-06-24,83.0,46.1
2009-06-25,84.8,46.0
2009-06-26,84.7,46.4
2009-06-29,85.4,45.8
2009-06-30,84.7,46.6
2009-07-01,85.1,45.2
2009-07-02,82.6,45.3
2009-07-06,82.8,44.2
2009-07-07,81.2,44.0
2009-07-08,81.1,44.6
2009-07-09,81.4,44.0
2009-07-10,81.1,44.8
2009-07-13,83.1,45.0
2009-07-14,83.5,46.6
2009-07-15,86.0,47.0
2009-07-16,86.8,46.8
2009-07-17,86.8,47.7
2009-07-20,87.7,48.0
2009-07-21,88.1,48.2
2009-07-22,88.0,49.0
2009-07-23,90.1,49.3
2009-07-24,90.4,49.3
2009-07-27,90.6,49.1
2009-07-28,90.4,48.7
2009-07-29,90.0,49.7
2009-07-30,91.1,50.4
2009-07-31,91.1,51.6
2009-08-03,92.5,51.5
2009-08-04,92.8,51.3
2009-08-05,92.6,51.0
2009-08-06,92.1,50.9
2009-08-07,93.3,50.6
2009-08-10,93.0,50.9
2009-08-11,91.8,51.7
2009-08-12,92.9,51.2
2009-08-13,93.6,49.6
2009-08-14,92.8,50.4
2009-08-17,90.6,50.9
2009-08-18,91.5,51.2
2009-08-19,92.1,52.4
2009-08-20,93.1,52.3
2009-08-21,94.9,52.9
2009-08-24,94.8,52.6
2009-08-25,95.1,53.0
2009-08-26,95.1,53.1
2009-08-27,95.4,52.7
2009-08-28,95.2,51.4
2009-08-31,94.4,51.3
2009-09-01,92.3,51.7
2009-09-02,92.1,52.5
2009-09-03,92.8,53.5
2009-09-04,94.1,54.2
2009-09-08,94.9,54.7
2009-09-09,95.7,54.6
2009-09-10,96.7,54.7
2009-09-11,96.5,54.7
2009-09-14,97.2,55.8
2009-09-15,97.5,55.5
2009-09-16,99.0,55.6
2009-09-17,98.7,55.0
2009-09-18,98.9,55.8
2009-09-21,98.6,55.3
2009-09-22,99.2,54.5
2009-09-23,98.2,54.3
2009-09-24,97.3,55.0
2009-09-25,96.7,54.7
2009-09-28,98.0,54.7
2009-09-29,97.8,53.3
2009-09-30,97.4,52.7
2009-10-01,94.9,53.4
2009-10-02,94.5,54.3
2009-10-05,95.9,54.5
2009-10-06,97.2,55.3
2009-10-07,97.6,55.2
2009-10-08,98.3,55.5
2009-10-09,98.8,55.4
2009-10-12,99.3,56.7
2009-10-13,99.0,57.0
2009-10-14,100.7,56.1
2009-10-15,101.2,57.0
2009-10-16,100.3,56.7
2009-10-19,101.3,56.5
2009-10-20,100.7,57.1
2009-10-21,99.8,56.2
2009-10-22,100.8,55.3
2009-10-23,99.6,54.9
2009-10-26,98.4,53.6
2009-10-27,98.1,55.1
2009-10-28,96.2,53.3
2009-10-29,98.4,53.8
2009-10-30,95.6,53.6
2009-11-02,96.3,54.2
2009-11-03,96.5,54.9
2009-11-04,96.6,55.0
2009-11-05,98.5,56.6
2009-11-06,98.7,56.3
2009-11-09,101.0,56.4
2009-11-10,101.0,55.6
2009-11-11,101.5,56.4
2009-11-12,100.5,57.3
2009-11-13,101.0,56.9
2009-11-16,102.5,56.7
2009-11-17,102.6,55.7
2009-11-18,102.6,55.3
2009-11-19,101.2,56.3
2009-11-20,100.9,56.1
2009-11-23,102.3,56.9
2009-11-24,102.2,55.2
2009-11-25,102.7,55.4
2009-11-27,101.0,56.9
2009-11-30,101.3,57.0
2009-12-01,102.6,56.9
2009-12-02,102.6,56.7
2009-12-03,101.8,56.4
2009-12-04,102.3,55.4
2009-12-07,102.1,55.3
2009-12-08,101.1,55.5
2009-12-09,101.4,55.5
2009-12-10,102.0,56.0
2009-12-11,102.4,55.4
2009-12-14,103.1,56.0
2009-12-15,102.6,54.7
2009-12-16,102.7,54.8
2009-12-17,101.5,55.0
2009-12-18,102.1,54.9
2009-12-21,103.2,55.4
2009-12-22,103.5,55.6
2009-12-23,103.8,55.8
2009-12-24,104.3,55.9
2009-12-28,103.8,55.7
2009-12-29,103.7,55.3
2009-12-30,103.7,56.7
2009-12-31,102.7,56.8
2010-01-04,104.3,57.0
2010-01-05,104.6,56.8
2010-01-06,104.8,57.3
2010-01-07,105.2,57.7
2010-01-08,105.5,57.0
2010-01-11,105.7,57.5
2010-01-12,104.7,58.0
2010-01-13,105.6,57.1
2010-01-14,105.8,57.6
2010-01-15,104.7,56.1
2010-01-19,106.0,54.9
2010-01-20,104.9,53.9
2010-01-21,102.9,54.5
2010-01-22,100.6,54.2
2010-01-25,101.1,54.2
2010-01-26,100.6,53.3
2010-01-27,101.1,52.5
2010-01-28,99.9,53.4
2010-01-29,99.0,54.3
2010-02-01,100.4,53.8
2010-02-02,101.7,51.6
2010-02-03,101.2,51.5
2010-02-04,98.0,50.5
2010-02-05,98.3,52.1
2010-02-08,97.4,51.7
2010-02-09,98.7,52.2
2010-02-10,98.5,51.8
2010-02-11,99.5,52.9
2010-02-12,99.3,53.0
2010-02-16,101.1,53.3
2010-02-17,101.5,52.9
2010-02-18,102.2,53.0
2010-02-19,102.4,52.3
2010-02-22,102.3,52.6
2010-02-23,101.1,52.3
2010-02-24,102.1,52.6
2010-02-25,101.9,53.0
2010-02-26,102.0,53.4
2010-03-01,103.1,54.1
2010-03-02,103.3,53.9
2010-03-03,103.4,55.0
2010-03-04,103.8,55.0
2010-03-05,105.2,54.9
2010-03-08,105.2,55.1
2010-03-09,105.4,55.3
2010-03-10,105.9,55.7
2010-03-11,106.3,55.3
2010-03-12,106.3,56.0
2010-03-15,106.4,56.3
2010-03-16,107.2,55.9
2010-03-17,107.8,55.4
2010-03-18,107.8,55.5
2010-03-19,107.2,55.9
2010-03-22,107.8,55.0
2010-03-23,108.6,55.0
2010-03-24,108.0,55.5
2010-03-25,107.8,56.0
2010-03-26,107.9,56.0
2010-03-29,108.1,56.0
2010-03-30,108.1,57.0
2010-03-31,107.7,57.0
2010-04-01,108.5,56.9
2010-04-05,109.4,56.5
2010-04-06,109.6,56.4
2010-04-07,109.0,57.2
2010-04-08,109.4,57.3
2010-04-09,110.1,57.3
2010-04-12,110.3,58.0
2010-04-13,110.4,58.0
2010-04-14,111.6,56.7
2010-04-15,111.7,56.6
2010-04-16,109.9,56.9
2010-04-19,110.4,56.6
2010-04-20,111.3,56.0
2010-04-21,111.2,56.5
2010-04-22,111.4,56.5
2010-04-23,112.2,54.3
2010-04-26,111.7,54.3
2010-04-27,109.1,55.1
2010-04-28,109.8,54.4
2010-04-29,111.3,54.8
2010-04-30,109.4,52.6
2010-05-03,110.9,51.6
2010-05-04,108.2,49.3
2010-05-05,107.5,49.2
2010-05-06,104.1,52.4
2010-05-07,102.5,51.6
2010-05-10,107.0,52.1
2010-05-11,106.7,51.5
2010-05-12,108.2,50.0
2010-05-13,106.8,50.1
2010-05-14,104.8,49.0
2010-05-17,105.0,49.2
2010-05-18,103.5,47.5
2010-05-19,103.0,48.6
2010-05-20,99.0,47.5
2010-05-21,100.5,47.3
2010-05-24,99.2,46.6
2010-05-25,99.2,49.3
2010-05-26,98.7,48.3
2010-05-27,101.9,47.8
2010-05-28,100.7,49.1
2010-06-01,98.9,49.0
2010-06-02,101.5,46.9
2010-06-03,101.9,46.3
2010-06-04,98.4,47.0
2010-06-07,97.1,46.9
2010-06-08,98.2,48.8
2010-06-09,97.6,48.9
2010-06-10,100.5,49.2
2010-06-11,101.0,50.8
2010-06-14,100.8,50.5
2010-06-15,103.2,50.7
2010-06-16,103.1,50.6
2010-06-17,103.2,50.6
2010-06-18,103.4,50.0
2010-06-21,103.0,49.4
2010-06-22,101.3,48.6
2010-06-23,101.0,48.9
2010-06-24,99.3,48.5
2010-06-25,99.6,46.8
2010-06-28,98.9,46.5
2010-06-29,95.9,47.2
2010-06-30,94.9,47.1
2010-07-01,94.6,48.0
2010-07-02,94.2,49.5
2010-07-06,94.7,50.0
2010-07-07,97.7,50.1
2010-07-08,98.6,49.9
2010-07-09,99.3,50.8
2010-07-12,99.4,51.0
2010-07-13,100.9,51.2
2010-07-14,100.9,49.6
2010-07-15,101.0,49.9
2010-07-16,98.1,50.2
2010-07-19,98.7,49.3
2010-07-20,99.8,51.0
2010-07-21,98.6,51.6
2010-07-22,100.8,52.0
2010-07-23,101.6,52.1
2010-07-26,102.8,51.8
2010-07-27,102.7,52.1
2010-07-28,101.9,51.9
2010-07-29,101.5,53.7
2010-07-30,101.6,53.6
2010-08-02,103.8,53.6
2010-08-03,103.3,53.6
2010-08-04,103.9,53.8
2010-08-05,103.8,53.8
2010-08-06,103.4,53.4
2010-08-09,104.0,51.0
2010-08-10,103.4,50.9
2010-08-11,100.5,50.7
2010-08-12,100.0,51.1
2010-08-13,99.6,51.7
2010-08-16,99.6,51.7
2010-08-17,100.9,50.8
2010-08-18,101.0,50.3
2010-08-19,99.3,50.2
2010-08-20,98.9,49.5
2010-08-23,98.6,49.6
2010-08-24,97.1,49.6
2010-08-25,97.5,50.5
2010-08-26,96.7,49.8
2010-08-27,98.3,49.9
2010-08-30,96.9,51.7
2010-08-31,96.9,52.0
2010-09-01,99.8,52.5
2010-09-02,100.7,51.8
2010-09-03,102.1,52.2
2010-09-07,100.9,52.7
2010-09-08,101.6,52.8
2010-09-09,102.1,53.8
2010-09-10,102.6,54.1
2010-09-13,103.7,54.2
2010-09-14,103.7,53.9
2010-09-15,104.0,53.6
2010-09-16,104.0,54.6
2010-09-17,104.1,54.6
2010-09-20,105.7,54.5
2010-09-21,105.4,53.9
2010-09-22,104.9,55.4
2010-09-23,103.5,55.1
2010-09-24,105.7,55.4
2010-09-27,105.1,55.3
2010-09-28,105.6,54.9
2010-09-29,105.4,55.5
2010-09-30,105.1,54.7
2010-10-01,105.5,56.2
2010-10-04,104.7,56.7
2010-10-05,106.9,56.5
2010-10-06,106.8,56.9
2010-10-07,106.7,56.8
2010-10-08,107.3,56.7
2010-10-11,107.3,57.3
2010-10-12,107.8,57.7
2010-10-13,108.5,57.5
2010-10-14,108.1,57.7
2010-10-15,108.3,56.4
2010-10-18,109.1,57.5
2010-10-19,107.4,57.1
2010-10-20,108.6,57.3
2010-10-21,108.8,57.5
2010-10-22,109.0,57.1
2010-10-25,109.2,56.6
2010-10-26,109.2,57.0
2010-10-27,109.0,57.0
2010-10-28,109.1,56.8
2010-10-29,109.0,57.7
2010-11-01,109.1,58.1
2010-11-02,110.0,59.5
2010-11-03,110.4,59.2
2010-11-04,112.6,58.8
2010-11-05,113.0,58.3
2010-11-08,112.8,58.4
2010-11-09,111.9,57.9
2010-11-10,112.4,57.4
2010-11-11,111.9,57.4
2010-11-12,110.6,56.1
2010-11-15,110.5,56.4
2010-11-16,108.7,57.8
2010-11-17,108.8,57.8
2010-11-18,110.4,57.2
2010-11-19,110.7,55.4
2010-11-22,110.6,56.3
2010-11-23,109.0,55.4
2010-11-24,110.6,54.9
2010-11-26,109.8,54.3
2010-11-29,109.7,55.8
2010-11-30,109.0,56.9
2010-12-01,111.4,57.4
2010-12-02,112.8,57.2
2010-12-03,113.1,57.2
2010-12-06,113.0,57.4
2010-12-07,113.1,57.5
2010-12-08,113.5,57.6
2010-12-09,113.9,58.3
2010-12-10,114.6,58.3
2010-12-13,114.7,57.6
2010-12-14,114.8,57.9
2010-12-15,114.2,57.6
2010-12-16,114.9,57.7
2010-12-17,115.0,57.6
2010-12-20,115.3,57.8
2010-12-21,116.0,57.7
2010-12-22,116.4,57.6
2010-12-23,115.7,57.7
2010-12-27,115.8,58.2
2010-12-28,115.9,57.9
2010-12-29,116.0,58.2
2010-12-30,115.8,58.7
2010-12-31,115.8,58.5
2011-01-03,117.1,58.3
2011-01-04,117.0,57.6
2011-01-05,117.6,57.4
2011-01-06,117.4,57.3
2011-01-07,117.2,57.7
2011-01-10,117.0,58.9
2011-01-11,117.4,59.1
2011-01-12,118.5,59.5
2011-01-13,118.3,59.8
2011-01-14,119.2,59.4
2011-01-18,119.3,58.9
2011-01-19,118.2,59.2
2011-01-20,118.0,59.9
2011-01-21,118.3,59.8
2011-01-24,119.0,60.1
2011-01-25,119.0,60.3
2011-01-26,119.5,58.9
2011-01-27,119.8,59.4
2011-01-28,117.7,60.9
2011-01-31,118.6,60.8
2011-02-01,120.5,60.8
2011-02-02,120.2,60.8
2011-02-03,120.5,61.0
2011-02-04,120.9,61.4
2011-02-07,121.6,61.2
2011-02-08,122.2,60.8
2011-02-09,121.8,60.8
2011-02-10,121.9,61.0
2011-02-11,122.6,60.8
2011-02-14,122.9,61.5
2011-02-15,122.6,61.7
2011-02-16,123.4,61.9
2011-02-17,123.8,60.1
2011-02-18,124.0,60.2
2011-02-22,121.4,60.3
2011-02-23,120.7,61.0
2011-02-24,120.6,61.6
2011-02-25,121.9,60.7
2011-02-28,122.6,61.0
2011-03-01,120.7,61.8
2011-03-02,120.9,61.2
2011-03-03,123.0,60.6
2011-03-04,122.1,60.9
2011-03-07,121.1,60.9
2011-03-08,122.2,59.4
2011-03-09,122.0,59.3
2011-03-10,119.7,58.3
2011-03-11,120.6,57.1
2011-03-14,119.8,55.3
2011-03-15,118.5,57.1
2011-03-16,116.2,57.9
2011-03-17,117.8,59.4
2011-03-18,118.3,59.2
2011-03-21,120.0,59.3
2011-03-22,119.6,60.0
2011-03-23,120.0,59.4
2011-03-24,120.6,59.4
2011-03-25,121.0,59.7
2011-03-28,120.6,60.4
2011-03-29,121.5,60.1
2011-03-30,122.3,60.7
2011-03-31,122.1,60.7
2011-04-01,122.7,60.6
2011-04-04,122.8,61.1
2011-04-05,122.8,60.8
2011-04-06,123.1,61.3
2011-04-07,122.9,61.2
2011-04-08,122.4,60.6
2011-04-11,122.1,60.7
2011-04-12,121.1,61.0
2011-04-13,121.2,61.0
2011-04-14,121.2,59.7
2011-04-15,121.6,60.1
2011-04-18,120.3,61.7
2011-04-19,121.0,62.1
2011-04-20,122.6,62.1
2011-04-21,123.3,62.6
2011-04-25,123.1,63.3
2011-04-26,124.2,63.8
2011-04-27,125.0,63.5
2011-04-28,125.4,63.9
2011-04-29,125.7,63.4
2011-05-02,125.5,62.8
2011-05-03,125.1,61.6
2011-05-04,124.2,61.6
2011-05-05,123.1,62.0
2011-05-06,123.6,62.6
2011-05-09,124.2,61.4
2011-05-10,125.2,61.6
2011-05-11,123.8,60.6
2011-05-12,124.5,60.5
2011-05-13,123.5,60.6
2011-05-16,122.7,61.0
2011-05-17,122.7,61.4
2011-05-18,123.8,60.4
2011-05-19,124.1,59.1
2011-05-20,123.1,59.4
2011-05-23,121.7,59.8
2011-05-24,121.6,60.4
2011-05-25,121.9,60.8
2011-05-26,122.5,62.1
2011-05-27,123.0,60.6
2011-05-31,124.3,60.9
2011-06-01,121.5,60.9
2011-06-02,121.3,60.1
2011-06-03,120.2,60.7
2011-06-06,118.9,59.9
2011-06-07,118.8,60.6
2011-06-08,118.3,59.1
2011-06-09,119.2,59.2
2011-06-10,117.5,60.3
2011-06-13,117.6,58.3
2011-06-14,119.1,58.1
2011-06-15,117.0,58.7
2011-06-16,117.2,58.6
2011-06-17,117.6,59.9
2011-06-20,118.2,58.1
2011-06-21,119.8,57.7
2011-06-22,119.1,57.1
2011-06-23,118.2,57.6
2011-06-24,116.8,58.3
2011-06-27,117.9,59.3
2011-06-28,119.4,60.1
2011-06-29,120.4,60.8
2011-06-30,121.7,60.4
2011-07-01,123.4,60.1
2011-07-05,123.3,60.6
2011-07-06,123.4,59.8
2011-07-07,124.7,58.0
2011-07-08,123.8,57.7
2011-07-11,121.6,58.5
2011-07-12,121.1,58.0
2011-07-13,121.5,58.2
2011-07-14,120.6,57.3
2011-07-15,121.3,58.2
2011-07-18,120.3,58.9
2011-07-19,122.3,60.1
2011-07-20,122.2,60.2
2011-07-21,123.9,59.8
2011-07-22,124.0,60.2
2011-07-25,123.3,58.7
2011-07-26,122.8,58.6
2011-07-27,120.3,58.7
2011-07-28,119.9,58.0
2011-07-29,119.2,56.4
2011-08-01,118.7,56.8
2011-08-02,115.6,52.8
2011-08-03,116.3,53.8
2011-08-04,110.7,49.7
2011-08-05,110.6,53.1
2011-08-08,103.3,49.9
2011-08-09,108.2,52.3
2011-08-10,103.4,52.9
2011-08-11,108.3,54.1
2011-08-12,108.8,53.3
2011-08-15,111.2,53.7
2011-08-16,110.1,51.0
2011-08-17,110.3,50.2
2011-08-18,105.4,50.5
2011-08-19,103.8,52.2
2011-08-22,103.8,52.2
2011-08-23,107.4,50.9
2011-08-24,108.8,51.7
2011-08-25,107.1,52.9
2011-08-26,108.7,52.6
2011-08-29,111.8,53.6
2011-08-30,112.1,52.9
2011-08-31,112.7,51.7
2011-09-01,111.3,50.0
2011-09-02,108.5,51.5
2011-09-06,107.7,50.5
2011-09-07,110.8,48.8
2011-09-08,109.7,48.6
2011-09-09,106.7,49.1
