,Date,DeC5_I/L_Temp,DeC5_l/L_Flow,DeC5_O/H_Temp.,DeC5_O/H_Press,DeC5_O/H_Flow,C5_BTM_Flow,DeC5_BTM_Flow,DeC5_BTM_Temp,Unnamed: 0,Rx2_RPG_temp,Rx2_H2_temp,Rx2_H2_Flow,Rx2_Feed_Temp,Rx2_1st_bed_△P,Rx2_2_3_bed_△P,RX2_1st_bed_O/L_T,RX2_1st_bed_I/L_T,Rx2_1st_bed_△T,Rx2_2nd_O/L_T,Rx2_2nd_I/L_T,Rx2_2nd_bed_△T,C5 wt%,Benzene wt%,Bromine Number g/100g,C4 wt%,Styrene wt%,Toluene wt%,Xylenes wt%,C6~C9 NA wt%,C10+ NA wt%,C9 Aro wt%,C10 Aro wt%,DV g/100g,EB wt%
0,2013-05-01,67.9,56.108999999999995,39.336999999999996,4.07,37.476,22.268,36.336999999999996,150.759,0,230.012,343.001,18.595,306.874,0.054000000000000006,0.16399999999999998,311.411,306.874,4.537,313.541,311.091,2.45,1.486,39.4791,270.0,0.0,0.0081,17.8636,4.3357,13.7056,4.1714,6.9915,4.2177,,7.7413
1,2013-06-01,124.712,73.51,71.203,4.303999999999999,63.312,72.91199999999999,57.393,164.26,1,240.565,448.92,16.947,292.495,0.16399999999999998,0.458,320.393,292.495,27.899,330.465,320.583,9.882,,,166.0,,,,,,,,,,
2,2013-07-01,126.931,88.257,70.194,4.301,69.686,84.75,69.184,164.606,2,243.731,457.397,16.647000000000002,289.825,0.185,0.515,321.066,289.825,31.241,335.779,320.914,14.864,0.338,41.5615,109.0,0.1678,0.0067,18.0335,3.9731,12.5179,3.866,7.5282,3.9939,,8.0134
3,2013-09-01,127.545,87.419,70.377,4.298,67.039,85.37799999999999,69.657,164.94299999999998,3,240.348,449.603,16.258,287.014,0.185,0.508,316.363,287.014,29.348000000000003,336.042,316.038,20.004,0.4471,41.5025,175.0,0.0,0.0046,17.5711,3.8367,11.3855,3.6134,8.6939,3.928,,9.0172
4,2013-11-01,124.43799999999999,85.462,69.62100000000001,4.158,60.158,83.154,67.229,165.831,4,239.468,447.799,15.76,285.4,0.184,0.496,313.524,285.4,28.124000000000002,334.535,313.443,21.092,0.6546,39.0989,159.0,0.0008,0.0,18.2062,5.083,12.2558,3.4224,8.2606,4.3468,,8.6709
5,2013-01-14,126.431,89.975,67.425,4.144,62.068999999999996,87.18299999999999,71.283,166.982,5,243.913,448.162,15.457,282.11,0.204,0.505,308.277,282.11,26.166,335.585,307.999,27.586,0.6922,37.7653,175.0,0.1963,0.0089,19.6605,6.1433,10.7454,3.1971,8.5252,4.3277,,8.7381
6,2013-01-15,124.745,89.869,66.43,4.15,60.303999999999995,85.91799999999999,70.02,165.553,6,241.122,438.396,15.674,280.004,0.209,0.502,304.957,280.004,24.953000000000003,334.7,304.764,29.936,,,202.0,,,,,,,,,,
7,2013-01-16,125.146,89.82,67.929,4.149,61.266000000000005,85.861,69.956,165.12900000000002,7,242.442,439.06,15.602,279.995,0.214,0.504,305.076,279.995,25.081,336.431,304.873,31.558000000000003,0.5835,37.4819,207.0,0.0009,0.0057,17.7596,5.6251,10.8081,4.3277,9.5096,4.9261,,8.9718
8,2013-01-18,124.80799999999999,90.04700000000001,67.057,4.149,66.22,85.447,69.473,164.118,8,238.957,447.07,15.54,279.997,0.222,0.495,301.085,279.997,21.088,331.63199999999995,300.85,30.781999999999996,0.3446,42.8179,225.0,0.2132,0.0051,17.7398,4.6075,11.4778,3.2974,7.822999999999999,3.5002,,8.1735
9,2013-01-19,125.414,89.949,67.512,4.151,69.181,85.78200000000001,69.855,164.22,9,240.208,449.203,15.263,280.007,0.215,0.493,301.269,280.007,21.261,332.607,301.1040000000001,31.503,0.6429,43.3592,,0.0006,0.0018,17.0306,4.3505,12.3967,3.2421,7.1374,3.8255,,8.0127
10,2013-01-21,127.956,89.87100000000001,69.093,4.15,63.443999999999996,87.42,71.49,166.53400000000002,10,245.648,449.548,14.814,280.001,0.229,0.485,300.015,280.001,20.012999999999998,335.509,299.892,35.616,0.8635,37.6362,244.0,0.0048,0.0064,18.5362,5.6359,12.334,3.6489,8.1835,4.5509,,8.5997
11,2013-01-23,129.066,89.40799999999999,66.98899999999999,4.15,64.877,86.859,70.958,167.87,11,247.085,453.887,14.344,280.457,0.244,0.471,299.111,280.457,18.654,336.04,298.99,37.05,0.7902,35.7722,234.0,0.0014,0.0077,19.0052,6.2113,11.6489,3.8573,8.5411,5.0697,,9.095
12,2013-01-25,128.63299999999998,87.59899999999999,68.251,4.151,65.779,86.461,70.475,167.025,12,244.716,456.207,14.312,279.996,0.26,0.471,297.465,279.996,17.469,333.0540000000001,297.284,35.769,0.7859,36.2059,254.0,0.0007,0.006,20.6266,5.6084,11.3096,3.4785,8.2504,4.8373,,8.8907
13,2013-01-28,129.34,85.958,68.236,4.15,71.696,85.20200000000001,69.132,166.87,13,244.209,464.573,13.959,283.001,0.263,0.458,298.9190000000001,283.001,15.918,333.029,298.964,34.064,0.3087,37.2772,270.0,0.29100000000000004,0.0,21.6377,5.2685,11.38,3.3661,7.5054,4.2703,,8.6951
14,2013-01-30,130.35299999999998,88.869,69.74,4.146,77.059,86.25,70.278,166.222,14,244.775,461.084,14.26,283.009,0.249,0.475,298.089,283.009,15.08,335.0080000000001,298.764,36.243,0.7297,37.879,255.0,0.0013,0.0028,19.8942,5.3504,11.2095,3.8113,8.1707,4.2231,,8.728
15,2013-01-31,130.569,88.898,69.32600000000001,4.15,77.816,86.46600000000001,70.491,166.445,15,245.284,461.55800000000005,14.179,283.014,0.255,0.473,297.271,283.014,14.257,335.235,298.433,36.802,,,263.0,,,,,,,,,,
16,2013-01-02,130.184,88.77,68.23100000000001,4.149,78.285,86.491,70.384,166.59799999999998,16,244.803,462.785,14.332,283.006,0.26,0.47,296.519,283.006,13.513,334.87,298.026,36.844,0.3491,36.4704,263.0,0.3273,0.0072,19.5441,5.8679,11.172,4.0196,5.5276,7.8447,,8.8701
17,2013-04-02,130.68,88.039,69.751,4.162,79.808,87.37,71.219,166.896,17,246.125,465.089,14.078,283.045,0.261,0.466,295.684,283.045,12.639000000000001,335.156,297.175,37.98,0.7629,37.4422,257.0,0.0009,0.0,20.2916,5.7174,11.2673,3.7702,7.6989,4.3159,,8.7327
18,2013-06-02,129.97,89.92399999999999,68.905,4.149,84.397,87.42200000000001,71.318,166.195,18,245.791,458.377,14.392,283.045,0.161,0.474,296.565,283.045,13.52,338.00699999999995,298.06,39.946,0.7709,38.0884,311.0,0.0013,0.0021,19.2584,5.1929,11.470999999999998,4.4398,7.6797,4.5439,,8.5516
19,2013-08-02,129.566,88.962,68.339,4.15,78.623,87.044,70.846,166.483,19,244.826,461.595,14.265,283.041,0.16399999999999998,0.467,296.182,283.041,13.140999999999998,336.158,297.706,38.453,0.6542,39.4646,313.0,0.0,0.0,20.1972,4.6939,11.2697,3.8373,7.3521,4.0793,,8.4517
20,2013-11-02,129.565,88.47200000000001,68.944,4.15,63.763000000000005,86.60600000000001,70.464,166.673,20,245.402,458.466,14.309,283.0440000000001,0.162,0.467,296.1670000000001,283.0440000000001,13.122,337.372,297.676,39.696,,,,,,,,,,,,,
21,2013-02-13,128.945,89.17200000000001,68.37,4.15,66.585,86.64200000000001,70.544,165.968,21,245.622,455.732,14.287,283.047,0.16699999999999998,0.47,296.0420000000001,283.047,12.995,339.0680000000001,297.881,41.187,0.7498,40.7946,305.0,0.0,0.0,19.85,4.9095,12.0794,3.4782,6.8737,3.2936,,7.9712
22,2013-02-15,128.68,89.95100000000001,68.175,4.15,70.681,86.396,70.355,165.583,22,245.285,452.821,14.41,283.0440000000001,0.181,0.47,295.153,283.0440000000001,12.109000000000002,339.886,296.656,43.23,0.7907,39.4585,357.0,0.0,0.0,18.9319,4.9110000000000005,11.5865,3.9909,8.0524,3.6895,,8.5886
23,2013-02-18,128.167,89.912,70.423,4.151,76.065,84.859,68.916,165.56799999999998,23,244.612,446.921,14.542,282.964,0.192,0.465,293.313,282.964,10.349,340.468,293.925,46.543,0.8288,40.7567,298.0,0.0,0.0,18.9627,4.4545,11.3367,4.1174,7.9659,3.1896,,8.3877
24,2013-02-20,105.775,68.08800000000001,62.766000000000005,3.7489999999999997,59.941,64.653,57.97,155.19899999999998,24,235.905,370.77,16.203,281.905,0.08199999999999999,0.276,286.259,281.905,4.354,310.82,286.313,24.508000000000003,0.5936,41.2512,394.0,0.0,0.006999999999999999,19.9397,4.6647,11.8368,3.5384,7.0379999999999985,2.978,,8.1526
25,2013-02-21,103.24600000000001,58.32,70.34100000000001,4.149,50.16,57.896,41.136,164.045,25,228.898,428.99300000000005,15.62,280.937,0.113,0.316,282.825,280.937,1.889,298.944,282.888,16.055,1.1647,40.5431,,0.2689,0.0067,19.3052,2.2313,14.4084,3.7027,7.3819,3.0027,,7.9844
26,2013-02-21,103.24600000000001,58.32,70.34100000000001,4.149,50.16,57.896,41.136,164.045,26,228.898,428.99300000000005,15.62,280.937,0.113,0.316,282.825,280.937,1.889,298.944,282.888,16.055,0.6283,41.048,1830.0,0.0015,0.0063,19.5131,4.8279,11.4627,3.7833,7.7202,2.9969,,8.0118
27,2013-02-21,103.24600000000001,58.32,70.34100000000001,4.149,50.16,57.896,41.136,164.045,27,228.898,428.99300000000005,15.62,280.937,0.113,0.316,282.825,280.937,1.889,298.944,282.888,16.055,,,880.0,,,,,,,,,,
28,2013-02-21,103.24600000000001,58.32,70.34100000000001,4.149,50.16,57.896,41.136,164.045,28,228.898,428.99300000000005,15.62,280.937,0.113,0.316,282.825,280.937,1.889,298.944,282.888,16.055,1.1647,40.5431,472.0,0.2689,0.0067,19.3052,2.2313,14.4084,3.7027,7.3819,3.0027,,7.9844
29,2013-02-22,104.59299999999999,66.634,70.15,4.15,49.57,69.638,52.751000000000005,164.33900000000003,29,235.062,461.358,14.705,281.105,0.155,0.375,284.365,281.105,3.26,307.172,284.388,22.784000000000002,0.3124,39.3289,500.0,0.3127,0.0067,20.2316,5.339,11.6595,3.5288,7.82,3.1553,,8.3051
30,2013-02-24,106.055,88.21700000000001,67.827,4.149,58.738,85.554,68.83800000000001,165.71200000000002,30,238.126,474.739,14.951,282.9840000000001,0.232,0.471,289.1690000000001,282.9840000000001,6.185,321.454,289.083,32.371,,,670.0,,,,,,,,,,
31,2013-02-25,106.935,88.15700000000001,68.054,4.15,59.466,85.304,68.788,165.657,31,238.368,473.642,14.923,283.208,0.24,0.472,289.434,283.208,6.226,322.232,289.515,32.717,0.3137,39.3576,740.0,0.2406,0.0007,19.3564,2.4969,15.4004,3.3068,5.0145,6.2792,,8.2332
32,2013-02-27,99.809,87.435,68.66,4.15,55.998000000000005,84.475,68.218,165.41099999999997,32,240.827,471.099,14.508,283.17,0.251,0.459,290.827,283.17,7.656000000000001,325.965,290.822,35.141999999999996,0.6625,39.2945,1476.0,0.001,0.0094,19.1442,5.7235,11.5033,3.3572,5.4194,6.6774,,8.2076
33,2013-02-28,102.774,87.801,69.14,4.15,60.821999999999996,85.088,68.793,164.41400000000002,33,242.155,476.895,14.258,284.932,0.263,0.463,292.946,284.932,8.014,328.657,293.087,35.57,0.6819,1.0436,495.0,0.0006,0.0097,18.604,5.5406,50.2129,3.8639,8.6831,3.2691,,8.0906
34,2013-01-03,105.71,88.075,70.74600000000001,4.151,61.457,85.21700000000001,68.75399999999999,165.37,34,242.319,471.63,14.556,285.0,0.278,0.466,294.028,285.0,9.027999999999999,330.097,293.999,36.097,0.6946,38.9538,452.0,0.0021,0.0015,18.2593,5.6077,11.755999999999998,3.9202,8.8199,3.6858,,8.2991
35,2013-03-03,106.15299999999999,88.09100000000001,69.193,4.15,63.878,85.426,68.907,166.00900000000001,35,241.916,478.571,14.173,284.747,0.305,0.457,292.636,284.747,7.888999999999999,327.6740000000001,292.732,34.942,0.2756,38.4468,424.0,0.2401,0.0005,18.7315,5.8215,11.0555,4.4442,8.8561,3.7655,,8.3627
36,2013-04-03,104.962,88.163,69.255,4.15,62.253,85.706,69.232,165.78400000000002,36,242.577,479.779,14.057,285.097,0.32,0.46,293.073,285.097,7.976,328.94199999999995,293.286,35.656,,,,,,,,,,,,,
37,2013-05-03,106.279,88.161,69.80199999999999,4.149,63.353,85.35,68.892,165.83599999999998,37,243.124,476.107,13.95,284.965,0.331,0.455,293.575,284.965,8.61,330.867,293.817,37.049,,,410.0,,,,,,,,,,
38,2013-06-03,108.191,88.18799999999999,70.376,4.15,63.994,85.125,68.673,166.236,38,242.773,476.042,14.034,284.953,0.348,0.46,293.645,284.953,8.692,330.707,293.999,36.708,0.7147,39.2162,402.0,0.0021,0.0063,20.4112,5.3827,12.1581,3.5439,7.4528,3.0248,,8.0872
39,2013-08-03,109.195,88.48700000000001,69.541,4.149,66.155,85.42399999999999,69.045,166.105,39,242.644,481.074,13.865,285.018,0.391,0.457,293.534,285.018,8.516,329.901,293.9170000000001,35.984,0.6029,37.6001,409.0,0.001,0.0057,20.0379,5.3593,10.4614,4.6414,9.0037,3.5047,,8.7819
40,2013-10-03,105.583,87.971,67.962,4.197,65.163,86.27799999999999,69.779,165.899,40,243.079,485.395,13.342,284.288,0.442,0.444,292.9790000000001,284.288,8.691,329.91,293.265,36.646,,,400.0,,,,,,,,,,
41,2013-11-03,104.944,87.431,68.85600000000001,4.151,67.183,85.85700000000001,69.39699999999999,165.489,41,242.662,484.416,13.312,284.217,0.476,0.441,292.83,284.217,8.613,329.996,293.154,36.842,0.5719,40.8231,387.0,0.0008,0.0,20.9493,4.4472,11.4595,3.3213,7.3953,2.632,,8.3996
42,2013-03-13,105.338,87.125,71.817,4.15,69.262,85.376,68.89,165.512,42,244.633,479.904,13.267,285.0490000000001,0.5589999999999999,0.436,295.005,285.0490000000001,9.956,334.156,295.269,38.888000000000005,0.526,36.5654,349.0,0.0011,0.0056,20.5914,4.8619,10.7521,4.4117,9.253,3.8085,,9.2233
43,2013-03-15,108.345,87.803,71.18,4.149,73.035,85.023,68.545,165.548,43,244.946,476.203,13.245,285.029,0.653,0.436,295.401,285.029,10.372,335.985,295.7870000000001,40.198,,,315.0,,,,,,,,,,
44,2013-03-18,111.62700000000001,88.447,70.98100000000001,4.151,76.672,84.801,68.529,164.90599999999998,44,245.361,479.031,13.032,285.038,0.802,0.428,295.132,285.038,10.094,336.0730000000001,295.455,40.618,0.3092,39.5619,326.0,0.2854,0.0063,19.4704,4.3948,11.854,4.4588,4.7516,6.4221,,8.4855
45,2013-03-20,112.855,86.51,69.02199999999999,4.15,78.642,84.64200000000001,66.797,165.304,45,245.066,478.63,12.935,285.257,0.875,0.421,290.565,285.257,5.308,332.111,290.177,41.934,0.64,42.0227,359.0,0.002,0.0,19.2355,4.1613,12.3903,3.8087,6.6877,2.9972,,8.0546
46,2013-03-22,113.18799999999999,85.6,68.05199999999999,4.15,78.937,85.165,69.0,165.645,46,245.66,486.402,12.763,284.135,0.918,0.422,292.807,284.135,8.671,332.272,293.134,39.139,0.5832,36.7925,354.0,0.0013,0.0062,19.7163,4.9997,12.0126,4.4208,8.6559,4.2563,,8.5552
47,2013-03-25,116.288,87.9,67.42,4.15,70.64,84.336,68.062,166.195,47,246.449,477.61300000000006,12.933,285.051,1.019,0.417,295.415,285.051,10.364,336.8640000000001,295.481,41.383,0.3097,38.4662,314.0,0.2708,0.0,19.2096,4.5847,12.0833,4.9152,7.6958,3.8413,,8.6234
48,2013-03-27,116.934,87.45,68.514,4.15,71.218,84.42299999999999,68.21300000000001,167.15200000000002,48,249.584,477.096,12.461,285.046,1.2009999999999998,0.41,296.022,285.046,10.975999999999999,339.716,296.3,43.416000000000004,0.7290000000000001,38.9814,300.0,0.0017,0.0053,18.2932,4.7360000000000015,12.7391,4.1247,8.2402,3.7433,,8.4061
49,2013-03-29,118.48200000000001,85.83200000000001,68.936,4.15,74.916,83.354,65.001,166.609,49,247.096,476.144,12.515,287.05,1.38,0.398,290.562,287.05,3.512,334.41,290.118,44.292,0.7506,38.3843,350.0,0.0018,0.0,17.9354,4.9376,13.5807,4.1679,4.9809,6.979,,8.2818
50,2013-03-30,120.574,85.884,69.045,4.15,76.46,83.355,65.0,166.935,50,246.976,472.59,12.677,287.006,1.393,0.402,290.887,287.006,3.8810000000000002,334.927,290.418,44.50899999999999,,,358.0,,,,,,,,,,
51,2013-01-04,123.19200000000001,85.65,68.988,4.15,78.207,83.464,64.998,166.86900000000003,51,248.49,474.401,12.496,286.996,1.513,0.401,291.158,286.996,4.162,336.117,290.731,45.386,0.8341,39.912,344.0,0.0023,0.005,18.1631,4.7213,13.3989,3.9544,7.6296,3.4684,,7.9109
52,2013-03-04,123.72399999999999,87.294,66.36,4.15,73.458,83.402,65.001,166.27900000000002,52,248.26,479.755,12.439,287.002,1.732,0.397,290.255,287.002,3.253,334.586,289.9290000000001,44.658,0.3504,38.3615,374.0,0.0043,0.0047,18.0877,5.1616,12.4589,4.3939,5.1245,7.3664,,8.6861
53,2013-05-04,124.795,85.694,67.83,4.15,70.396,83.361,64.998,166.44799999999998,53,250.153,487.046,11.99,287.009,1.911,0.388,290.665,287.009,3.656,335.421,290.334,45.086999999999996,0.7041,36.5018,360.0,0.0062,0.0,18.5234,2.784,15.3216,3.9326,8.8846,4.5035,,8.8382
54,2013-06-04,124.5,83.68299999999999,67.73100000000001,4.151,67.613,83.274,64.889,166.917,54,251.49400000000003,491.039,11.727,286.97,1.994,0.375,291.077,286.97,4.106,334.85,290.568,44.282,,,350.0,,,,,,,,,,
55,2013-07-04,124.537,80.907,66.861,4.15,68.752,82.476,64.141,166.77700000000002,55,250.25,494.432,11.656,287.016,2.0980000000000003,0.3670000000000001,290.548,287.016,3.532,332.836,290.014,42.821999999999996,,,340.0,,,,,,,,,,
56,2013-08-04,124.943,81.1,68.0,4.15,70.891,81.92200000000001,64.434,166.36700000000002,56,250.207,493.229,11.7,286.298,2.231,0.37,291.9290000000001,286.298,5.631,334.82,291.862,42.958999999999996,1.0886,34.8657,340.0,0.0072,0.0056,18.6316,6.0485,12.2531,3.8977,9.4554,4.9337,,8.8129
57,2013-10-04,69.795,37.128,33.836,3.634,25.78,40.663000000000004,50.75,124.675,57,233.876,208.115,8.317,139.634,0.557,0.123,174.982,139.634,35.348,179.826,171.162,8.664,,,,,,,,,,,,,
58,2013-12-04,10.105,23.746,10.033999999999999,1.383,14.704,10.388,0.0,69.03399999999999,58,199.383,37.204,1.87,9.264,0.059,0.21,408.713,9.264,399.449,454.889,414.534,40.354,,,,,,,,,,,,,
59,2013-04-15,8.883,9.298,6.896,2.371,72.957,10.353,0.0,36.715,59,199.383,103.71,10.724,89.633,0.022,0.053,96.77,89.633,7.136,111.085,100.876,10.209,,,,,,,,,,,,,
60,2013-04-16,64.068,52.331,40.677,3.8560000000000003,62.531000000000006,34.723,31.854,99.329,60,220.837,327.492,21.212,296.65,0.006999999999999999,0.215,301.268,296.65,4.618,303.199,301.31,1.889,,,230.0,,,,,,,,,,
61,2013-04-16,64.068,52.331,40.677,3.8560000000000003,62.531000000000006,34.723,31.854,99.329,61,220.837,327.492,21.212,296.65,0.006999999999999999,0.215,301.268,296.65,4.618,303.199,301.31,1.889,,,175.0,,,,,,,,,,
62,2013-04-16,64.068,52.331,40.677,3.8560000000000003,62.531000000000006,34.723,31.854,99.329,62,220.837,327.492,21.212,296.65,0.006999999999999999,0.215,301.268,296.65,4.618,303.199,301.31,1.889,,,160.0,,,,,,,,,,
63,2013-04-17,115.16,73.569,69.027,4.148,58.391000000000005,74.627,58.631,165.053,63,231.487,433.348,18.769,282.969,0.106,0.5,306.301,282.969,23.331999999999997,315.487,306.975,8.511000000000001,0.3172,35.7096,162.0,0.0383,0.0072,18.7274,5.2776,11.5936,4.461,9.2984,5.4812,,9.0885
64,2013-04-19,111.569,89.302,68.218,4.1530000000000005,50.958999999999996,86.774,70.582,166.424,64,237.687,446.05,17.391,280.97,0.163,0.546,306.195,280.97,25.225,323.329,307.95,15.379000000000001,0.3083,34.8409,160.0,0.0342,0.0055,19.3807,5.8,9.9516,0.9632,9.7197,9.493,,9.5029
65,2013-04-22,103.262,77.745,67.839,4.15,47.625,78.821,61.653999999999996,166.975,65,251.755,463.334,12.671,298.2940000000001,1.175,0.381,321.817,298.2940000000001,23.523000000000003,343.482,328.405,15.077,0.3195,37.2953,156.0,0.0298,0.0064,20.0781,5.6894,11.1001,3.4091,8.7891,3.9473,,9.3359
66,2013-04-24,99.32,78.2,68.26899999999999,4.15,49.868,79.11,60.045,165.898,66,248.733,455.965,12.933,296.122,0.476,0.383,316.472,296.122,20.351,336.4240000000001,317.901,18.523,0.2984,37.9474,172.0,0.0244,0.005,21.3993,4.3619,10.8978,3.7571,8.2047,4.2829,,8.8211
67,2013-04-26,98.57799999999999,78.923,67.81,4.15,47.849,79.455,60.885,165.22,67,236.603,436.015,12.963,281.5,0.36,0.376,298.83,281.5,17.33,325.172,298.97,26.201999999999998,0.2711,35.2081,175.0,0.0218,0.0083,19.8431,4.5919,9.9678,5.9146,9.5711,5.2998,,9.3024
68,2013-04-26,98.57799999999999,78.923,67.81,4.15,47.849,79.455,60.885,165.22,68,236.603,436.015,12.963,281.5,0.36,0.376,298.83,281.5,17.33,325.172,298.97,26.201999999999998,,,188.0,,,,,,,,,,
69,2013-04-29,98.854,79.58,68.822,4.151,47.196999999999996,79.111,60.424,165.38,69,236.902,443.041,12.86,283.998,0.271,0.38,300.861,283.998,16.863,326.599,299.817,26.781999999999996,0.3985,40.393,168.0,0.0604,0.006999999999999999,20.0745,4.1922,12.0587,4.2601,6.4314,3.932,,8.1922
70,2013-01-05,103.68,86.98899999999999,69.156,4.151,58.498999999999995,84.79799999999999,66.617,166.518,70,238.432,449.573,12.836,282.997,0.289,0.407,298.575,282.997,15.578,328.6690000000001,297.311,31.358,,,186.0,,,,,,,,,,
71,2013-03-05,104.53299999999999,87.681,68.855,4.149,59.983000000000004,85.346,67.168,166.956,71,239.009,448.744,12.841,282.845,0.293,0.412,298.083,282.845,15.237,329.59,296.421,33.169000000000004,0.4147,43.0873,192.0,0.0813,0.0073,19.0136,4.667,12.5099,3.4055,6.1255,2.8954,,7.7925
72,2013-04-05,106.633,87.801,68.973,4.221,60.887,85.34299999999999,67.111,167.247,72,239.191,448.737,12.644,282.6020000000001,0.302,0.406,297.332,282.6020000000001,14.73,329.78,295.362,34.418,,,200.0,,,,,,,,,,
73,2013-05-05,109.505,88.204,70.558,4.3,59.489,85.431,67.214,167.968,73,238.81,448.112,12.675999999999998,282.288,0.306,0.409,296.048,282.288,13.76,329.306,293.855,35.451,,,195.0,,,,,,,,,,
74,2013-06-05,108.09100000000001,88.225,69.494,4.221,56.7,86.068,67.831,167.88,74,239.18,454.366,12.387,282.126,0.317,0.403,295.71,282.126,13.584000000000001,328.805,293.3,35.504,,,,,,,,,,,,,
75,2013-08-05,108.15,88.51100000000001,68.89399999999999,4.152,53.873999999999995,86.03200000000001,67.94,167.69,75,238.452,450.94,12.819,281.547,0.324,0.409,294.258,281.547,12.710999999999999,326.896,291.925,34.971,0.3237,35.3198,202.0,0.0748,0.0084,19.9835,6.2453,10.7342,5.4064,8.2344,4.1714,,9.4981
76,2013-10-05,109.116,88.39,67.64,4.152,63.817,87.119,69.17399999999999,168.21599999999998,76,238.854,450.764,12.876,281.4890000000001,0.332,0.414,293.349,281.4890000000001,11.86,327.658,291.066,36.592,0.3713,36.4176,198.0,0.0581,0.0081,19.625,6.3672,12.7343,4.3113,7.6178,3.3095,,9.1798
77,2013-11-05,110.37,88.03299999999999,68.843,4.151,62.18600000000001,87.21700000000001,68.956,168.649,77,238.65,452.999,12.787,281.507,0.331,0.414,292.788,281.507,11.280999999999999,327.207,290.724,36.483000000000004,,,209.0,,,,,,,,,,
78,2013-12-05,111.728,89.12299999999999,68.5,4.148,61.843999999999994,87.286,68.998,168.528,78,238.69,451.969,12.896,281.525,0.328,0.415,292.452,281.525,10.927,327.786,290.473,37.313,,,194.0,,,,,,,,,,
79,2013-05-13,112.792,90.943,69.529,4.151,60.306999999999995,87.13,68.88,167.875,79,241.281,438.559,13.017,281.528,0.311,0.421,294.584,281.528,13.056,331.709,292.701,39.008,0.3877,37.2877,220.0,0.0847,0.0079,19.4548,6.034,12.253,4.7578,7.3271,3.5539,,8.8514
80,2013-05-15,111.036,90.01,67.672,4.15,59.946000000000005,87.01,68.732,167.38099999999997,80,243.33,430.05,12.767,281.4790000000001,0.28600000000000003,0.413,296.118,281.4790000000001,14.639000000000001,334.744,294.27,40.473,0.4666,38.6436,204.0,0.121,0.0072,19.1024,5.4276,11.1046,5.0393,8.1616,3.6967,,8.2294
81,2013-05-17,105.05799999999999,89.421,69.10300000000001,4.15,56.115,87.074,68.796,167.24900000000002,81,240.798,441.972,12.68,281.485,0.295,0.399,294.036,281.485,12.550999999999998,330.9530000000001,292.35,38.603,,,,,,,,,,,,,
82,2013-05-18,101.56200000000001,89.24600000000001,67.98899999999999,4.15,51.494,87.13799999999999,68.801,167.487,82,239.443,449.112,12.722,281.454,0.31,0.398,293.871,281.454,12.418,329.163,292.1090000000001,37.054,,,230.0,,,,,,,,,,
83,2013-05-19,98.70299999999999,89.20200000000001,67.204,4.15,51.605,87.20200000000001,68.908,167.612,83,239.003,451.627,12.59,281.455,0.315,0.395,294.459,281.455,13.004000000000001,329.31699999999995,292.619,36.698,,,230.0,,,,,,,,,,
84,2013-05-20,104.91,89.17399999999999,67.758,4.15,57.873999999999995,87.18,69.001,168.128,84,240.019,448.44,12.695,281.465,0.312,0.396,294.937,281.465,13.472000000000001,329.912,293.22,36.691,0.3762,36.7286,199.0,0.0817,0.0063,22.6332,4.8914,11.6783,4.2665,7.037000000000001,3.5211,,8.7797
85,2013-05-22,107.958,89.33,68.861,4.149,61.653999999999996,87.15799999999999,69.101,167.71400000000003,85,238.772,452.397,12.715,281.51,0.309,0.397,292.409,281.51,10.899000000000001,328.11800000000005,290.839,37.278,0.3521,36.8828,211.0,0.0775,0.0068,21.6636,5.0932,11.9974,4.5668,6.9765,3.5653,,8.818
86,2013-05-24,104.09299999999999,89.57700000000001,68.63,4.2,59.973,88.132,69.97399999999999,168.06900000000002,86,238.861,448.334,12.843,281.519,0.32,0.405,293.272,281.519,11.753,329.521,291.714,37.806999999999995,0.4097,38.7701,215.0,0.0939,0.0067,20.7548,4.8955,12.466,4.1624,6.5778,3.2037,,8.6594
87,2013-05-27,107.615,89.734,71.22800000000001,4.206,61.803999999999995,87.98700000000001,69.949,165.898,87,238.65,448.645,12.847,281.51,0.325,0.406,292.421,281.51,10.911,329.481,290.938,38.543,0.5253,39.3189,215.0,0.1147,0.0066,19.8422,4.8747,12.6081,4.5371,6.3628,3.5580000000000003,,8.2516
88,2013-05-29,107.579,89.87799999999999,67.558,4.199,58.326,87.48,69.266,166.88099999999997,88,239.759,448.888,12.73,281.491,0.337,0.398,293.009,281.491,11.517999999999999,330.028,291.462,38.566,0.4019,38.2528,218.0,0.1052,0.0074,20.3369,5.0485,10.5642,4.8483,8.1602,3.8169,,8.4577
89,2013-05-31,106.09899999999999,89.84299999999999,68.71600000000001,4.198,58.755,87.499,69.383,166.356,89,240.191,443.909,12.873,281.522,0.345,0.404,293.154,281.522,11.633,331.2680000000001,291.553,39.715,0.512,39.7335,223.0,0.117,0.0085,19.4629,4.6906,13.2642,4.7681,6.1148,3.4183,,7.9101
90,2013-01-06,105.662,89.69,69.27,4.199,60.458999999999996,87.213,69.13600000000001,166.828,90,240.779,439.0,12.788,281.497,0.34,0.401,293.356,281.497,11.859000000000002,332.532,291.745,40.787,,,203.0,,,,,,,,,,
