,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,RPG,H2_Nm3,Recycle,RPGtoRecycle%,I/LFlow_Rx1,I/LTemp_Rx1,H2toRPG,H2toRecycle,H2toHC,DeC5BTM_Flow,1st bed △P_Rx2,Duty,LMTD,UA,I/LTemp_Rx2,C5 wt%_x,Benzene wt%_x,Bromine Number g/100g_x,C4 wt%_x,Styrene wt%_x,Toluene wt%_x,Xylenes wt%_x,"Indene
wt%",C6~C9 NA wt%_x,C10+ NA wt%_x,C9 Aro wt%_x,C10 Aro wt%_x,DV g/100g_y,EB wt%_x,2-Methylindene wt%,Unnamed: 0.1.1.1.1,DeC5_I/L_Temp,DeC5_l/L_Flow,DeC5_O/H_Temp.,DeC5_O/H_Press,DeC5_O/H_Flow,C5_BTM_Flow,DeC5_BTM_Flow,DeC5_BTM_Temp,Unnamed: 0.1.1.1.1.1,Rx2_RPG_temp,Rx2_H2_temp,Rx2_H2_Flow,Rx2_Feed_Temp,Rx2_1st_bed_△P,Rx2_2_3_bed_△P,RX2_1st_bed_O/L_T,RX2_1st_bed_I/L_T,Rx2_1st_bed_△T,Rx2_2nd_O/L_T,Rx2_2nd_I/L_T,Rx2_2nd_bed_△T,C5 wt%_y,Benzene wt%_y,Bromine Number g/100g_y,C4 wt%_y,Styrene wt%_y,Toluene wt%_y,Xylenes wt%_y,C6~C9 NA wt%_y,C10+ NA wt%_y,C9 Aro wt%_y,C10 Aro wt%_y,DV g/100g,EB wt%_y,G_B
0,0,0,0,0,2013-07-01,88.416,2115.8089999999997,71.192,55.396,161.723,64.992,23.93,29.72,8.94,69.184,0.185,217516.454,12.13473927,17925.1032,289.825,17.934,33.6734,36.0,1.5599,0.1641,14.5184,3.267,,10.2004,3.1926,5.9682,3.1142,0.53,6.4078,,2,126.931,88.257,70.194,4.301,69.686,84.75,69.184,164.606,2,243.731,457.397,16.647,289.825,0.185,0.515,321.066,289.825,31.241,335.779,320.914,14.864,0.33799999999999997,41.5615,109.0,0.1678,0.0067,18.0335,3.9731,12.5179,3.866,7.5282,3.9939,,8.0134,A
1,1,1,1,1,2013-09-01,87.879,2020.4389999999999,36.736,70.52,126.63600000000001,67.825,22.991,54.998999999999995,9.808,69.657,0.185,214823.87399999998,12.02672737,17862.20532,287.014,17.4747,35.5136,38.0,1.5462,0.235,14.7239,2.9567,,9.8113,2.9083,5.7093,2.6716,0.71,6.4494,,3,127.545,87.419,70.377,4.298,67.039,85.378,69.657,164.943,3,240.34799999999998,449.603,16.258,287.014,0.185,0.508,316.363,287.014,29.348,336.042,316.038,20.004,0.4471,41.5025,175.0,0.0,0.0046,17.5711,3.8367,11.3855,3.6134,8.6939,3.928,,9.0172,B
2,2,2,2,2,2013-11-01,86.588,2023.481,53.527,61.798,142.138,68.382,23.369,37.803000000000004,9.861,67.229,0.184,199129.918,11.26487012,17677.07181,285.4,14.6373,33.5901,,1.4382,0.2983,15.4584,4.2486,,9.2809,3.0609,7.0174,3.617,0.89,7.3529,,4,124.438,85.462,69.621,4.158,60.158,83.154,67.229,165.831,4,239.468,447.79900000000004,15.76,285.4,0.184,0.496,313.524,285.4,28.124,334.535,313.443,21.092,0.6546,39.0989,159.0,0.0008,0.0,18.2062,5.083,12.2558,3.4224,8.2606,4.3468,,8.6709,E
3,3,3,3,3,2013-01-14,90.99799999999999,2130.0229999999997,35.545,71.911,128.673,70.44,23.406999999999996,59.925,11.087,71.283,0.204,180683.00100000002,11.12419892,16242.338240000001,282.11,16.7084,30.5015,42.0,1.7922,0.3268,15.9709,5.1187,,9.7139,2.7807,6.7658,3.4075,0.99,6.9136,,5,126.431,89.975,67.425,4.144,62.069,87.183,71.283,166.982,5,243.91299999999998,448.162,15.457,282.11,0.204,0.505,308.277,282.11,26.166,335.585,307.999,27.586,0.6922,37.7653,175.0,0.1963,0.0089,19.6605,6.1433,10.7454,3.1971,8.5252,4.3277,,8.7381,E
4,4,4,4,4,2013-01-15,91.006,2130.009,30.473,74.915,123.609,73.155,23.405,69.898,11.107999999999999,70.02,0.209,201621.15300000002,11.52478,17494.5804,280.004,12.751,28.4668,,1.1179,0.4172,16.9127,6.2379999999999995,,8.8269,3.2527,9.0723,4.5386,1.17,8.4059,,6,124.745,89.869,66.43,4.15,60.304,85.918,70.02,165.553,6,241.122,438.39599999999996,15.674000000000001,280.004,0.209,0.502,304.957,280.004,24.953,334.7,304.764,29.936,,,202.0,,,,,,,,,,,
5,5,5,5,5,2013-01-16,90.99799999999999,2129.974,25.000999999999998,78.447,118.12899999999999,76.336,23.406999999999996,85.196,11.006,69.956,0.214,209958.696,11.71559785,17921.29595,279.995,17.1765,33.0523,44.0,1.8075,0.3343,14.4267,1.2504,,11.965,2.9361,6.1795,4.3111,0.93,6.5606,,7,125.146,89.82,67.929,4.149,61.266,85.861,69.956,165.129,7,242.442,439.06,15.602,279.995,0.214,0.504,305.07599999999996,279.995,25.081,336.431,304.873,31.558,0.5835,37.4819,207.0,0.0009,0.0057,17.7596,5.6251,10.8081,4.3277,9.5096,4.9261,,8.9718,C
6,6,6,6,6,2013-01-18,90.99600000000001,2122.827,44.656,67.08,137.775,82.026,23.329,47.537,10.014,69.473,0.222,230117.488,12.34487919,18640.72415,279.997,18.5003,34.9277,,2.0566,0.2128,14.0789,3.6117,,9.6897,2.5674,5.5495,2.6688,0.7,6.1366,,8,124.808,90.047,67.057,4.149,66.22,85.447,69.473,164.118,8,238.957,447.07,15.54,279.997,0.222,0.495,301.085,279.997,21.088,331.632,300.85,30.782,0.3446,42.8179,225.0,0.2132,0.0051,17.7398,4.6075,11.4778,3.2974,7.823,3.5002,,8.1735,A
7,7,7,7,7,2013-01-18,90.99600000000001,2122.827,44.656,67.08,137.775,82.026,23.329,47.537,10.014,69.473,0.222,230117.488,12.34487919,18640.72415,279.997,18.294,34.961999999999996,,2.0592,0.2172,14.1879,3.6525,,10.8579,2.5571,4.3088,2.6982,0.75,6.2052,,8,124.808,90.047,67.057,4.149,66.22,85.447,69.473,164.118,8,238.957,447.07,15.54,279.997,0.222,0.495,301.085,279.997,21.088,331.632,300.85,30.782,0.3446,42.8179,225.0,0.2132,0.0051,17.7398,4.6075,11.4778,3.2974,7.823,3.5002,,8.1735,A
8,8,8,8,8,2013-01-21,91.00399999999999,2110.019,26.976999999999997,77.134,120.09100000000001,86.945,23.186,78.215,10.79,71.49,0.22899999999999998,186555.924,11.57714684,16114.15376,280.001,18.3471,33.6176,42.0,1.8198,0.2124,14.7806,3.7674,,9.9277,2.9369,5.3968,3.1464,0.79,6.0473,,10,127.956,89.871,69.093,4.15,63.444,87.42,71.49,166.534,10,245.648,449.548,14.814,280.001,0.22899999999999998,0.485,300.015,280.001,20.013,335.509,299.892,35.616,0.8635,37.6362,244.0,0.0048,0.0064,18.5362,5.6359,12.334000000000001,3.6489,8.1835,4.5509,,8.5997,H
9,9,9,9,9,2013-01-21,91.00399999999999,2110.019,26.976999999999997,77.134,120.09100000000001,86.945,23.186,78.215,10.79,71.49,0.22899999999999998,186555.924,11.57714684,16114.15376,280.001,16.5575,30.875999999999998,,1.6257,0.2824,15.384,4.8626,,9.7656,3.0486,6.4894,4.0668,0.95,7.0414,,10,127.956,89.871,69.093,4.15,63.444,87.42,71.49,166.534,10,245.648,449.548,14.814,280.001,0.22899999999999998,0.485,300.015,280.001,20.013,335.509,299.892,35.616,0.8635,37.6362,244.0,0.0048,0.0064,18.5362,5.6359,12.334000000000001,3.6489,8.1835,4.5509,,8.5997,H
10,10,10,10,10,2013-01-23,90.999,2267.203,27.0,77.118,120.266,90.013,24.915,83.97,12.119,70.958,0.244,155078.379,10.9181445,14203.73022,280.457,16.8296,30.6998,42.0,1.7845,0.2153,15.7609,4.8617,,11.4233,3.0811,4.6884,3.7426,0.63,6.9128,,11,129.066,89.408,66.989,4.15,64.877,86.859,70.958,167.87,11,247.085,453.88699999999994,14.344000000000001,280.457,0.244,0.47100000000000003,299.111,280.457,18.654,336.04,298.99,37.05,0.7902,35.7722,234.0,0.0014,0.0077,19.0052,6.2113,11.6489,3.8573,8.5411,5.0697,,9.095,G
11,11,11,11,11,2013-01-23,90.999,2267.203,27.0,77.118,120.266,90.013,24.915,83.97,12.119,70.958,0.244,155078.379,10.9181445,14203.73022,280.457,16.3239,30.0721,,1.7734,0.1976,15.6615,4.9943,,10.4361,3.1224,6.4337,3.9589999999999996,0.62,7.026,,11,129.066,89.408,66.989,4.15,64.877,86.859,70.958,167.87,11,247.085,453.88699999999994,14.344000000000001,280.457,0.244,0.47100000000000003,299.111,280.457,18.654,336.04,298.99,37.05,0.7902,35.7722,234.0,0.0014,0.0077,19.0052,6.2113,11.6489,3.8573,8.5411,5.0697,,9.095,G
12,12,12,12,12,2013-01-25,89.996,2299.913,27.000999999999998,76.922,119.29700000000001,90.049,25.555999999999997,85.179,12.244,70.475,0.26,207388.133,10.79240468,19216.11905,279.996,15.1355,30.4845,,1.3545,0.1733,17.7855,4.6336,,9.8051,3.2422,6.3544,3.9908,0.58,7.0406,,12,128.633,87.599,68.251,4.151,65.779,86.461,70.475,167.025,12,244.71599999999998,456.207,14.312000000000001,279.996,0.26,0.47100000000000003,297.465,279.996,17.469,333.054,297.284,35.769,0.7859,36.2059,254.0,0.0007,0.006,20.6266,5.6084,11.3096,3.4785,8.2504,4.8373,,8.8907,G
13,13,13,13,13,2013-01-25,89.996,2299.913,27.000999999999998,76.922,119.29700000000001,90.049,25.555999999999997,85.179,12.244,70.475,0.26,207388.133,10.79240468,19216.11905,279.996,16.9802,30.91,,1.7832,0.1638,17.1955,4.3495,,9.8219,2.7692,5.8423,3.5357,0.61,6.6487,,12,128.633,87.599,68.251,4.151,65.779,86.461,70.475,167.025,12,244.71599999999998,456.207,14.312000000000001,279.996,0.26,0.47100000000000003,297.465,279.996,17.469,333.054,297.284,35.769,0.7859,36.2059,254.0,0.0007,0.006,20.6266,5.6084,11.3096,3.4785,8.2504,4.8373,,8.8907,G
14,14,14,14,14,2013-01-28,87.155,2213.814,26.447,76.72,115.816,98.45100000000001,25.401,83.708,12.413,69.132,0.263,204698.31100000002,10.89948115,18780.55551,283.001,16.1677,29.8192,39.0,1.6569,0.1429,17.4634,4.5783,,9.7023,3.3373,6.399,3.4927,0.53,7.2403,,13,129.34,85.958,68.236,4.15,71.696,85.202,69.132,166.87,13,244.209,464.57300000000004,13.959000000000001,283.001,0.263,0.45799999999999996,298.919,283.001,15.918,333.029,298.964,34.064,0.3087,37.2772,270.0,0.291,0.0,21.6377,5.2685,11.38,3.3661,7.5054,4.2703,,8.6951,A
15,15,15,15,15,2013-01-30,90.098,2299.226,27.03,76.923,119.427,100.00299999999999,25.519000000000002,85.062,12.694,70.278,0.249,190417.90399999998,11.22543992,16963.06831,283.009,17.0007,31.701999999999998,41.0,1.7846,0.1207,16.0306,4.0956,,10.0642,2.9331,6.0292,3.4546,0.47,6.7847,,14,130.353,88.869,69.74,4.146,77.059,86.25,70.278,166.222,14,244.775,461.084,14.26,283.009,0.249,0.475,298.089,283.009,15.08,335.008,298.764,36.243,0.7297,37.879,255.0,0.0013,0.0028,19.8942,5.3504,11.2095,3.8113,8.1707,4.2231,,8.728,F
16,16,16,16,16,2013-01-30,90.098,2299.226,27.03,76.923,119.427,100.00299999999999,25.519000000000002,85.062,12.694,70.278,0.249,190417.90399999998,11.22543992,16963.06831,283.009,13.555,32.1008,,1.4708,0.1162,16.7328,4.2151,,14.4255,3.2081,4.4908,3.0736,0.46,6.6113,,14,130.353,88.869,69.74,4.146,77.059,86.25,70.278,166.222,14,244.775,461.084,14.26,283.009,0.249,0.475,298.089,283.009,15.08,335.008,298.764,36.243,0.7297,37.879,255.0,0.0013,0.0028,19.8942,5.3504,11.2095,3.8113,8.1707,4.2231,,8.728,F
17,17,17,17,17,2013-01-31,90.101,2300.162,27.026,76.926,119.428,100.008,25.529,85.109,12.651,70.491,0.255,192679.72100000002,11.26521339,17103.95659,283.014,16.5734,31.9836,,1.6131,0.1252,16.8064,4.3821,,9.9078,3.1108,5.8887,2.925,0.49,6.6839,,15,130.569,88.898,69.326,4.15,77.816,86.466,70.491,166.445,15,245.28400000000002,461.558,14.179,283.014,0.255,0.473,297.27099999999996,283.014,14.257,335.235,298.433,36.802,,,263.0,,,,,,,,,,,
18,18,18,18,18,2013-01-31,90.101,2300.162,27.026,76.926,119.428,100.008,25.529,85.109,12.651,70.491,0.255,192679.72100000002,11.26521339,17103.95659,283.014,16.3528,31.0649,,1.5336,0.1598,16.2544,4.7692,,10.0215,2.9539,6.6055,3.0714,0.59,7.213,,15,130.569,88.898,69.326,4.15,77.816,86.466,70.491,166.445,15,245.28400000000002,461.558,14.179,283.014,0.255,0.473,297.27099999999996,283.014,14.257,335.235,298.433,36.802,,,263.0,,,,,,,,,,,
19,19,19,19,19,2013-01-02,90.102,2319.691,27.025,76.927,119.447,99.98,25.745,85.835,12.725999999999999,70.384,0.26,189032.64800000002,11.25266115,16798.92831,283.006,16.7682,31.6954,,1.6107,0.1372,16.4282,4.5777,,9.9921,2.937,6.0375,3.0517,0.54,6.7643,,16,130.184,88.77,68.231,4.149,78.285,86.491,70.384,166.598,16,244.803,462.785,14.332,283.006,0.26,0.47,296.519,283.006,13.513,334.87,298.026,36.844,0.3491,36.4704,263.0,0.3273,0.0072,19.5441,5.8679,11.172,4.0196,5.5276,7.8447,,8.8701,A
20,20,20,20,20,2013-01-02,90.102,2319.691,27.025,76.927,119.447,99.98,25.745,85.835,12.725999999999999,70.384,0.26,189032.64800000002,11.25266115,16798.92831,283.006,16.1529,31.5145,,1.4748,0.1521,16.2772,4.7156,,9.8679,3.0437,6.5062,3.3001,0.59,6.995,,16,130.184,88.77,68.231,4.149,78.285,86.491,70.384,166.598,16,244.803,462.785,14.332,283.006,0.26,0.47,296.519,283.006,13.513,334.87,298.026,36.844,0.3491,36.4704,263.0,0.3273,0.0072,19.5441,5.8679,11.172,4.0196,5.5276,7.8447,,8.8701,A
21,21,21,21,21,2013-04-02,89.406,2386.493,24.999000000000002,78.149,116.791,103.00200000000001,26.693,95.464,13.529,71.219,0.261,198640.73,10.9236495,18184.46575,283.045,15.5774,30.9554,42.0,1.442,0.137,16.9193,4.8101,,9.7559,3.2039999999999997,6.5036,3.5309,0.53,7.1644,,17,130.68,88.039,69.751,4.162,79.808,87.37,71.219,166.896,17,246.125,465.089,14.078,283.045,0.261,0.466,295.684,283.045,12.639,335.156,297.175,37.98,0.7629,37.4422,257.0,0.0009,0.0,20.2916,5.7174,11.2673,3.7702,7.6989,4.3159,,8.7327,G
22,22,22,22,22,2013-04-02,89.406,2386.493,24.999000000000002,78.149,116.791,103.00200000000001,26.693,95.464,13.529,71.219,0.261,198640.73,10.9236495,18184.46575,283.045,15.3806,31.4763,,1.442,0.1385,17.0944,4.7678,,9.6462,3.2647,6.2983,3.3931,0.53,7.0981,,17,130.68,88.039,69.751,4.162,79.808,87.37,71.219,166.896,17,246.125,465.089,14.078,283.045,0.261,0.466,295.684,283.045,12.639,335.156,297.175,37.98,0.7629,37.4422,257.0,0.0009,0.0,20.2916,5.7174,11.2673,3.7702,7.6989,4.3159,,8.7327,G
23,23,23,23,23,2013-06-02,91.045,2390.545,25.000999999999998,78.456,118.436,103.26100000000001,26.256999999999998,95.618,13.651,71.318,0.161,224405.34,11.11986822,20180.575530000002,283.045,16.3715,32.3215,42.0,1.5555,0.1553,16.0694,4.3464,,9.6204,3.1564,6.0896,3.4786,0.61,6.8354,,18,129.97,89.924,68.905,4.149,84.397,87.422,71.318,166.195,18,245.791,458.37699999999995,14.392000000000001,283.045,0.161,0.474,296.565,283.045,13.52,338.007,298.06,39.946,0.7709,38.0884,311.0,0.0013,0.0021,19.2584,5.1929,11.471,4.4398,7.6797,4.5439,,8.5516,G
24,24,24,24,24,2013-06-02,91.045,2390.545,25.000999999999998,78.456,118.436,103.26100000000001,26.256999999999998,95.618,13.651,71.318,0.161,224405.34,11.11986822,20180.575530000002,283.045,17.1255,32.5294,,1.6798,0.1482,15.745999999999999,4.122,,9.9353,3.1714,5.7813,3.1706,0.6,6.5905,,18,129.97,89.924,68.905,4.149,84.397,87.422,71.318,166.195,18,245.791,458.37699999999995,14.392000000000001,283.045,0.161,0.474,296.565,283.045,13.52,338.007,298.06,39.946,0.7709,38.0884,311.0,0.0013,0.0021,19.2584,5.1929,11.471,4.4398,7.6797,4.5439,,8.5516,G
25,25,25,25,25,2013-08-02,89.938,2390.015,25.0,78.249,117.32799999999999,105.00399999999999,26.574,95.601,13.677,70.846,0.164,191294.204,10.71626447,17850.82892,283.041,16.7104,32.7084,,1.6142,0.1404,16.3609,3.8711,,9.8022,3.1636,5.868,3.0932,0.57,6.6676,,19,129.566,88.962,68.339,4.15,78.623,87.044,70.846,166.483,19,244.826,461.595,14.265,283.041,0.164,0.467,296.182,283.041,13.141,336.158,297.70599999999996,38.453,0.6542,39.4646,313.0,0.0,0.0,20.1972,4.6939,11.2697,3.8373,7.3521,4.0793,,8.4517,E
26,26,26,26,26,2013-08-02,89.938,2390.015,25.0,78.249,117.32799999999999,105.00399999999999,26.574,95.601,13.677,70.846,0.164,191294.204,10.71626447,17850.82892,283.041,16.8125,33.0887,,1.8958,0.1371,16.5878,3.6877,,9.7146,3.0402,5.5907,2.9919,0.57,6.453,,19,129.566,88.962,68.339,4.15,78.623,87.044,70.846,166.483,19,244.826,461.595,14.265,283.041,0.164,0.467,296.182,283.041,13.141,336.158,297.70599999999996,38.453,0.6542,39.4646,313.0,0.0,0.0,20.1972,4.6939,11.2697,3.8373,7.3521,4.0793,,8.4517,E
27,27,27,27,27,2013-11-02,89.603,2389.989,25.000999999999998,78.185,116.994,105.852,26.673000000000002,95.596,13.777999999999999,70.464,0.162,200397.46899999998,11.12726271,18009.59269,283.044,15.709000000000001,32.4021,,1.4775,0.1723,16.8022,3.1591,,9.7818,3.2134,6.1495,4.3279,0.65,6.8052,,20,129.565,88.472,68.944,4.15,63.763,86.606,70.464,166.673,20,245.40200000000002,458.466,14.309000000000001,283.044,0.162,0.467,296.167,283.044,13.122,337.37199999999996,297.676,39.696,,,,,,,,,,,,,,
28,28,28,28,28,2013-02-13,90.436,2390.178,25.0,78.343,117.82600000000001,107.01100000000001,26.429000000000002,95.60700000000001,13.993,70.544,0.167,211886.991,11.20175427,18915.51854,283.047,17.2906,33.2997,45.0,1.5128,0.1257,16.5372,3.9533,,11.2623,3.3335,3.8806,2.7323,0.53,6.072,,21,128.945,89.172,68.37,4.15,66.585,86.642,70.544,165.968,21,245.622,455.73199999999997,14.287,283.047,0.167,0.47,296.042,283.047,12.995,339.068,297.881,41.187,0.7498,40.7946,305.0,0.0,0.0,19.85,4.9095,12.0794,3.4782,6.8737,3.2936,,7.9712,G
29,29,29,29,29,2013-02-13,90.436,2390.178,25.0,78.343,117.82600000000001,107.01100000000001,26.429000000000002,95.60700000000001,13.993,70.544,0.167,211886.991,11.20175427,18915.51854,283.047,17.368,33.0217,,1.5556,0.1608,16.2307,3.9734,,10.1302,3.2731,5.305,2.7308,0.63,6.2507,,21,128.945,89.172,68.37,4.15,66.585,86.642,70.544,165.968,21,245.622,455.73199999999997,14.287,283.047,0.167,0.47,296.042,283.047,12.995,339.068,297.881,41.187,0.7498,40.7946,305.0,0.0,0.0,19.85,4.9095,12.0794,3.4782,6.8737,3.2936,,7.9712,G
30,30,30,30,30,2013-02-15,91.098,2409.971,25.000999999999998,78.466,118.509,109.973,26.455,96.395,14.467,70.355,0.18100000000000002,213304.821,11.48973763,18564.81215,283.044,16.4321,32.009,,1.4765,0.1552,15.9877,4.1604,,9.7586,3.4969,6.4023,3.1093,0.59,7.012,,22,128.68,89.951,68.175,4.15,70.681,86.396,70.355,165.583,22,245.285,452.82099999999997,14.41,283.044,0.18100000000000002,0.47,295.153,283.044,12.109,339.88599999999997,296.656,43.23,0.7907,39.4585,357.0,0.0,0.0,18.9319,4.911,11.5865,3.9909,8.0524,3.6895,,8.5886,G
31,31,31,31,31,2013-02-15,91.098,2409.971,25.000999999999998,78.466,118.509,109.973,26.455,96.395,14.467,70.355,0.18100000000000002,213304.821,11.48973763,18564.81215,283.044,18.2,32.7584,,1.5214,0.1528,15.5632,3.8310000000000004,,9.9799,3.319,5.5399,2.6924,0.6,6.442,,22,128.68,89.951,68.175,4.15,70.681,86.396,70.355,165.583,22,245.285,452.82099999999997,14.41,283.044,0.18100000000000002,0.47,295.153,283.044,12.109,339.88599999999997,296.656,43.23,0.7907,39.4585,357.0,0.0,0.0,18.9319,4.911,11.5865,3.9909,8.0524,3.6895,,8.5886,G
32,32,32,32,32,2013-02-18,91.102,2410.008,25.000999999999998,78.467,118.51299999999999,111.995,26.454,96.396,14.849,68.916,0.192,198834.705,11.48135506,17318.05207,282.964,18.6896,32.9511,48.0,1.3734,0.1379,15.4601,3.5777,,9.7416,3.4118,5.7134,2.4993,0.54,6.4441,,23,128.167,89.912,70.423,4.151,76.065,84.859,68.916,165.568,23,244.612,446.921,14.542,282.964,0.192,0.465,293.313,282.964,10.349,340.468,293.925,46.543,0.8288,40.7567,298.0,0.0,0.0,18.9627,4.4545,11.3367,4.1174,7.9659,3.1896,,8.3877,H
33,33,33,33,33,2013-02-18,91.102,2410.008,25.000999999999998,78.467,118.51299999999999,111.995,26.454,96.396,14.849,68.916,0.192,198834.705,11.48135506,17318.05207,282.964,18.9723,32.2669,,1.5073,0.1477,15.0283,3.5666,,9.8833,3.637,5.9384,2.5886,0.66,6.4636,,23,128.167,89.912,70.423,4.151,76.065,84.859,68.916,165.568,23,244.612,446.921,14.542,282.964,0.192,0.465,293.313,282.964,10.349,340.468,293.925,46.543,0.8288,40.7567,298.0,0.0,0.0,18.9627,4.4545,11.3367,4.1174,7.9659,3.1896,,8.3877,H
34,34,34,34,34,2013-02-22,68.821,1866.3570000000002,120.0,36.448,190.688,52.843,27.119,15.552999999999999,1.187,52.751,0.155,253364.104,11.74263093,21576.434240000002,281.105,17.4076,31.7023,,1.39,0.0039,16.4717,4.4439,,9.4956,2.7822,6.8389,2.5522,0.11,6.9117,,29,104.593,66.634,70.15,4.15,49.57,69.638,52.751,164.339,29,235.062,461.358,14.705,281.105,0.155,0.375,284.365,281.105,3.26,307.172,284.388,22.784,0.3124,39.3289,500.0,0.3127,0.0067,20.2316,5.3389999999999995,11.6595,3.5288,7.82,3.1553,,8.3051,A
35,35,35,35,35,2013-02-24,91.09899999999999,2419.242,120.0,43.155,213.519,46.007,26.555999999999997,20.16,0.11199999999999999,68.838,0.23199999999999998,212788.36,11.66485841,18241.82962,282.984,17.3601,31.6231,,1.5425,0.0885,15.9657,4.7075,,9.6863,2.7856,6.9274,2.5233,0.39,6.79,,30,106.055,88.217,67.827,4.149,58.738,85.554,68.838,165.712,30,238.12599999999998,474.73900000000003,14.950999999999999,282.984,0.23199999999999998,0.47100000000000003,289.169,282.984,6.185,321.454,289.08299999999997,32.371,,,670.0,,,,,,,,,,,
36,36,36,36,36,2013-02-25,91.103,2429.924,120.0,43.156,213.533,46.038999999999994,26.671999999999997,20.249000000000002,1.092,68.788,0.24,208359.37699999998,11.72987914,17763.13076,283.20799999999997,18.5387,31.8885,32.0,1.7991,0.0862,15.4442,4.4875,,9.8575,2.5892,6.47,2.4395,0.38,6.3996,,31,106.935,88.157,68.054,4.15,59.466,85.304,68.788,165.657,31,238.368,473.642,14.923,283.20799999999997,0.24,0.47200000000000003,289.434,283.20799999999997,6.226,322.232,289.515,32.717,0.3137,39.3576,740.0,0.2406,0.0007,19.3564,2.4969,15.4004,3.3068,5.0145,6.2792,,8.2332,A
37,37,37,37,37,2013-02-27,91.098,2443.517,116.365,43.91,209.907,45.207,26.823,20.999000000000002,0.582,68.218,0.251,209904.267,11.48607447,18274.674030000002,283.17,18.5809,31.8102,33.0,1.5822,0.1276,15.0092,4.4854,,9.6939,2.6732,6.8375,2.8748,0.5,6.3251,,32,99.809,87.435,68.66,4.15,55.998,84.475,68.218,165.411,32,240.827,471.099,14.508,283.17,0.251,0.45899999999999996,290.827,283.17,7.656,325.965,290.822,35.142,0.6625,39.2945,1476.0,0.001,0.0094,19.1442,5.7235,11.5033,3.3572,5.4194,6.6774,,8.2076,E
38,38,38,38,38,2013-02-27,91.098,2443.517,116.365,43.91,209.907,45.207,26.823,20.999000000000002,0.582,68.218,0.251,209904.267,11.48607447,18274.674030000002,283.17,19.0363,31.7232,,1.6934,0.10800000000000001,14.9225,4.4439,,9.7196,2.7854,6.6893,2.6779,0.47,6.2005,,32,99.809,87.435,68.66,4.15,55.998,84.475,68.218,165.411,32,240.827,471.099,14.508,283.17,0.251,0.45899999999999996,290.827,283.17,7.656,325.965,290.822,35.142,0.6625,39.2945,1476.0,0.001,0.0094,19.1442,5.7235,11.5033,3.3572,5.4194,6.6774,,8.2076,E
39,39,39,39,39,2013-02-28,91.101,2432.691,102.068,47.161,195.602,46.025,26.703,23.834,1.218,68.793,0.263,229243.53600000002,12.07944139,18977.9915,284.932,19.167,31.6012,,1.7171,0.1168,14.7272,4.3846,,10.2346,2.8456,6.4498,2.588,0.49,6.1681,,33,102.774,87.801,69.14,4.15,60.822,85.088,68.793,164.414,33,242.155,476.895,14.258,284.932,0.263,0.46299999999999997,292.94599999999997,284.932,8.014,328.657,293.087,35.57,0.6819,1.0436,495.0,0.0006,0.0097,18.604,5.5406,50.2129,3.8639,8.6831,3.2691,,8.0906,E
40,40,40,40,40,2013-01-03,91.102,2451.1,80.77,53.006,174.323,46.493,26.905,30.346999999999998,1.287,68.754,0.278,210497.397,11.74571803,17921.20294,285.0,18.2292,31.8204,,1.524,0.2068,14.764000000000001,4.5007,,9.7239,3.1431,6.9172,2.745,0.73,6.4257,,34,105.71,88.075,70.746,4.151,61.457,85.217,68.754,165.37,34,242.31900000000002,471.63,14.556,285.0,0.278,0.466,294.028,285.0,9.028,330.097,293.999,36.097,0.6946,38.9538,452.0,0.0021,0.0015,18.2593,5.6077,11.756,3.9202,8.8199,3.6858,,8.2991,E
41,41,41,41,41,2013-03-03,91.101,2454.8070000000002,84.417,51.903999999999996,177.973,49.967,26.945999999999998,29.08,1.046,68.907,0.305,212322.01,11.75544947,18061.58163,284.747,18.1898,32.0097,,1.6697,0.1165,14.9054,4.523,,9.5954,3.2039,6.7324,2.6393,0.43,6.4149,,35,106.153,88.091,69.193,4.15,63.878,85.426,68.907,166.009,35,241.916,478.57099999999997,14.173,284.747,0.305,0.457,292.63599999999997,284.747,7.889,327.674,292.732,34.942,0.2756,38.4468,424.0,0.2401,0.0005,18.7315,5.8215,11.0555,4.4442,8.8561,3.7655,,8.3627,A
42,42,42,42,42,2013-04-03,91.09899999999999,2455.326,88.269,50.788999999999994,181.822,50.034,26.951999999999998,27.816,0.446,69.232,0.32,208609.86399999997,11.85487541,17596.9681,285.097,18.081,32.1712,,1.6562,0.1023,15.2892,4.4152,,9.6324,3.4233,6.3398,2.5565,0.34,6.3329,,36,104.962,88.163,69.255,4.15,62.253,85.706,69.232,165.784,36,242.577,479.779,14.057,285.097,0.32,0.46,293.073,285.097,7.976,328.942,293.286,35.656,,,,,,,,,,,,,,
43,43,43,43,43,2013-05-03,91.096,2454.9339999999997,78.43,53.736000000000004,171.982,50.035,26.949,31.301,1.631,68.892,0.331,208234.43,11.77900377,17678.44161,284.965,18.3426,31.5566,,1.6567,0.1598,15.1798,4.4478,,9.8235,3.187,6.6105,2.506,0.57,6.5297,,37,106.279,88.161,69.802,4.149,63.353,85.35,68.892,165.836,37,243.12400000000002,476.10699999999997,13.95,284.965,0.331,0.455,293.575,284.965,8.61,330.86699999999996,293.817,37.049,,,410.0,,,,,,,,,,,
