,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,RPG,H2_Nm3,Recycle,RPGtoRecycle%,I/LFlow_Rx1,I/LTemp_Rx1,H2toRPG,H2toRecycle,H2toHC,DeC5BTM_Flow,1st bed △P_Rx2,Duty,LMTD,UA,I/LTemp_Rx2,C5 wt%_x,Benzene wt%_x,Bromine Number g/100g_x,C4 wt%_x,Styrene wt%_x,Toluene wt%_x,Xylenes wt%_x,"Indene
wt%",C6~C9 NA wt%_x,C10+ NA wt%_x,C9 Aro wt%_x,C10 Aro wt%_x,DV g/100g_y,EB wt%_x,2-Methylindene wt%,Unnamed: 0.1.1.1.1,DeC5_I/L_Temp,DeC5_l/L_Flow,DeC5_O/H_Temp.,DeC5_O/H_Press,DeC5_O/H_Flow,C5_BTM_Flow,DeC5_BTM_Flow,DeC5_BTM_Temp,Unnamed: 0.1.1.1.1.1,Rx2_RPG_temp,Rx2_H2_temp,Rx2_H2_Flow,Rx2_Feed_Temp,Rx2_1st_bed_△P,Rx2_2_3_bed_△P,RX2_1st_bed_O/L_T,RX2_1st_bed_I/L_T,Rx2_1st_bed_△T,Rx2_2nd_O/L_T,Rx2_2nd_I/L_T,Rx2_2nd_bed_△T,C5 wt%_y,Benzene wt%_y,Bromine Number g/100g_y,C4 wt%_y,Styrene wt%_y,Toluene wt%_y,Xylenes wt%_y,C6~C9 NA wt%_y,C10+ NA wt%_y,C9 Aro wt%_y,C10 Aro wt%_y,DV g/100g,EB wt%_y,G_B
246,246,246,246,246,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,16.7105,32.5542,,1.5291,0.2206,14.3203,3.0948,,11.7429,7.4634,3.7362,3.0904,0.78,5.5376,,250,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,250,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,288.0,,,,,,,,,,,
247,247,247,247,247,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,16.7105,32.5542,,1.5291,0.2206,14.3203,3.0948,,11.7429,7.4634,3.7362,3.0904,0.78,5.5376,,251,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,251,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,,,,,,,,,,,,
248,248,248,248,248,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,16.7105,32.5542,,1.5291,0.2206,14.3203,3.0948,,11.7429,7.4634,3.7362,3.0904,0.78,5.5376,,252,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,252,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,319.0,,,,,,,,,,,
249,249,249,249,249,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,16.7105,32.5542,,1.5291,0.2206,14.3203,3.0948,,11.7429,7.4634,3.7362,3.0904,0.78,5.5376,,253,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,253,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,262.0,,,,,,,,,,,
250,250,250,250,250,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,16.7105,32.5542,,1.5291,0.2206,14.3203,3.0948,,11.7429,7.4634,3.7362,3.0904,0.78,5.5376,,254,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,254,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,0.7889,43.1118,246.0,0.0015,0.0074,17.929,3.6993,14.1227,5.3367,4.809,2.7882,,7.4055,G
251,251,251,251,251,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,17.4134,34.357,,1.4726,0.1956,14.9405,3.0848,,12.2921,4.2415,4.015,2.1196,0.66,5.8679,,250,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,250,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,288.0,,,,,,,,,,,
252,252,252,252,252,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,17.4134,34.357,,1.4726,0.1956,14.9405,3.0848,,12.2921,4.2415,4.015,2.1196,0.66,5.8679,,251,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,251,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,,,,,,,,,,,,
253,253,253,253,253,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,17.4134,34.357,,1.4726,0.1956,14.9405,3.0848,,12.2921,4.2415,4.015,2.1196,0.66,5.8679,,252,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,252,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,319.0,,,,,,,,,,,
254,254,254,254,254,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,17.4134,34.357,,1.4726,0.1956,14.9405,3.0848,,12.2921,4.2415,4.015,2.1196,0.66,5.8679,,253,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,253,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,,,262.0,,,,,,,,,,,
255,255,255,255,255,2014-04-18,84.296,1805.39,56.977,59.669,143.079,61.173,21.416999999999998,31.686,1.3719999999999999,60.458999999999996,0.306,227799.697,12.19703233,18676.649419999998,286.469,17.4134,34.357,,1.4726,0.1956,14.9405,3.0848,,12.2921,4.2415,4.015,2.1196,0.66,5.8679,,254,114.594,82.765,69.878,4.299,62.66,79.726,60.459,164.183,254,236.59599999999998,443.99699999999996,13.022,286.469,0.306,0.32,299.476,286.469,13.006,337.026,293.978,43.048,0.7889,43.1118,246.0,0.0015,0.0074,17.929,3.6993,14.1227,5.3367,4.809,2.7882,,7.4055,G
256,256,256,256,256,2014-04-19,82.793,1774.596,56.023999999999994,59.641999999999996,140.592,63.778999999999996,21.434,31.676,2.346,61.498999999999995,0.369,238076.59699999998,12.28884866,19373.3851,283.193,17.4237,34.4196,,1.5978,0.1622,14.8133,3.0724,,12.2059,4.607,3.697,2.249,0.58,5.7521,,255,115.178,81.407,69.833,4.3,62.647,78.756,61.499,163.824,255,233.209,443.92199999999997,12.905,283.193,0.369,0.313,300.598,283.193,17.405,338.091,295.549,42.542,,,292.0,,,,,,,,,,,
257,257,257,257,257,2014-04-19,82.793,1774.596,56.023999999999994,59.641999999999996,140.592,63.778999999999996,21.434,31.676,2.346,61.498999999999995,0.369,238076.59699999998,12.28884866,19373.3851,283.193,17.4237,34.4196,,1.5978,0.1622,14.8133,3.0724,,12.2059,4.607,3.697,2.249,0.58,5.7521,,256,115.178,81.407,69.833,4.3,62.647,78.756,61.499,163.824,256,233.209,443.92199999999997,12.905,283.193,0.369,0.313,300.598,283.193,17.405,338.091,295.549,42.542,,,260.0,,,,,,,,,,,
258,258,258,258,258,2014-04-19,82.793,1774.596,56.023999999999994,59.641999999999996,140.592,63.778999999999996,21.434,31.676,2.346,61.498999999999995,0.369,238076.59699999998,12.28884866,19373.3851,283.193,18.2124,34.7804,,1.7303,0.1986,14.3917,2.9407,,12.3549,4.1428,3.6364,2.0833,0.79,5.5285,,255,115.178,81.407,69.833,4.3,62.647,78.756,61.499,163.824,255,233.209,443.92199999999997,12.905,283.193,0.369,0.313,300.598,283.193,17.405,338.091,295.549,42.542,,,292.0,,,,,,,,,,,
259,259,259,259,259,2014-04-19,82.793,1774.596,56.023999999999994,59.641999999999996,140.592,63.778999999999996,21.434,31.676,2.346,61.498999999999995,0.369,238076.59699999998,12.28884866,19373.3851,283.193,18.2124,34.7804,,1.7303,0.1986,14.3917,2.9407,,12.3549,4.1428,3.6364,2.0833,0.79,5.5285,,256,115.178,81.407,69.833,4.3,62.647,78.756,61.499,163.824,256,233.209,443.92199999999997,12.905,283.193,0.369,0.313,300.598,283.193,17.405,338.091,295.549,42.542,,,260.0,,,,,,,,,,,
260,260,260,260,260,2014-04-19,82.793,1774.596,56.023999999999994,59.641999999999996,140.592,63.778999999999996,21.434,31.676,2.346,61.498999999999995,0.369,238076.59699999998,12.28884866,19373.3851,283.193,16.6401,34.9173,,1.2898,0.1602,15.0793,3.113,,12.3514,4.6219,3.7558,2.2602,0.57,5.811,,255,115.178,81.407,69.833,4.3,62.647,78.756,61.499,163.824,255,233.209,443.92199999999997,12.905,283.193,0.369,0.313,300.598,283.193,17.405,338.091,295.549,42.542,,,292.0,,,,,,,,,,,
261,261,261,261,261,2014-04-19,82.793,1774.596,56.023999999999994,59.641999999999996,140.592,63.778999999999996,21.434,31.676,2.346,61.498999999999995,0.369,238076.59699999998,12.28884866,19373.3851,283.193,16.6401,34.9173,,1.2898,0.1602,15.0793,3.113,,12.3514,4.6219,3.7558,2.2602,0.57,5.811,,256,115.178,81.407,69.833,4.3,62.647,78.756,61.499,163.824,256,233.209,443.92199999999997,12.905,283.193,0.369,0.313,300.598,283.193,17.405,338.091,295.549,42.542,,,260.0,,,,,,,,,,,
262,262,262,262,262,2014-04-20,78.268,1729.724,58.423,57.259,138.421,65.945,22.1,29.607,0.22399999999999998,58.199,0.485,240705.68600000002,12.46355237,19312.767219999998,281.78,17.8773,35.1517,,1.5641,0.1525,14.5628,2.843,,12.4505,4.459,3.4057,2.0436,0.56,5.4898,,257,115.248,76.809,69.817,4.3,62.563,75.204,58.199,163.454,257,230.53599999999997,440.097,12.754000000000001,281.78,0.485,0.288,299.399,281.78,17.618,334.952,293.979,40.972,,,256.0,,,,,,,,,,,
263,263,263,263,263,2014-04-20,78.268,1729.724,58.423,57.259,138.421,65.945,22.1,29.607,0.22399999999999998,58.199,0.485,240705.68600000002,12.46355237,19312.767219999998,281.78,17.788,34.9088,,1.6597,0.1366,14.6738,2.953,,12.354000000000001,4.4111,3.4517,2.0947,0.62,5.5686,,257,115.248,76.809,69.817,4.3,62.563,75.204,58.199,163.454,257,230.53599999999997,440.097,12.754000000000001,281.78,0.485,0.288,299.399,281.78,17.618,334.952,293.979,40.972,,,256.0,,,,,,,,,,,
264,264,264,264,264,2014-04-21,77.91,1709.518,58.242,57.223,137.861,66.16,21.941999999999997,29.351999999999997,1.744,57.998999999999995,0.713,251024.474,12.47363817,20124.3992,281.998,17.3396,35.0946,35.0,1.5055,0.1497,14.5826,2.8782,,12.5196,4.6552,3.5503,2.0923,0.5,5.6324,,258,115.858,76.626,70.802,4.3,62.811,75.03,57.999,163.154,258,231.236,440.653,12.549000000000001,281.998,0.713,0.284,300.353,281.998,18.356,336.01099999999997,294.339,41.672,0.8661,44.1332,240.0,0.0009,0.0078,18.1493,3.4285,14.2809,5.5785,3.9985,2.6425,,6.9138,H
265,265,265,265,265,2014-04-21,77.91,1709.518,58.242,57.223,137.861,66.16,21.941999999999997,29.351999999999997,1.744,57.998999999999995,0.713,251024.474,12.47363817,20124.3992,281.998,18.2733,35.2402,,1.6198,0.1521,14.4114,2.784,,12.4461,4.4081,3.2769999999999997,2.0142,0.66,5.3738,,258,115.858,76.626,70.802,4.3,62.811,75.03,57.999,163.154,258,231.236,440.653,12.549000000000001,281.998,0.713,0.284,300.353,281.998,18.356,336.01099999999997,294.339,41.672,0.8661,44.1332,240.0,0.0009,0.0078,18.1493,3.4285,14.2809,5.5785,3.9985,2.6425,,6.9138,H
266,266,266,266,266,2014-04-23,75.998,1710.009,60.001,55.881,137.708,69.996,22.500999999999998,28.5,1.629,57.564,1.39,263017.171,12.74651743,20634.43388,282.247,16.3972,36.649,25.0,1.4140000000000001,0.1452,14.6721,2.7782,,12.9935,4.5206,3.101,1.8905,0.51,5.4387,,259,114.968,74.703,71.487,4.299,61.023,75.085,57.564,162.538,259,230.833,448.051,12.2,282.247,1.39,0.275,297.887,282.247,15.64,334.225,291.609,42.616,0.7969,44.9877,353.0,0.0008,0.0071,18.0663,3.3895,14.1091,5.6701,3.6485,2.5096,,6.8144,H
267,267,267,267,267,2014-04-23,75.998,1710.009,60.001,55.881,137.708,69.996,22.500999999999998,28.5,1.629,57.564,1.39,263017.171,12.74651743,20634.43388,282.247,16.3972,36.649,25.0,1.4140000000000001,0.1452,14.6721,2.7782,,12.9935,4.5206,3.101,1.8905,0.51,5.4387,,260,114.968,74.703,71.487,4.299,61.023,75.085,57.564,162.538,260,230.833,448.051,12.2,282.247,1.39,0.275,297.887,282.247,15.64,334.225,291.609,42.616,,,315.0,,,,,,,,,,,
268,268,268,268,268,2014-04-23,75.998,1710.009,60.001,55.881,137.708,69.996,22.500999999999998,28.5,1.629,57.564,1.39,263017.171,12.74651743,20634.43388,282.247,16.4443,37.0782,,1.341,0.1211,15.1991,2.6159,,13.0208,4.3296,2.891,1.7251,0.44,5.2339,,259,114.968,74.703,71.487,4.299,61.023,75.085,57.564,162.538,259,230.833,448.051,12.2,282.247,1.39,0.275,297.887,282.247,15.64,334.225,291.609,42.616,0.7969,44.9877,353.0,0.0008,0.0071,18.0663,3.3895,14.1091,5.6701,3.6485,2.5096,,6.8144,H
269,269,269,269,269,2014-04-23,75.998,1710.009,60.001,55.881,137.708,69.996,22.500999999999998,28.5,1.629,57.564,1.39,263017.171,12.74651743,20634.43388,282.247,16.4443,37.0782,,1.341,0.1211,15.1991,2.6159,,13.0208,4.3296,2.891,1.7251,0.44,5.2339,,260,114.968,74.703,71.487,4.299,61.023,75.085,57.564,162.538,260,230.833,448.051,12.2,282.247,1.39,0.275,297.887,282.247,15.64,334.225,291.609,42.616,,,315.0,,,,,,,,,,,
270,270,270,270,270,2014-04-25,78.228,1675.287,59.998,56.593999999999994,139.902,69.965,21.415,27.921999999999997,1.568,56.501,0.805,256984.525,12.6963546,20240.811869999998,283.318,17.2481,36.2427,,1.6863,0.158,14.5083,2.7742,,12.8238,3.3237,2.7695,3.2241,0.57,5.2413,,261,115.043,76.937,70.022,4.3,61.151,76.224,56.501,162.972,261,232.158,443.31699999999995,12.331,283.318,0.805,0.286,292.364,283.318,9.046,330.32,284.841,45.479,0.6004,43.2423,422.0,0.0006,0.0069,18.3369,3.6629,13.6485,6.5194,3.8572,2.9689,,7.156,D
271,271,271,271,271,2014-04-25,78.228,1675.287,59.998,56.593999999999994,139.902,69.965,21.415,27.921999999999997,1.568,56.501,0.805,256984.525,12.6963546,20240.811869999998,283.318,16.2151,35.5423,,1.4839,0.1682,14.4084,2.9351,,12.9535,4.4694,3.9272,2.0925,0.59,5.8044,,261,115.043,76.937,70.022,4.3,61.151,76.224,56.501,162.972,261,232.158,443.31699999999995,12.331,283.318,0.805,0.286,292.364,283.318,9.046,330.32,284.841,45.479,0.6004,43.2423,422.0,0.0006,0.0069,18.3369,3.6629,13.6485,6.5194,3.8572,2.9689,,7.156,D
272,272,272,272,272,2014-04-26,77.783,1599.923,59.896,56.496,139.279,70.016,20.569,26.712,1.524,56.501,0.755,260833.49300000002,12.7680035,20428.68273,283.485,16.9588,36.214,,1.6411,0.1576,14.5625,2.8516,,12.774000000000001,4.4449,3.071,1.8954,0.56,5.4291,,262,116.023,76.663,69.688,4.301,62.11,76.249,56.501,162.83,262,231.582,445.14599999999996,12.221,283.485,0.755,0.285,291.732,283.485,8.247,330.543,284.27299999999997,46.27,,,470.0,,,,,,,,,,,
273,273,273,273,273,2014-04-26,77.783,1599.923,59.896,56.496,139.279,70.016,20.569,26.712,1.524,56.501,0.755,260833.49300000002,12.7680035,20428.68273,283.485,16.4311,35.9635,,1.667,0.174,14.6246,2.8518,,13.0481,4.495,3.3343,1.963,0.61,5.4476,,262,116.023,76.663,69.688,4.301,62.11,76.249,56.501,162.83,262,231.582,445.14599999999996,12.221,283.485,0.755,0.285,291.732,283.485,8.247,330.543,284.27299999999997,46.27,,,470.0,,,,,,,,,,,
274,274,274,274,274,2014-04-27,77.991,1600.011,58.108999999999995,57.303999999999995,137.699,69.963,20.515,27.535,1.52,56.498999999999995,0.743,240104.943,12.54235006,19143.53704,283.504,17.5519,35.2029,,1.6581,0.1898,14.5304,3.2342,,12.3622,4.1272,3.6114,1.9937,0.76,5.5382,,263,116.158,77.502,70.167,4.301,61.055,76.262,56.499,163.298,263,231.14700000000002,446.803,12.168,283.504,0.743,0.282,291.179,283.504,7.675,330.018,283.744,46.273,,,495.0,,,,,,,,,,,
275,275,275,275,275,2014-04-28,77.477,1598.068,58.501,56.978,137.576,69.937,20.625999999999998,27.316999999999997,1.536,56.498999999999995,0.766,220182.587,12.32528748,17864.29622,283.494,17.0535,35.9682,31.0,1.4322,0.1771,15.1736,3.6529,,12.1217,3.6687,3.8512,1.6035,0.72,5.2974,,264,114.826,80.409,70.758,4.3,58.855,76.282,56.499,163.738,264,229.303,451.921,12.030999999999999,283.494,0.766,0.275,290.585,283.494,7.091,328.536,283.225,45.312,0.5913,43.251999999999995,532.0,0.0003,0.0079,18.9645,4.5673,13.5524,5.1108,4.7464,2.3231,,6.8839999999999995,D
276,276,276,276,276,2014-04-30,77.167,1590.0,57.887,57.138,136.643,70.002,20.605,27.467,1.613,56.498999999999995,0.862,226099.407,12.18935803,18548.91838,283.512,13.1262,33.9202,27.0,0.7696,0.1914,17.9314,4.1703,,11.3768,4.125,5.7422,2.5265,0.68,6.1204,,265,115.982,82.125,69.96,4.301,60.539,76.319,56.499,163.831,265,230.39700000000002,453.184,11.989,283.512,0.862,0.27399999999999997,290.212,283.512,6.7,328.698,282.68,46.018,0.8799,40.7498,660.0,0.0005,0.0086,20.9401,4.5796,12.273,6.6884,4.0136,2.8257,,7.0408,H
277,277,277,277,277,2014-01-05,77.111,1589.976,57.948,57.093999999999994,136.649,70.713,20.619,27.438000000000002,1.591,56.498999999999995,0.9359999999999999,215670.91100000002,11.86494275,18177.15567,283.917,13.5676,35.5139,,0.7492,0.163,16.4556,4.1904,,11.6966,4.3336,5.0103,2.4268,0.63,5.893,,266,116.592,82.18,71.03,4.3,61.478,76.417,56.499,164.906,266,229.165,462.13599999999997,11.905999999999999,283.917,0.9359999999999999,0.273,290.068,283.917,6.151,326.587,282.741,43.846,,,640.0,,,,,,,,,,,
278,278,278,278,278,2014-01-05,77.111,1589.976,57.948,57.093999999999994,136.649,70.713,20.619,27.438000000000002,1.591,56.498999999999995,0.9359999999999999,215670.91100000002,11.86494275,18177.15567,283.917,13.5676,35.5139,,0.7492,0.163,16.4556,4.1904,,11.6966,4.3336,5.0103,2.4268,0.63,5.893,,267,116.592,82.18,71.03,4.3,61.478,76.417,56.499,164.906,267,229.165,462.13599999999997,11.905999999999999,283.917,0.9359999999999999,0.273,290.068,283.917,6.151,326.587,282.741,43.846,,,680.0,,,,,,,,,,,
279,279,279,279,279,2014-01-05,77.111,1589.976,57.948,57.093999999999994,136.649,70.713,20.619,27.438000000000002,1.591,56.498999999999995,0.9359999999999999,215670.91100000002,11.86494275,18177.15567,283.917,13.5676,35.5139,,0.7492,0.163,16.4556,4.1904,,11.6966,4.3336,5.0103,2.4268,0.63,5.893,,268,116.592,82.18,71.03,4.3,61.478,76.417,56.499,164.906,268,229.165,462.13599999999997,11.905999999999999,283.917,0.9359999999999999,0.273,290.068,283.917,6.151,326.587,282.741,43.846,,,648.0,,,,,,,,,,,
280,280,280,280,280,2014-01-05,77.111,1589.976,57.948,57.093999999999994,136.649,70.713,20.619,27.438000000000002,1.591,56.498999999999995,0.9359999999999999,215670.91100000002,11.86494275,18177.15567,283.917,16.2281,34.5352,,1.4493,0.1645,15.7107,3.8744,,11.5866,3.965,4.7257,2.2253,0.59,5.5352,,266,116.592,82.18,71.03,4.3,61.478,76.417,56.499,164.906,266,229.165,462.13599999999997,11.905999999999999,283.917,0.9359999999999999,0.273,290.068,283.917,6.151,326.587,282.741,43.846,,,640.0,,,,,,,,,,,
281,281,281,281,281,2014-01-05,77.111,1589.976,57.948,57.093999999999994,136.649,70.713,20.619,27.438000000000002,1.591,56.498999999999995,0.9359999999999999,215670.91100000002,11.86494275,18177.15567,283.917,16.2281,34.5352,,1.4493,0.1645,15.7107,3.8744,,11.5866,3.965,4.7257,2.2253,0.59,5.5352,,267,116.592,82.18,71.03,4.3,61.478,76.417,56.499,164.906,267,229.165,462.13599999999997,11.905999999999999,283.917,0.9359999999999999,0.273,290.068,283.917,6.151,326.587,282.741,43.846,,,680.0,,,,,,,,,,,
282,282,282,282,282,2014-01-05,77.111,1589.976,57.948,57.093999999999994,136.649,70.713,20.619,27.438000000000002,1.591,56.498999999999995,0.9359999999999999,215670.91100000002,11.86494275,18177.15567,283.917,16.2281,34.5352,,1.4493,0.1645,15.7107,3.8744,,11.5866,3.965,4.7257,2.2253,0.59,5.5352,,268,116.592,82.18,71.03,4.3,61.478,76.417,56.499,164.906,268,229.165,462.13599999999997,11.905999999999999,283.917,0.9359999999999999,0.273,290.068,283.917,6.151,326.587,282.741,43.846,,,648.0,,,,,,,,,,,
283,283,283,283,283,2014-02-05,76.899,1589.972,57.456,57.236000000000004,135.945,71.963,20.676,27.673000000000002,1.569,56.497,1.008,216171.41100000002,11.84606867,18248.367169999998,285.044,14.6601,34.7157,,0.8199,0.1661,16.8252,4.2734,,11.2544,3.9189999999999996,5.2766,2.3228,0.59,5.7668,,269,117.697,82.442,72.246,4.302,62.01,76.446,56.497,164.946,269,230.493,461.361,11.937999999999999,285.044,1.008,0.272,290.874,285.044,5.83,326.753,283.637,43.116,0.7529,41.7133,628.0,0.0005,0.009,19.0008,5.0108,12.97,6.6427,4.0735,2.8256,,7.0009,G
284,284,284,284,284,2014-02-05,76.899,1589.972,57.456,57.236000000000004,135.945,71.963,20.676,27.673000000000002,1.569,56.497,1.008,216171.41100000002,11.84606867,18248.367169999998,285.044,14.6601,34.7157,,0.8199,0.1661,16.8252,4.2734,,11.2544,3.9189999999999996,5.2766,2.3228,0.59,5.7668,,270,117.697,82.442,72.246,4.302,62.01,76.446,56.497,164.946,270,230.493,461.361,11.937999999999999,285.044,1.008,0.272,290.874,285.044,5.83,326.753,283.637,43.116,,,670.0,,,,,,,,,,,
285,285,285,285,285,2014-02-05,76.899,1589.972,57.456,57.236000000000004,135.945,71.963,20.676,27.673000000000002,1.569,56.497,1.008,216171.41100000002,11.84606867,18248.367169999998,285.044,16.4287,34.8504,,1.3881,0.1547,15.3254,3.9824,,11.4559,3.6213,5.1822,2.1224,0.56,5.4885,,269,117.697,82.442,72.246,4.302,62.01,76.446,56.497,164.946,269,230.493,461.361,11.937999999999999,285.044,1.008,0.272,290.874,285.044,5.83,326.753,283.637,43.116,0.7529,41.7133,628.0,0.0005,0.009,19.0008,5.0108,12.97,6.6427,4.0735,2.8256,,7.0009,G
286,286,286,286,286,2014-02-05,76.899,1589.972,57.456,57.236000000000004,135.945,71.963,20.676,27.673000000000002,1.569,56.497,1.008,216171.41100000002,11.84606867,18248.367169999998,285.044,16.4287,34.8504,,1.3881,0.1547,15.3254,3.9824,,11.4559,3.6213,5.1822,2.1224,0.56,5.4885,,270,117.697,82.442,72.246,4.302,62.01,76.446,56.497,164.946,270,230.493,461.361,11.937999999999999,285.044,1.008,0.272,290.874,285.044,5.83,326.753,283.637,43.116,,,670.0,,,,,,,,,,,
287,287,287,287,287,2014-03-05,76.956,1589.991,56.548,57.643,135.093,72.005,20.660999999999998,28.118000000000002,1.564,56.5,1.045,208227.84,11.60881799,17937.04061,286.008,13.8207,34.6145,,0.6816,0.1671,17.4656,4.3058,,11.7866,4.0729,4.8109,2.4962,0.64,5.7781,,271,117.16,82.627,72.745,4.3,60.159,76.485,56.5,165.693,271,232.72400000000002,456.93699999999995,11.82,286.008,1.045,0.265,292.116,286.008,6.109,327.005,284.681,42.324,,,620.0,,,,,,,,,,,
288,288,288,288,288,2014-03-05,76.956,1589.991,56.548,57.643,135.093,72.005,20.660999999999998,28.118000000000002,1.564,56.5,1.045,208227.84,11.60881799,17937.04061,286.008,16.4287,33.6095,,1.2481,0.1736,15.5832,4.0835,,11.0937,3.7868,5.958,2.4644,0.65,5.5705,,271,117.16,82.627,72.745,4.3,60.159,76.485,56.5,165.693,271,232.72400000000002,456.93699999999995,11.82,286.008,1.045,0.265,292.116,286.008,6.109,327.005,284.681,42.324,,,620.0,,,,,,,,,,,
289,289,289,289,289,2014-04-05,77.117,1593.386,57.086,57.463,135.797,71.983,20.662,27.912,1.5190000000000001,56.498999999999995,1.1079999999999999,195726.473,11.32212137,17287.08484,286.009,16.0889,33.7672,,1.2735,0.1716,16.7104,4.1841,,11.2876,3.6812,5.0518,2.2608,0.63,5.5229,,272,117.165,82.686,72.69,4.301,58.915,76.533,56.499,165.73,272,233.74099999999999,455.135,11.734,286.009,1.1079999999999999,0.267,292.251,286.009,6.242,327.666,284.857,42.81,,,630.0,,,,,,,,,,,
290,290,290,290,290,2014-04-05,77.117,1593.386,57.086,57.463,135.797,71.983,20.662,27.912,1.5190000000000001,56.498999999999995,1.1079999999999999,195726.473,11.32212137,17287.08484,286.009,16.0889,33.7672,,1.2735,0.1716,16.7104,4.1841,,11.2876,3.6812,5.0518,2.2608,0.63,5.5229,,273,117.165,82.686,72.69,4.301,58.915,76.533,56.499,165.73,273,233.74099999999999,455.135,11.734,286.009,1.1079999999999999,0.267,292.251,286.009,6.242,327.666,284.857,42.81,,,646.0,,,,,,,,,,,
291,291,291,291,291,2014-04-05,77.117,1593.386,57.086,57.463,135.797,71.983,20.662,27.912,1.5190000000000001,56.498999999999995,1.1079999999999999,195726.473,11.32212137,17287.08484,286.009,16.6456,34.1383,,1.3603,0.1554,15.7513,4.0449,,11.0839,3.9996,4.9916,2.3876,0.57,5.4415,,272,117.165,82.686,72.69,4.301,58.915,76.533,56.499,165.73,272,233.74099999999999,455.135,11.734,286.009,1.1079999999999999,0.267,292.251,286.009,6.242,327.666,284.857,42.81,,,630.0,,,,,,,,,,,
292,292,292,292,292,2014-04-05,77.117,1593.386,57.086,57.463,135.797,71.983,20.662,27.912,1.5190000000000001,56.498999999999995,1.1079999999999999,195726.473,11.32212137,17287.08484,286.009,16.6456,34.1383,,1.3603,0.1554,15.7513,4.0449,,11.0839,3.9996,4.9916,2.3876,0.57,5.4415,,273,117.165,82.686,72.69,4.301,58.915,76.533,56.499,165.73,273,233.74099999999999,455.135,11.734,286.009,1.1079999999999999,0.267,292.251,286.009,6.242,327.666,284.857,42.81,,,646.0,,,,,,,,,,,
