Date,DeC5_I/L_Temp,DeC5_l/L_Flow,DeC5_O/H_Temp.,DeC5_O/H_Press,DeC5_O/H_Flow,C5_BTM_Flow,DeC5_BTM_Flow,DeC5_BTM_Temp
18/6/16,108.31,86.708,75.45,4.299,55.74,74.667,69,165.73
19/6/16,108.59,86.942,75.42,4.3,57.21,74.949,69,165.55
20/6/16,109.2,89.511,75.09,4.3,55.18,74.738,69,166.23
21/6/16,109.31,88.822,75,4.299,55.19,74.631,69,165.99
22/6/16,110.56,90.696,75.39,4.3,54.92,75.104,69,166.45
23/6/16,110.18,89.526,75.63,4.3,55.98,75.055,69,165.83
24/6/16,108.2,90.029,75.76,4.298,55.88,74.406,69,165.26
25/6/16,108.07,89.614,75.41,4.3,55.74,74.488,69,165.15
26/6/16,107.66,89.416,75.74,4.299,56.89,74.687,69,164.96
27/6/16,109.13,89.702,75.99,4.3,55.45,74.741,69,165.5
28/6/16,114.12,90.772,77.16,4.3,58.73,74.585,69,164.89
29/6/16,113.95,90.318,77.67,4.299,58.19,74.951,69,164.69
30/6/16,110.18,89.179,76.78,4.301,55.57,74.732,69,165.01
1/7/16,108.4,87.992,76.76,4.299,54.24,74.328,68.43,165.03
2/7/16,111.45,86.949,75.81,4.3,58.39,73.433,67.99,164.54
3/7/16,110.9,86.336,75.68,4.3,58.81,73.764,68,164.5
4/7/16,110.05,85.627,76.06,4.301,60.52,74.122,68,163.87
5/7/16,109.8,84.344,76.56,4.298,60.49,73.462,67.43,164.25
6/7/16,110.94,84.685,75.25,4.301,62.01,73.452,68,163.84
7/7/16,111.63,85.27,75.04,4.3,61.46,73.769,67.86,163.77
8/7/16,113.03,85.243,75.75,4.299,61.22,74.084,67.5,163.85
9/7/16,116.23,87.279,75.38,4.3,60.85,73.804,67.5,164.25
10/7/16,115.81,87.341,75.01,4.301,58.22,73.678,67.5,164.9
11/7/16,113.02,84.683,76.23,4.301,56.98,74.234,67.83,164.49
12/7/16,111.99,84.229,76.13,4.299,60.36,74.293,68,163.74
13/7/16,111.96,84.333,76.5,4.3,61.48,74.088,68,163.75
14/7/16,112.39,85.352,75.77,4.299,59.46,74.312,68,164.65
15/7/16,113.81,82.737,75.27,4.3,56.14,72.465,64.6,165.59
16/7/16,105.97,72.411,75.52,4.299,50.32,65.167,58.6,165.54
17/7/16,107.77,69.686,74.77,4.301,47.11,63.962,57.29,166.9
18/7/16,113.46,75.438,73.2,4.299,44.06,70.328,64.19,167.83
19/7/16,111.58,75.276,74.54,4.302,49.17,73.667,66.96,166.77
20/7/16,111.87,74.844,73.86,4.3,46.27,73.754,67,167.46
21/7/16,112.04,73.072,74.12,4.3,46.58,74.282,67,167.62
22/7/16,112.87,72.826,74.33,4.299,45.97,74.243,67,166.65
23/7/16,112.83,73.246,73.7,4.3,38.29,73.784,67,165.82
24/7/16,113.06,74.09,73.61,4.298,37.16,73.754,67,165.24
25/7/16,115.24,75.2,72.74,4.3,36.4,73.742,67,165.63
26/7/16,113.6,76.254,73.61,4.301,35.39,73.718,67,164.9
27/7/16,112.9,76.59,74.61,4.299,34.95,73.515,67,164.82
28/7/16,113.45,77.284,74.65,4.299,35.57,73.39,67,165.1
29/7/16,111.81,76.688,74.61,4.298,35.46,72.853,66.59,165.27
30/7/16,113.25,77.277,74.41,4.3,35.27,73.171,67,166.07
31/7/16,114.42,77.07,74.25,4.3,33.87,73.753,67,166.63
1/8/16,113.96,76.279,74.35,4.299,34.27,73.44,67,166.02
2/8/16,113.77,76.419,74.79,4.298,34.02,73.452,67,166.44
3/8/16,114.56,76.879,74.16,4.3,33.72,73.83,67,166.77
4/8/16,114.43,77.103,74.29,4.299,33.66,73.97,67,167.06
5/8/16,115.08,77.537,74.21,4.3,35.12,73.872,67,166.98
6/8/16,114.95,77.605,74.14,4.301,35.98,73.846,67,166.61
7/8/16,114.66,78.36,73.7,4.301,36.21,73.832,67,166.69
8/8/16,114.83,79.08,74.02,4.301,36.62,73.597,67,166.76
9/8/16,114.59,77.814,74.42,4.3,37.38,72.686,65.46,166.36
10/8/16,114.13,76.073,74.82,4.299,38.98,70.595,63.18,165.52
11/8/16,114.12,75.708,74.83,4.301,42.92,70.499,62.44,164.52
12/8/16,112.42,67.647,75.04,4.297,57.94,64.464,54.26,165.12
13/8/16,57.88,14.801,52.31,1.642,50.13,42.911,0.01,110.87
14/8/16,33.31,34.454,31.25,0.769,66.16,41.625,0,94.86
15/8/16,29.74,34.217,28.48,0.799,66.27,38.633,0,90.52
16/8/16,28.56,33.821,30.09,0.936,61.29,39.265,0,81.43
17/8/16,28.71,32.559,30.09,1.094,49.97,39.423,0,74.15
18/8/16,28.8,32.422,30.18,1.26,49.91,39.966,0,72.27
19/8/16,28.93,32.28,30.68,1.37,49.9,39.647,0,81.79
20/8/16,53.5,36.084,52.34,2.604,39.61,40.11,0,123.31
21/8/16,82.51,48.328,75.42,4.3,42.19,41.926,10.39,168.33
22/8/16,92.37,72.454,76.06,4.301,48.76,62.48,58.68,168.49
23/8/16,97.44,82.689,75.75,4.301,47.63,69.316,66.5,167.98
24/8/16,99.87,81.188,75.18,4.301,56.88,69.564,66.5,167.96
25/8/16,100.78,80.599,74.81,4.3,63.21,69.405,66.5,167.63
26/8/16,102.43,80.435,74.91,4.302,46.85,68.81,66.49,167.55
27/8/16,102.96,80.99,74.84,4.301,43.22,69.078,66.5,168.23
28/8/16,103.72,84.407,74.73,4.299,52.35,68.84,66.5,168.27
29/8/16,102.48,84.676,74.28,4.3,46.1,68.93,66.5,168.51
30/8/16,103.33,85.112,74.16,4.299,47.74,68.719,66.5,168.99
31/8/16,102.27,86.929,75,4.299,58.13,68.443,66.5,168.48
1/9/16,101.78,86.557,75.86,4.3,58.51,69.008,66.5,168.6
2/9/16,102.31,86.259,76.45,4.299,41.1,69.482,66.5,168.41
3/9/16,102.74,86.472,75.42,4.301,49.94,69.036,66.5,168.23
4/9/16,103.24,85.857,75.71,4.302,41.63,69.282,66.5,168.13
5/9/16,103.98,85.676,75.56,4.299,43.17,69.235,66.5,167.92
6/9/16,104.33,85.796,75.07,4.3,45.19,68.774,66.5,167.75
7/9/16,105.15,86.025,75.03,4.301,47.81,68.7,66.5,167.53
8/9/16,105.59,86.859,75.05,4.3,47.74,68.885,66.5,167.71
9/9/16,105.69,86.61,75.06,4.299,48.93,68.877,66.5,167.58
10/9/16,105.55,86.595,75.53,4.3,49.84,68.895,66.5,167.53
11/9/16,106.25,86.6,75.36,4.301,51.07,68.848,66.5,167.52
12/9/16,107.48,85.914,74.97,4.299,50.27,69.148,66.5,168.54
13/9/16,106.67,82.009,74.94,4.3,46.39,69.217,66.5,169.06
14/9/16,106.62,79.405,74.35,4.3,46.99,68.884,66.5,169.67
15/9/16,106.76,78.931,74.6,4.301,48.5,68.775,66.5,169.26
16/9/16,107.29,78.642,74.69,4.299,48.65,68.754,66.5,169.48
17/9/16,106.51,78.446,74.4,4.301,48.66,68.711,66.5,169.53
18/9/16,108.19,77.794,73.56,4.301,43.99,69.252,66.5,171.12
19/9/16,107.82,76.804,73.01,4.3,53.86,69.046,66.5,170.42
20/9/16,108.39,78.395,73.39,4.3,52.33,68.669,66.5,170.08
21/9/16,108.59,81.738,73.74,4.3,44.97,68.859,66.5,169.26
22/9/16,109.04,83.552,73.06,4.3,49.76,68.722,66.5,170.1
23/9/16,107.36,85.301,74.04,4.3,44.55,68.517,66.5,168.98
24/9/16,108.42,85.244,73.85,4.3,48.18,68.55,66.5,168.67
25/9/16,108.87,85.522,74.44,4.3,44.48,68.893,66.5,168.41
26/9/16,109.02,84.63,75.15,4.301,51.65,69.314,66.5,167.51
27/9/16,108.68,84.58,74.97,4.3,56.78,68.568,66.5,166.3
28/9/16,108.95,88.289,74.88,4.301,49.36,68.778,66.73,166.9
29/9/16,108.71,89.327,75.29,4.3,45.48,69.53,67.27,166.64
30/9/16,108.79,90.28,74.91,4.3,48.14,69.337,67.5,166.68
1/10/16,108.22,89.733,74.82,4.3,49.96,69.509,67.5,166.05
2/10/16,107.06,89.707,74.16,4.302,49.86,69.353,67.5,165.56
3/10/16,107.56,89.736,75.53,4.299,50.43,69.594,67.5,165.57
4/10/16,107.32,89.583,75.61,4.3,51.46,70.181,67.5,165.62
5/10/16,107.07,89.352,75.42,4.301,52.45,69.604,67.5,165.21
6/10/16,106.2,88.808,75.45,4.301,52.7,69.254,67.5,164.81
7/10/16,105.72,89.255,75.06,4.301,52.84,69.454,67.5,164.97
8/10/16,105.36,89.841,75.86,4.302,54.44,69.121,67.5,165.12
9/10/16,104.47,89.399,75.01,4.301,54.75,68.901,67.5,165.2
10/10/16,104.74,89.359,75.13,4.3,55.19,68.962,67.5,165.2
11/10/16,105.11,89.424,74.84,4.302,54.83,69.126,67.5,165.4
12/10/16,105.26,89.329,75.31,4.301,54.57,69.252,67.5,165.67
13/10/16,105.24,88.954,74.75,4.299,54.91,69.138,67.5,166.1
14/10/16,105.05,88.358,74.14,4.3,54.7,69.229,67.37,166.32
15/10/16,105.09,87.745,75.27,4.302,56.26,69.133,66.75,165.98
16/10/16,104.87,87.175,75.79,4.297,55.94,68.531,66.5,165.9
17/10/16,105.42,87.63,75.82,4.301,57.31,68.464,66.5,165.85
18/10/16,105.38,87.903,75.75,4.301,58.26,68.331,66.5,165.82
19/10/16,105.55,88.681,75.69,4.3,58.11,68.269,66.5,166.08
20/10/16,105.58,89.457,75.92,4.3,58.13,68.489,66.5,166.09
21/10/16,104.62,89.263,76.04,4.301,56.46,68.678,66.5,165.99
22/10/16,104.24,89.092,76.05,4.3,56.27,68.574,66.5,165.78
23/10/16,104.04,88.705,75.98,4.301,56.56,68.377,66.5,165.28
24/10/16,104.69,87.476,75.5,4.299,56.13,68.202,66.5,165.56
25/10/16,104.74,87.001,75.61,4.299,52.16,68.195,66.5,166.8
26/10/16,104.54,87.486,75.7,4.3,53.22,68.333,66.5,166.59
27/10/16,103.96,86.959,75.75,4.298,50.99,68.342,66.5,167.15
28/10/16,103.95,85.937,75.75,4.301,53.81,68.317,66.5,166.59
29/10/16,103.11,84.668,75.6,4.301,54.06,67.947,66.5,166.6
30/10/16,103.01,84.792,75.32,4.3,52.77,67.974,66.5,167.17
31/10/16,102.44,85.337,75.52,4.302,48.92,68.097,66.61,168.28
1/11/16,102.28,85.616,75.21,4.301,46.64,68.421,67,168.77
2/11/16,102.45,85.723,75.25,4.301,47.43,68.506,67,168.43
3/11/16,103.33,86.945,75.55,4.3,49.69,68.923,67.29,167.81
4/11/16,103.52,88.024,75.93,4.3,52.17,69.232,67.5,167.07
5/11/16,104.19,88.909,75.98,4.3,53.92,69.434,67.5,166.6
6/11/16,104.07,89.247,75.88,4.3,53.68,69.632,67.5,166.45
7/11/16,103.88,90.171,75.96,4.301,52.21,69.257,67.5,166.74
8/11/16,102.91,90.259,75.81,4.298,49.79,68.633,67.21,166.94
9/11/16,102.45,90.517,75.61,4.3,49.35,68.464,67,166.75
10/11/16,102.73,91.922,75.59,4.3,49.4,68.566,67,166.64
11/11/16,103.86,93.027,75.85,4.301,50.87,68.726,67,166.11
12/11/16,103.72,93.347,76.03,4.299,53.13,68.841,67,165.46
13/11/16,104.59,93.373,76.21,4.3,54.11,69.355,67,165.3
14/11/16,104.05,93.157,76.05,4.301,53.38,68.879,67,164.95
15/11/16,102.16,91.008,76.09,4.299,51.13,68.248,66.72,164.41
16/11/16,101.7,90.704,75.42,4.3,45.51,68.045,66.5,165.56
17/11/16,102.1,90.366,75.84,4.3,42.88,68.24,66.5,166.03
18/11/16,102.11,89.396,75.87,4.299,40.83,68.219,66.5,166.19
19/11/16,103.42,88.091,76.19,4.301,41.54,68.307,66.5,165.96
20/11/16,103.4,86.579,76.11,4.301,41.92,68.193,66.5,165.6
21/11/16,103.03,86.444,76.12,4.299,41.22,68.244,66.5,165.61
22/11/16,101.87,86.228,75.84,4.301,38.51,67.95,66.5,165.89
23/11/16,101.52,86.619,75.81,4.3,37.2,67.984,66.5,165.76
24/11/16,102,87.155,75.79,4.3,37.2,67.988,66.5,165.66
25/11/16,102.21,88.32,75.65,4.298,49.04,68.081,66.5,165.68
26/11/16,102.59,89.256,75.83,4.299,58.8,68.135,66.5,165.79
27/11/16,102,89.14,76.01,4.299,59.12,68.318,66.5,165.77
28/11/16,100.27,87.593,76.25,4.299,58.7,68.247,66.5,165.49
29/11/16,99.58,89.34,76.31,4.3,58.62,68.291,66.5,165.41
30/11/16,99.57,88.826,76.29,4.3,59.3,68.374,66.5,165.18
1/12/16,99.32,88.863,76.47,4.3,60.11,68.664,66.82,165.05
2/12/16,99.03,89.381,76.3,4.299,60.13,68.984,67.27,165.07
3/12/16,101.39,90.755,76.09,4.299,60.38,69.045,67.25,165.4
4/12/16,100.15,90.112,76.43,4.3,59.44,68.859,67,165.54
5/12/16,98.35,88.75,76.59,4.3,58.9,68.912,67,165.11
6/12/16,95.41,87.408,76.25,4.3,58.2,68.708,67,164.69
7/12/16,97.94,88.228,76.16,4.3,59.62,68.887,67,164.59
8/12/16,97.67,88.941,76.38,4.299,60.21,68.822,67,164.31
9/12/16,96.65,88.341,76.45,4.3,59.15,68.792,67,164.13
10/12/16,94.4,85.684,76.27,4.3,57.62,68.761,67,164.13
11/12/16,94.35,86.298,76.18,4.301,57.57,68.804,67,164.25
12/12/16,93.85,85.789,76.27,4.3,57.02,68.973,67,164.21
13/12/16,94.44,84.852,76.2,4.301,57.98,68.855,67,163.79
14/12/16,94.61,84.485,75.89,4.301,59.24,68.484,66.71,163.3
15/12/16,95.31,83.736,75.95,4.301,58.3,66.861,65.15,164.23
16/12/16,96.32,83.473,75.89,4.301,60.19,66.259,64.5,163.87
17/12/16,100.4,82.139,75.53,4.3,59.57,66.678,64.5,164.51
18/12/16,102.36,79.67,74.27,4.299,59.16,66.806,64.5,164.04
19/12/16,102.81,80.22,74.51,4.299,59.43,66.752,64.5,163.88
20/12/16,101.16,80.759,74.79,4.3,59.21,65.851,63.47,163.72
21/12/16,40.5,33.147,20.24,3.443,17.01,28.494,0.09,103.14
22/12/16,12.54,30.346,8.26,2.94,9.98,23.845,0,96.54
23/12/16,5.46,28.501,1.7,2.522,10.52,18.808,0,94.74
24/12/16,2.9,42.968,0.6,2.198,8.28,19.264,0,95.49
25/12/16,2.56,88.948,3.46,2.152,14.29,22.29,0,89.22
26/12/16,37.38,55.621,42.29,3.015,23.09,23.644,0,120.9
27/12/16,81,48.556,72.63,4.3,40.84,25.027,8.14,162.72
28/12/16,88.74,63.998,71.14,4.3,42.97,62.156,56.69,163.79
29/12/16,90.18,74.448,70.86,4.3,41.89,71.639,66.71,163.96
30/12/16,90.45,76.248,72.46,4.3,42.49,71.975,67,163.8
31/12/16,93.92,78.843,72.36,4.301,42.62,72.045,67,163.84
1/1/17,96.03,80.727,72.43,4.299,43.17,72.055,67,163.91
2/1/17,98.08,82.408,72.39,4.3,43.43,72.039,67,163.94
3/1/17,99.84,83.642,72.37,4.301,44.31,71.966,67,164.1
4/1/17,100.17,84.515,72.54,4.3,43.23,72.108,67,164.34
5/1/17,100.36,85.124,72.91,4.302,41.61,72.305,67,164.5
6/1/17,101.41,85.664,72.83,4.299,41.97,72.221,67,164.39
7/1/17,101.59,85.853,72.62,4.298,51.1,72.112,67,164.2
8/1/17,102.21,86.353,72.69,4.297,50.34,72.261,67,164.58
9/1/17,100.66,84.07,72.08,4.302,49.04,71.997,67,164.74
10/1/17,99.77,76.471,70.06,4.301,48.39,72.011,67,164.36
11/1/17,100.17,75.859,69.93,4.3,47.85,72.037,67,164.23
12/1/17,100.03,75.538,69.85,4.299,47.59,71.983,67,164.13
13/1/17,100.36,75.29,70.23,4.3,48.22,71.973,67,163.91
14/1/17,97.79,74.657,70.29,4.301,47.98,71.998,67,163.36
15/1/17,98.53,75.123,70.69,4.3,46.69,72.02,67,163.95
16/1/17,100.08,75.937,70.86,4.299,46.57,71.976,67,164.47
17/1/17,101.37,74.317,70.81,4.299,47,72.063,67,164.58
18/1/17,99.73,73.683,70.03,4.299,48.5,72.105,67,163.84
19/1/17,100.11,80.244,72.53,4.3,47.52,72.052,67,164.47
20/1/17,99.14,82.127,73.01,4.301,45.71,72.257,67.26,164.91
21/1/17,99.41,83.016,73.12,4.3,44.76,72.462,67.5,165.34
22/1/17,98.03,83.286,73.02,4.301,43.07,72.37,67.5,165.88
23/1/17,98.15,83.109,72.82,4.3,43.15,72.367,67.5,165.95
24/1/17,98.5,82.549,72.58,4.301,43.42,72.359,67.5,166.05
25/1/17,98.92,82.362,72.44,4.301,43.44,72.465,67.5,166.07
26/1/17,99.68,82.694,72.81,4.302,43.74,72.657,67.5,165.8
27/1/17,100.06,83.707,72.62,4.301,44.43,72.589,67.5,165.51
28/1/17,101.74,85.317,72.96,4.301,47.66,72.725,67.5,164.67
29/1/17,102.94,85.6,73.11,4.302,48.02,72.598,67.5,165.15
30/1/17,100.7,80.316,72.36,4.299,45.63,72.554,67.5,165.82
31/1/17,100.76,80.36,72.22,4.3,49.38,72.565,67.5,164.19
1/2/17,99.3,74.503,69.95,4.3,50.02,72.587,67.5,163.57
2/2/17,100.21,74.603,69.09,4.301,50.77,72.558,67.5,163.32
3/2/17,101.01,74.631,69.21,4.299,47.66,72.554,67.5,164.22
4/2/17,99.83,73.446,69.55,4.3,44.51,72.802,67.5,164.18
5/2/17,100.54,73.866,69.38,4.301,44.09,72.592,67.5,164.03
6/2/17,100.5,74.818,69.75,4.3,44.27,72.455,67.5,163.21
7/2/17,101.3,76.063,70.24,4.301,43.34,72.484,67.5,163.23
8/2/17,101.04,76.573,70.48,4.301,41.19,72.479,67.5,163.6
9/2/17,98.6,77.774,71.22,4.3,40.48,72.467,67.5,163.53
10/2/17,98.78,81.467,72.38,4.299,40.99,72.514,67.5,163.75
11/2/17,100.3,83.199,72.52,4.3,41.29,72.503,67.5,164.1
12/2/17,102.51,84.875,72.3,4.3,42.64,72.498,67.5,164.18
13/2/17,104.24,84.965,72.59,4.3,43.1,72.591,67.5,164.43
14/2/17,103.54,82.649,72.03,4.302,40.69,72.439,67.5,165.3
15/2/17,103.21,79.22,71.57,4.299,39.44,72.492,67.5,165.86
16/2/17,100.24,72.162,67.68,4.3,36.59,72.803,67.5,166.35
17/2/17,97.58,71.957,66.5,4.3,37.09,72.577,67.5,165.79
18/2/17,98.56,73.211,67.25,4.3,38.41,72.503,67.5,165.18
19/2/17,100.06,74.524,67.93,4.298,39.68,72.55,67.5,164.31
20/2/17,97.57,75.571,67.94,4.301,38.68,72.548,67.5,163.98
21/2/17,99.18,77.119,67.72,4.301,40.13,72.482,67.5,163.54
22/2/17,99.84,79.425,69.18,4.301,40.39,72.541,67.5,163.29
23/2/17,98.56,79.856,69.45,4.3,38.69,72.396,67.5,163.85
24/2/17,99.28,80.538,69.83,4.298,37.86,72.379,67.5,164.49
25/2/17,102.57,82.185,70.18,4.299,40.42,72.473,67.5,163.76
26/2/17,101.4,81.562,70.22,4.3,44.19,72.538,67.5,164.93
27/2/17,102.58,81.168,70.23,4.3,45.47,72.526,67.5,165
28/2/17,102.59,80.65,70.51,4.301,43.27,72.672,67.5,165.58
1/3/17,102.2,79.833,70.14,4.299,42,72.704,67.5,166.01
2/3/17,99.88,77.946,69.5,4.304,40.74,71.744,66.8,165.71
3/3/17,100.66,78.666,69.5,4.301,43.29,72.477,67.5,165.41
4/3/17,100.23,78.669,69.07,4.299,43.81,72.512,67.5,165.37
5/3/17,99.77,78.85,68.89,4.3,43.29,72.649,67.5,165.23
6/3/17,99.01,80.084,69.43,4.301,42.51,72.492,67.5,165.21
7/3/17,99.5,79.674,70.51,4.301,43.86,72.507,67.5,165.36
8/3/17,101.08,77.306,70.87,4.301,47.46,72.515,67.5,165.82
9/3/17,102.33,78.928,71.38,4.3,48.06,72.538,67.5,165.98
10/3/17,103.25,80.53,71.48,4.302,48.79,72.476,67.5,166.08
11/3/17,104.11,82.201,71.71,4.3,50.76,72.543,67.5,165.66
12/3/17,102.46,74.045,69.29,4.3,45.6,72.603,67.5,165.18
13/3/17,100.69,70.399,67.07,4.299,41.29,72.486,67.5,166.09
14/3/17,103.43,75.198,67.39,4.3,43.69,72.612,67.5,165.04
15/3/17,106.2,77.56,68.35,4.3,44.05,72.534,67.5,163.34
16/3/17,106.14,78.817,69.18,4.3,41.45,72.566,67.5,163.45
17/3/17,106.36,74.961,67.78,4.3,39.55,72.456,67.25,165.22
18/3/17,105.37,74.075,67.18,4.301,40.78,72.788,67.5,165.18
19/3/17,104.53,74.496,67.29,4.301,41.79,72.834,67.5,164.69
20/3/17,105.45,75.221,67.63,4.301,41.71,72.623,67.5,164.61
21/3/17,105.24,75.273,67.67,4.301,40.09,72.529,67.5,164.96
22/3/17,105.86,75.382,67.68,4.301,40.38,72.477,67.5,164.85
23/3/17,106.6,77.345,68.49,4.3,41.92,72.564,67.5,164.08
24/3/17,105.91,79.092,69.89,4.302,41.33,72.609,67.5,163.8
25/3/17,106.67,79.457,70.22,4.3,39.72,72.378,67.5,164.4
26/3/17,106.38,79.049,70.18,4.3,38.05,72.347,67.5,165
27/3/17,106.32,78.429,69.83,4.298,37.61,72.397,67.5,165.2
28/3/17,106.48,78.45,70,4.301,37.93,72.441,67.5,165.32
29/3/17,106.07,78.686,70.19,4.297,37.72,72.707,67.5,165.22
30/3/17,106.6,78.886,70.04,4.3,37.74,72.694,67.5,165.16
31/3/17,107.17,79.221,70.1,4.302,45.86,72.859,67.5,164.98
1/4/17,107.23,79.453,70.06,4.301,44.44,72.659,67.5,164.8
2/4/17,107.94,79.89,70.39,4.301,44.15,72.596,67.5,164.84
3/4/17,108.04,79.458,70.28,4.3,44.26,72.701,67.2,164.69
4/4/17,106.11,79.465,70.37,4.301,44.74,72.623,66.73,164.29
5/4/17,102.6,79.347,70.89,4.302,43.08,72.261,66.5,164.08
6/4/17,102.88,78.986,70.48,4.3,42.94,71.562,66.5,164.02
7/4/17,103.34,79.034,70.65,4.3,42.99,71.838,66.5,164.19
8/4/17,102.39,78.753,70.6,4.3,43.39,71.429,66.5,164
9/4/17,103.43,78.476,70.59,4.3,44.09,72.445,66.5,163.94
10/4/17,103.29,77.999,70.4,4.299,44.02,72.631,66.5,163.83
11/4/17,101.76,76.807,69.94,4.302,44.64,71.766,66.5,163.42
12/4/17,101.15,76.758,70.13,4.299,44.21,71.751,66.5,163.55
13/4/17,100.97,77.059,70.28,4.3,44.05,71.847,66.5,163.54
14/4/17,100.44,76.916,70.09,4.302,43.23,71.956,66.5,163.49
15/4/17,100.94,76.671,69.74,4.302,44.79,72.348,66.5,163.23
16/4/17,100.4,76.225,69.48,4.299,45,71.97,66.5,163.19
17/4/17,99.94,75.819,68.92,4.3,45.81,71.978,66.5,162.86
18/4/17,98.98,75.769,69.1,4.3,44.72,71.662,66.5,163.29
19/4/17,99.45,76.018,69.1,4.3,45.39,71.822,66.5,163.15
20/4/17,100.52,76.202,69.19,4.301,45.92,71.966,66.5,162.93
21/4/17,100.47,76.213,69.06,4.301,45.97,71.742,66.5,162.73
22/4/17,100.56,75.948,69.02,4.301,44.63,72.032,66.5,162.36
23/4/17,100.67,75.692,69.03,4.299,44.19,72.081,66.5,162.14
24/4/17,100.8,75.878,69.08,4.3,44.2,72.281,66.5,161.85
25/4/17,100.95,75.903,69.05,4.3,44.17,72.029,66.5,162.16
26/4/17,100.18,75.33,68.66,4.302,43.76,71.957,66.5,162.42
27/4/17,99.51,74.805,68.43,4.3,43.46,71.726,66.5,162.69
28/4/17,99.16,73.97,67.76,4.301,44.63,71.903,66.5,162.53
29/4/17,99.28,73.597,67.59,4.3,45.49,72.113,66.5,162.72
30/4/17,99.48,73.383,67.81,4.3,45.91,72.429,66.5,162.71
1/5/17,99.42,73.45,67.55,4.301,45.75,72.082,66.5,162.27
2/5/17,100.8,74.038,67.69,4.301,46.11,72.447,66.5,161.92
3/5/17,101.97,74.418,68.08,4.3,46.87,72.441,66.5,161.43
4/5/17,102.86,74.75,68.48,4.302,46.34,72.299,66.5,161.29
5/5/17,103.29,74.881,68.52,4.3,46.13,72.475,66.5,160.96
6/5/17,101.91,74.998,68.55,4.3,44.6,71.836,66.5,160.96
7/5/17,102.16,75.243,68.53,4.302,44.77,71.885,66.5,160.83
8/5/17,102.45,75.416,68.72,4.298,45.04,72.182,66.5,160.6
9/5/17,103.15,75.346,68.72,4.298,44.74,72.137,66.5,160.94
10/5/17,102.95,74.096,67.72,4.299,44.88,71.787,66.5,161.26
11/5/17,103.01,75.113,68.56,4.3,46.16,72.582,66.5,160.65
12/5/17,103.01,74.844,68.79,4.301,46.03,72.305,66.5,160.84
13/5/17,102.92,74.857,68.31,4.301,45.03,71.991,66.5,161.21
14/5/17,102.43,74.849,68.18,4.299,45.31,71.747,66.5,161.41
15/5/17,102.16,74.866,68.5,4.3,45.02,71.733,66.5,161.4
16/5/17,103.2,75.201,68.83,4.298,45.53,71.931,66.5,161.67
17/5/17,104.34,75.551,69.05,4.302,45.48,72.013,66.5,161.85
18/5/17,105.73,75.564,69.17,4.301,45.92,72.647,66.5,161.79
19/5/17,105.93,75.35,68.98,4.302,45.1,72.656,66.5,162.22
20/5/17,105.99,75.376,68.94,4.3,44.88,72.465,66.5,162.31
21/5/17,106.08,75.45,68.95,4.301,45.31,72.656,66.5,162.01
22/5/17,106.25,75.427,68.98,4.3,45.73,72.704,66.5,161.77
23/5/17,106.31,75.472,69.28,4.301,45.42,72.323,66.5,161.77
24/5/17,106.12,75.515,69.4,4.301,46,72.224,66.5,161.41
25/5/17,104.61,75.173,70.1,4.299,45.21,72.066,66.5,161.3
26/5/17,102.8,74.706,70.61,4.299,45.15,71.952,66.5,161.05
27/5/17,102.72,74.624,70.72,4.301,45.56,72.029,66.5,160.82
28/5/17,104.79,75.108,70.81,4.299,46.55,72.513,66.5,160.45
29/5/17,105.98,75.939,72.04,4.301,48.41,72.677,66.5,160.04
30/5/17,107.9,76.67,72.89,4.3,49.58,73.082,66.5,159.62
31/5/17,109.24,77.925,73.09,4.3,50.76,72.509,66.5,159.62
1/6/17,108.74,79.907,73.25,4.299,50.36,72.313,66.5,159.66
2/6/17,108.81,80.339,73.37,4.298,50.58,72.335,66.5,159.91
3/6/17,108.7,79.514,73.68,4.302,51.14,71.173,65.53,160.04
4/6/17,109.9,79.041,73.57,4.3,51.99,70.399,64.26,160.13
5/6/17,109.05,77.203,73.73,4.301,51.14,69.577,62.84,160.29
6/6/17,105.31,69.9,73.22,4.3,50.2,64.891,57.16,159.63
7/6/17,103.27,67.334,73.35,4.3,50.39,61.563,54.48,159.31
8/6/17,45.87,29.821,28.22,2.031,3.25,35.859,0.72,85.85
9/6/17,25.45,56.568,28.47,1.218,0.75,36.565,0,71.36
10/6/17,22.39,76.499,24.74,1.193,0,36.12,0,65.21
11/6/17,20.97,74.74,23.92,2.605,0,34.288,0,57.49
12/6/17,21.82,69.44,24.11,3.38,0,36.096,0,46.41
13/6/17,21.25,69.766,21.52,1.722,0,33.942,0,38.6
14/6/17,20.48,69.702,20.33,2.213,0,32.626,0,36.6
15/6/17,44.14,37.464,39.28,2.864,5.88,35.415,0,72.38
16/6/17,90.81,50.256,73.45,4.299,42.51,53.893,34.37,160.51
17/6/17,97.45,70.257,71.94,4.3,46.86,71.708,66.06,161.36
18/6/17,96.29,70.711,71.45,4.3,48,71.928,66.5,161.39
19/6/17,97.34,70.823,71.29,4.3,48.14,72.331,66.78,161.36
20/6/17,96.99,71.574,70.77,4.301,47.23,73.114,67.33,161.51
21/6/17,99.31,76.708,70.81,4.301,46.6,72.976,67.5,162.19
22/6/17,100.94,77.697,71.97,4.301,46.68,73.101,67.5,162.66
23/6/17,101.99,78.709,72.53,4.301,46.41,73.068,67.5,163.15
