Date,DeC5_I/L_Temp,DeC5_l/L_Flow,DeC5_O/H_Temp.,DeC5_O/H_Press,DeC5_O/H_Flow,C5_BTM_Flow,DeC5_BTM_Flow,DeC5_BTM_Temp
24/6/17,102.52,79.614,71.77,4.299,46.71,72.972,67.5,163.41
25/6/17,103,79.599,72.09,4.301,48.19,73.153,67.5,163.19
26/6/17,102.5,77.878,73.48,4.299,47.66,73.034,67.26,163.37
27/6/17,101.88,76.865,74.99,4.3,47.56,72.95,67.5,163.91
28/6/17,102.15,75.254,74.95,4.301,48.71,73.145,67.5,163.09
29/6/17,102.78,75.386,75.18,4.301,48.96,73.224,67.5,163.23
30/6/17,103.76,75.027,75.49,4.299,45.56,73.208,67.5,163.92
1/7/17,104.43,78.406,76.14,4.298,45.16,73.204,67.5,164.38
2/7/17,105.11,81.087,76.91,4.299,46.39,73.3,67.5,163.99
3/7/17,104.93,81.753,76.78,4.3,47.7,73.072,67.29,163.7
4/7/17,106.01,79.601,76.13,4.299,47.54,72.607,66.71,163.87
5/7/17,107.44,81.912,76.31,4.3,49.78,73.129,67,164.23
6/7/17,106.97,81.029,77.12,4.299,50.35,73.229,67,164.02
