Date,C5 wt%,Benzene wt%,Bromine Number g/100g,C4 wt%,Styrene wt%,Toluene wt%,Xylenes wt%,C6~C9 NA wt%,C10+ NA wt%,C9 Aro wt%,C10 Aro wt%,DV g/100g,EB wt%
7/4/17,0.4607,42.0538,258,0.0012,0.0067,15.3557,3.4181,12.5531,5.8873,8.2316,4.3998,,7.632
10/4/17,0.4484,43.0845,300,0.0014,0.0074,15.2506,3.3988,12.7164,5.4113,8.1303,4.0759,,7.475
10/4/17,0.4332,42.6713,283,0.0012,0.0067,15.2308,3.4053,12.5388,5.5664,8.3231,4.2649,,7.5583
12/4/17,0.7732,42.6643,291,0.0016,0.0074,14.9151,3.4869,13.0503,5.3641,8.1422,4.2383,,7.3566
14/4/17,0.7143,42.3316,298,0.0005,0.0055,14.5615,3.4305,13.0593,5.3776,8.5995,4.4612,,7.4585
17/4/17,1.3905,40.4321,290,0.0005,0.008,15.1807,3.8998,12.5475,5.5094,8.8089,4.6924,,7.5302
19/4/17,1.1425,41.2474,318,0.0005,0.0079,15.152,3.7798,12.8729,5.5271,8.3791,4.4059,,7.4849
21/4/17,1.0402,42.1842,330,0.0005,0.0068,14.9971,3.611,12.9732,5.3746,8.1129,4.2688,,7.4307
24/4/17,1.4056,42.5758,338,0.0006,0.0078,14.8035,3.6915,12.76,5.2655,8.0701,3.9074,,7.5122
26/4/17,1.6681,40.5896,338,0.0007,0.0069,16.1813,4.1363,12.3848,4.8442,8.4854,3.8478,,7.8549
28/4/17,2.2689,38.4601,336,0.0009,0.0061,17.079,4.5317,11.2938,5.1518,8.9285,4.3701,,7.9091
1/5/17,2.2553,38.4426,317,0.0012,0.0069,16.7665,4.7184,10.6542,5.4656,9.0552,4.7675,,7.8666
3/5/17,1.8603,37.2449,336,0.0007,0.0059,15.1959,4.3708,10.0387,7.2786,10.2337,5.5905,,8.18
5/5/17,2.1872,39.8076,371,0.0004,0.007,14.9532,4.1465,11.0238,5.9736,9.3638,4.598,,7.9389
8/5/17,2.6375,41.2676,390,0.0017,0.0068,14.1858,3.7406,11.8012,5.8052,8.7458,4.276,,7.5318
10/5/17,2.56,39.6796,423,0.0017,0.0068,14.6205,4.0319,11.3219,6.0864,9.3165,4.6613,,7.7134
10/5/17,,,423,,,,,,,,,,
12/5/17,2.7303,40.9504,440,0.0013,0.006,14.9814,3.9849,12.1652,5.1278,8.4728,4.1084,,7.4715
15/5/17,2.3417,39.419,468,0.0007,0.0069,15.0268,3.913,11.9562,6.1378,8.882,4.7583,,7.5576
17/5/17,2.2219,40.7187,500,0.0004,0.0041,14.866,3.6126,12.7814,5.599,8.4729,4.3871,,7.3359
18/5/17,,,507,,,,,,,,,,
19/5/17,1.8807,39.1255,589,0,0.0075,15.2628,3.7461,12.783,6.0348,8.985,4.6658,,7.5088
19/5/17,,,514,,,,,,,,,,
20/5/17,,,511,,,,,,,,,,
21/5/17,,,518,,,,,,,,,,
22/5/17,,,522,,,,,,,,,,
22/5/17,2.1938,39.481,536,0,0.0075,14.856,3.4539,12.7965,6.3739,8.7347,4.7512,,7.3515
24/5/17,2.457,41.2993,520,0,0.0071,14.5133,3.174,12.9846,5.8033,8.1988,4.347,,7.2156
26/5/17,2.4698,41.6156,535,0,0.0077,14.9784,3.3089,13.3235,5.3319,7.6427,4.1902,,7.1313
28/5/17,,,675,,,,,,,,,,
29/5/17,3.0769,42.5002,618,0,0.0077,14.715,3.2294,13.4903,5.1791,6.9085,3.9002,,6.9927
29/5/17,,,590,,,,,,,,,,
29/5/17,2.9084,41.6852,590,0,0.0077,14.7936,3.299,13.1973,5.3522,7.409,4.2185,,7.1291
30/5/17,,,661,,,,,,,,,,
31/5/17,3.6312,40.6307,679,0,0.0076,14.3433,3.2534,12.9615,5.2252,8.0189,4.4917,,7.4365
1/6/17,,,656,,,,,,,,,,
2/6/17,3.8243,39.9912,674,0,0.0075,15.044,3.3824,12.6565,5.5877,7.6823,4.567,,7.2571
3/6/17,,,612,,,,,,,,,,
4/6/17,,,590,,,,,,,,,,
5/6/17,3.5022,39.694,531,0,0.0074,14.9258,3.478,12.5617,5.3686,8.1116,4.7749,,7.5758
6/6/17,,,444,,,,,,,,,,
7/6/17,,,,,,,,,,,,,
7/6/17,,,411,,,,,,,,,,
9/6/17,,,,,,,,,,,,,
12/6/17,,,,,,,,,,,,,
14/6/17,,,,,,,,,,,,,
16/6/17,,,,,,,,,,,,,
16/6/17,,,152,,,,,,,,,,
16/6/17,0.9821,35.7733,,0,0.0087,17.4878,4.847,10.8703,6.1959,8.7714,6.2133,,8.8502
16/6/17,2.738,39.8704,130,0,0.0077,16.2408,3.9978,12.7097,4.9839,7.1003,4.8465,,7.5049
16/6/17,2.7579,40.952,133,0,0.0073,16.3305,3.8001,12.9915,4.7588,6.6693,4.3995,,7.3331
17/6/17,2.0111,46.8519,132,0,0.0056,15.9709,2.845,13.7599,3.3815,5.5778,3.014,,6.5823
17/6/17,2.4053,42.2178,139,0,0.0068,16.3727,3.3728,12.5995,4.6978,6.8535,4.1059,,7.3679
17/6/17,2.5036,41.5506,144,0,0.0067,16.3804,3.3405,12.2278,5.2967,6.9811,4.3564,,7.3562
18/6/17,2.1045,42.9231,150,0,0.0063,16.1612,3.0564,12.3723,5.0718,7.083,4.0809,,7.1405
18/6/17,,,140,,,,,,,,,,
18/6/17,2.764,42.5268,151,0,0.0067,16.3272,3.2521,12.3663,5.2785,6.3872,4.0969,,6.9943
19/6/17,2.6433,42.0271,158,0,0.0067,15.311,3.2261,12.6058,5.1926,7.4928,4.1122,,7.3824
21/6/17,,,130,,,,,,,,,,
21/6/17,1.3684,41.6787,145,0,0.0071,15.7916,3.5071,13.2034,5.5136,7.4107,3.9744,,7.545
23/6/17,0.9906,41.7718,148,0,0.0072,15.9041,3.4562,13.0777,5.7731,7.4198,4.1857,,7.4138
25/6/17,,,155,,,,,,,,,,
26/6/17,0.9897,41.9959,147,0,0.0061,14.5574,3.2983,12.2722,6.3058,8.0971,4.7007,,7.7768
28/6/17,1.1396,44.4095,146,0.0005,0.0045,15.2705,3.1051,12.8947,5.1031,6.8684,3.8832,,7.3209
30/6/17,0.5644,44.1017,157,0.0009,0.0062,15.2902,3.0794,12.1479,6.3781,6.7318,4.5419,,7.1575
3/7/17,0.7463,43.1518,156,0.0027,0.0066,15.2658,3.0958,12.2393,6.3947,7.1842,4.3556,,7.5572
5/7/17,0.8764,41.2981,158,0.0013,0.0071,15.6417,3.5013,13.1017,5.9991,7.4961,4.3178,,7.7594
