Date,C5 wt%,Benzene wt%,Bromine Number g/100g,C4 wt%,Styrene wt%,Toluene wt%,Xylenes wt%,C6~C9 NA wt%,C10+ NA wt%,C9 Aro wt%,C10 Aro wt%,DV g/100g,EB wt%
9/5/14,,,524,,,,,,,,,,
10/5/14,,,446,,,,,,,,,,
11/5/14,,,442,,,,,,,,,,
11/5/14,,,447,,,,,,,,,,
12/5/14,0.6811,42.0578,428,0.0004,0.0083,18.2494,4.2694,14.4462,5.693,4.724,2.9347,,6.9357
12/5/14,,,424,,,,,,,,,,
13/5/14,,,435,,,,,,,,,,
14/5/14,,,416,,,,,,,,,,
14/5/14,0.7118,42.3665,419,0.0004,0.0083,18.1419,3.9391,15.1847,5.7756,4.255,2.6624,,6.9543
15/5/14,,,447,,,,,,,,,,
16/5/14,0.9605,45.1047,412,0,0.0068,17.8291,3.4246,15.2862,6.3218,2.3297,2.0816,,6.655
16/5/14,,,451,,,,,,,,,,
16/5/14,,,397,,,,,,,,,,
17/5/14,,,403,,,,,,,,,,
18/5/14,,,402,,,,,,,,,,
19/5/14,,,,,,,,,,,,,
21/5/14,,,,,,,,,,,,,
23/5/14,,,,,,,,,,,,,
26/5/14,,,,,,,,,,,,,
27/5/14,0.1872,34.8505,204,0.0013,0.0124,20.2676,4.6615,12.6272,6.8402,7.7169,3.7527,,9.0825
27/5/14,0.2842,39.8935,185,0.001,0.0106,18.0119,3.8582,15.7036,7.679,4.0401,2.9997,,7.5182
28/5/14,0.5034,41.0876,133,0.0009,0.0065,18.0678,4.2002,14.4478,5.5782,5.6171,3.1336,,7.3569
28/5/14,0.3207,40.7026,226,0.0017,0.0101,18.0535,3.8157,15.7239,5.2565,5.8971,2.8487,,7.3695
28/5/14,,,160,,,,,,,,,,
30/5/14,0.4958,39.7916,140,0.0009,0.0065,18.2044,4.753,13.307,5.6801,6.2447,3.8312,,7.6848
2/6/14,0.5015,41.8478,158,0.0007,0.0075,20.2718,4.2587,13.1891,6.38,3.1413,2.8456,,7.556
4/6/14,0.5705,40.568,163,0.001,0.008,19.3615,4.3117,12.7036,6.1103,5.2851,3.454,,7.6263
6/6/14,0.5722,40.7956,168,0.0012,0.0079,19.9116,4.1688,12.7388,5.9153,5.0097,3.4614,,7.4175
9/6/14,0.501,40.1507,190,0.0034,0.0071,21.3648,4.27,12.1671,5.2699,5.2857,3.3935,,7.5868
11/6/14,0.4621,38.6596,287,0.0035,0.0074,21.299,4.9225,12.1289,5.0079,5.8906,3.4292,,8.1893
13/6/14,0.4685,36.6605,345,0.0103,0.0074,20.9296,5.8135,11.4578,5.0365,7.1437,3.7177,,8.7545
13/6/14,,,,,,,,,,,,,
16/6/14,0.531,37.8772,330,0.0045,0.0073,20.0368,5.4327,12.3398,7.4542,4.3495,3.7386,,8.2284
18/6/14,0.5449,37.7777,330,0.0031,0.0077,20.6378,5.147,11.7245,8.3163,3.8478,4.0267,,7.9665
20/6/14,0.57,38.1883,411,0.0045,0.0077,20.0701,5.4575,11.4438,5.7344,6.7233,3.7846,,8.0158
23/6/14,0.5226,39.0771,527,0.0038,0.0078,19.5084,5.681,11.3223,5.0691,7.2986,3.4798,,8.0295
25/6/14,0.549,38.6336,546,0.0049,0.008,19.4252,5.7655,11.737,5.1524,6.9713,3.7158,,8.0373
27/6/14,0.5254,37.9847,608,0.0064,0.0082,19.0377,5.8656,11.197,5.0863,8.1192,3.9215,,8.248
30/6/14,0.5134,35.1618,665,0.0062,0.0084,18.7368,6.1862,10.4282,6.7191,8.6972,4.9967,,8.546
1/7/14,,,598,,,,,,,,,,
2/7/14,,,585,,,,,,,,,,
2/7/14,0.5575,37.7222,574,0.0086,0.008,18.9094,5.8769,10.9193,8.198,5.2543,4.2565,,8.2893
2/7/14,,,571,,,,,,,,,,
3/7/14,,,557,,,,,,,,,,
4/7/14,0.551,38.7307,555,0.0062,0.0078,18.7185,5.6376,11.5013,7.9751,4.5861,4.1697,,8.116
4/7/14,,,560,,,,,,,,,,
6/7/14,,,560,,,,,,,,,,
7/7/14,0.6097,39.3583,629,0.0058,0.0078,18.3461,5.2303,11.9413,5.2296,7.3462,3.892,,8.0329
8/7/14,,,633,,,,,,,,,,
8/7/14,,,590,,,,,,,,,,
9/7/14,0.6163,38.9509,601,0.007,0.0079,18.2902,5.2912,11.9356,5.7846,6.9733,4.0176,,8.1254
9/7/14,,,607,,,,,,,,,,
9/7/14,,,604,,,,,,,,,,
10/7/14,,,597,,,,,,,,,,
11/7/14,0.6713,39.3829,580,0.0073,0.0081,18.2027,5.1277,12.2872,5.8648,6.545,3.8605,,8.0425
12/7/14,,,594,,,,,,,,,,
13/7/14,,,563,,,,,,,,,,
14/7/14,0.6909,38.4308,557,0.0087,0.0089,17.7312,4.9611,12.9564,6.6158,6.3417,3.9577,,8.2968
14/7/14,,,552,,,,,,,,,,
15/7/14,,,541,,,,,,,,,,
15/7/14,,,543,,,,,,,,,,
15/7/14,,,542,,,,,,,,,,
16/7/14,0.6875,38.6625,556,0.0112,0.0092,17.6007,4.688,13.0665,6.6498,6.5215,3.911,,8.1921
18/7/14,0.7342,38.7966,535,0.0117,0.009,17.5649,4.7816,12.8811,8.8817,4.2033,4.0285,,8.1074
18/7/14,0.7048,39.1362,,0.0075,0.0091,17.4323,4.9081,13.5151,5.35,6.8808,3.4976,,8.5585
18/7/14,,,545,,,,,,,,,,
21/7/14,0.8017,39.2376,538,0.0101,0.0094,17.8778,4.6888,13.7035,7.9747,3.98,3.5646,,8.1518
21/7/14,,,510,,,,,,,,,,
22/7/14,,,537,,,,,,,,,,
23/7/14,,,534,,,,,,,,,,
23/7/14,0.7163,39.2501,533,0.0112,0.0094,17.8183,4.6524,13.4819,6.2227,6.1267,3.8148,,7.8962
24/7/14,,,542,,,,,,,,,,
24/7/14,,,650,,,,,,,,,,
25/7/14,0.7942,39.1532,592,0.0187,0.0091,17.9072,4.8254,13.6015,5.8078,6.1295,3.6051,,8.1483
25/7/14,,,550,,,,,,,,,,
25/7/14,,,579,,,,,,,,,,
26/7/14,,,575,,,,,,,,,,
27/7/14,,,650,,,,,,,,,,
27/7/14,,,697,,,,,,,,,,
27/7/14,,,669,,,,,,,,,,
27/7/14,,,635,,,,,,,,,,
27/7/14,,,627,,,,,,,,,,
28/7/14,,,620,,,,,,,,,,
28/7/14,0.7665,39.7807,604,0.0258,0.0084,17.6984,4.7648,12.9326,5.3635,6.7493,3.7756,,8.1344
28/7/14,,,622,,,,,,,,,,
28/7/14,,,605,,,,,,,,,,
29/7/14,,,600,,,,,,,,,,
30/7/14,0.6923,36.0103,555,0.0295,0.0093,17.9531,5.4861,12.433,6.8239,7.2817,4.6357,,8.6451
30/7/14,,,578,,,,,,,,,,
30/7/14,,,569,,,,,,,,,,
31/7/14,,,562,,,,,,,,,,
1/8/14,,,573,,,,,,,,,,
1/8/14,0.684,34.918,542,0.0353,0.0089,18.1211,5.7922,11.7714,7.1369,7.8248,4.794,,8.9134
1/8/14,,,601,,,,,,,,,,
1/8/14,,,550,,,,,,,,,,
2/8/14,,,479,,,,,,,,,,
4/8/14,0.6935,38.0602,518,0.0202,0.0081,18.0959,5.1977,13.0659,5.6524,6.8674,3.8771,,8.4616
4/8/14,,,499,,,,,,,,,,
5/8/14,,,540,,,,,,,,,,
6/8/14,0.5616,39.4773,477,0.0016,0.0077,17.6195,4.5618,13.9335,5.248,7.0259,3.4318,,8.1313
8/8/14,,,,,,,,,,,,,
11/8/14,,,,,,,,,,,,,
13/8/14,,,,,,,,,,,,,
14/8/14,,,477,,,,,,,,,,
14/8/14,0.33,40.6084,470,0.0012,0.0098,17.1394,3.9232,14.5819,5.2107,6.534,3.632,,8.0294
14/8/14,,,294,,,,,,,,,,
15/8/14,,,280,,,,,,,,,,
15/8/14,0.6592,35.7439,292,0.0165,0.0094,16.7801,5.1539,12.4055,5.9346,9.1196,4.49,,9.6873
15/8/14,0.6444,40.1006,260,0.005,0.0098,17.0527,4.3087,13.6912,4.8238,7.607,3.4627,,8.2941
15/8/14,,,299,,,,,,,,,,
16/8/14,,,295,,,,,,,,,,
16/8/14,,,308,,,,,,,,,,
16/8/14,,,287,,,,,,,,,,
18/8/14,,,312,,,,,,,,,,
18/8/14,0.7713,39.5439,319,0.008,0.008,16.6097,4.0222,14.0027,5.759,7.2674,3.6426,,8.3652
18/8/14,,,332,,,,,,,,,,
19/8/14,,,350,,,,,,,,,,
19/8/14,,,336,,,,,,,,,,
19/8/14,,,350,,,,,,,,,,
19/8/14,,,370,,,,,,,,,,
19/8/14,,,365,,,,,,,,,,
20/8/14,0.8248,39.6509,420,0.0076,0.0081,16.6561,4.0189,13.6922,6.5952,6.7329,3.6405,,8.1728
20/8/14,,,381,,,,,,,,,,
20/8/14,,,401,,,,,,,,,,
20/8/14,,,412,,,,,,,,,,
21/8/14,,,410,,,,,,,,,,
21/8/14,,,441,,,,,,,,,,
22/8/14,0.84,40.6109,504,0.0137,0.0083,16.9032,4.1051,13.6521,5.6788,6.7479,3.2698,,8.1702
22/8/14,,,440,,,,,,,,,,
22/8/14,,,480,,,,,,,,,,
22/8/14,,,490,,,,,,,,,,
22/8/14,,,477,,,,,,,,,,
22/8/14,,,506,,,,,,,,,,
23/8/14,,,500,,,,,,,,,,
23/8/14,,,511,,,,,,,,,,
23/8/14,,,541,,,,,,,,,,
24/8/14,,,568,,,,,,,,,,
24/8/14,,,550,,,,,,,,,,
24/8/14,,,563,,,,,,,,,,
24/8/14,,,598,,,,,,,,,,
25/8/14,0.8472,40.6466,641,0.0142,0.0087,16.9413,4.3674,13.5665,5.5144,6.7124,3.3267,,8.0546
25/8/14,,,586,,,,,,,,,,
25/8/14,,,602,,,,,,,,,,
26/8/14,,,,,,,,,,,,,
26/8/14,,,636,,,,,,,,,,
26/8/14,,,607,,,,,,,,,,
26/8/14,,,621,,,,,,,,,,
27/8/14,0.7369,39.6778,670,0.017,0.0084,17.6047,4.8101,13.0126,4.9185,7.6439,3.565,,8.0051
27/8/14,,,634,,,,,,,,,,
27/8/14,,,700,,,,,,,,,,
27/8/14,,,670,,,,,,,,,,
28/8/14,,,668,,,,,,,,,,
28/8/14,,,670,,,,,,,,,,
28/8/14,,,717,,,,,,,,,,
29/8/14,,,640,,,,,,,,,,
29/8/14,0.7756,39.9655,770,0.0256,0.0087,17.2049,4.7485,12.7741,5.2787,7.5124,3.5737,,8.1323
29/8/14,,,700,,,,,,,,,,
29/8/14,,,745,,,,,,,,,,
30/8/14,,,795,,,,,,,,,,
30/8/14,,,798,,,,,,,,,,
31/8/14,,,850,,,,,,,,,,
31/8/14,,,860,,,,,,,,,,
31/8/14,,,840,,,,,,,,,,
31/8/14,,,890,,,,,,,,,,
31/8/14,,,891,,,,,,,,,,
1/9/14,0.7323,39.1628,,0.0288,0.0088,17.3775,5.0993,12.0457,4.9592,8.4274,4.018,,8.1402
1/9/14,,,923,,,,,,,,,,
1/9/14,,,920,,,,,,,,,,
1/9/14,,,950,,,,,,,,,,
1/9/14,,,983,,,,,,,,,,
2/9/14,,,896,,,,,,,,,,
2/9/14,,,940,,,,,,,,,,
2/9/14,,,890,,,,,,,,,,
2/9/14,,,890,,,,,,,,,,
2/9/14,,,800,,,,,,,,,,
2/9/14,,,825,,,,,,,,,,
3/9/14,0.6926,38.6181,793,0.0204,0.0092,17.703,5.1194,11.8084,6.0042,7.602,4.2111,,8.2116
3/9/14,,,860,,,,,,,,,,
3/9/14,,,820,,,,,,,,,,
4/9/14,,,840,,,,,,,,,,
4/9/14,,,833,,,,,,,,,,
4/9/14,,,840,,,,,,,,,,
4/9/14,,,841,,,,,,,,,,
5/9/14,0.6058,39.0063,824,0.0202,0.0086,18.1436,5.3192,12.1287,4.9418,7.6401,3.7501,,8.4356
5/9/14,,,815,,,,,,,,,,
5/9/14,,,798,,,,,,,,,,
6/9/14,,,800,,,,,,,,,,
6/9/14,,,780,,,,,,,,,,
6/9/14,,,759,,,,,,,,,,
7/9/14,,,760,,,,,,,,,,
7/9/14,,,720,,,,,,,,,,
7/9/14,,,763,,,,,,,,,,
8/9/14,0.5693,38.885,821,0.0196,0.0084,18.1972,5.2683,11.5741,4.9245,8.2603,3.9357,,8.3576
8/9/14,,,780,,,,,,,,,,
8/9/14,,,779,,,,,,,,,,
9/9/14,,,820,,,,,,,,,,
9/9/14,,,820,,,,,,,,,,
9/9/14,,,793,,,,,,,,,,
9/9/14,,,799,,,,,,,,,,
10/9/14,0.588,38.3026,808,0.0206,0.0085,17.9599,5.3161,13.1462,3.5243,8.1556,4.4206,,8.5576
10/9/14,,,829,,,,,,,,,,
10/9/14,,,827,,,,,,,,,,
10/9/14,,,841,,,,,,,,,,
11/9/14,,,765,,,,,,,,,,
11/9/14,,,765,,,,,,,,,,
11/9/14,,,735,,,,,,,,,,
11/9/14,,,732,,,,,,,,,,
12/9/14,0.5667,38.3048,690,0.0144,0.0085,17.8721,5.167,11.9032,5.1436,8.2479,4.2772,,8.4946
12/9/14,,,703,,,,,,,,,,
13/9/14,,,695,,,,,,,,,,
13/9/14,,,738,,,,,,,,,,
13/9/14,,,730,,,,,,,,,,
14/9/14,,,720,,,,,,,,,,
15/9/14,0.4996,38.8346,795,0.0105,0.008,18.6584,4.6628,12.2126,4.6946,8.2096,4.0654,,8.1439
15/9/14,,,772,,,,,,,,,,
16/9/14,,,793,,,,,,,,,,
16/9/14,,,854,,,,,,,,,,
17/9/14,,,828,,,,,,,,,,
17/9/14,0.4959,36.0747,954,0.0124,0.0078,19.199,5.1536,11.1094,4.9485,8.8865,5.235,,8.8772
17/9/14,,,882,,,,,,,,,,
17/9/14,,,915,,,,,,,,,,
18/9/14,,,893,,,,,,,,,,
18/9/14,,,757,,,,,,,,,,
18/9/14,,,770,,,,,,,,,,
18/9/14,,,740,,,,,,,,,,
18/9/14,,,759,,,,,,,,,,
19/9/14,0.5664,35.1951,,0.0218,0.0074,19.6334,5.2969,10.9951,4.9495,9.2752,5.0812,,8.978
19/9/14,,,720,,,,,,,,,,
19/9/14,,,,,,,,,,,,,
19/9/14,,,876,,,,,,,,,,
19/9/14,,,860,,,,,,,,,,
19/9/14,,,1000,,,,,,,,,,
20/9/14,,,959,,,,,,,,,,
20/9/14,,,983,,,,,,,,,,
20/9/14,,,1000,,,,,,,,,,
20/9/14,,,923,,,,,,,,,,
21/9/14,,,837,,,,,,,,,,
21/9/14,,,831,,,,,,,,,,
21/9/14,,,906,,,,,,,,,,
22/9/14,,,850,,,,,,,,,,
22/9/14,,,828,,,,,,,,,,
23/9/14,,,870,,,,,,,,,,
23/9/14,,,742,,,,,,,,,,
23/9/14,,,752,,,,,,,,,,
24/9/14,0.572,41.0413,745,0.0169,0.0069,20.2866,4.789,11.3285,4.0318,6.5411,3.3592,,8.0267
24/9/14,,,700,,,,,,,,,,
24/9/14,,,709,,,,,,,,,,
25/9/14,,,760,,,,,,,,,,
26/9/14,0.499,45.9407,686,0.0163,0.0068,16.9397,4.2006,10.2983,3.9303,6.7702,3.3473,,8.0508
25/9/14,,,694,,,,,,,,,,
26/9/14,,,670,,,,,,,,,,
26/9/14,,,675,,,,,,,,,,
27/9/14,,,676,,,,,,,,,,
27/9/14,,,702,,,,,,,,,,
27/9/14,,,719,,,,,,,,,,
28/9/14,,,672,,,,,,,,,,
28/9/14,,,684,,,,,,,,,,
28/9/14,,,680,,,,,,,,,,
29/9/14,0.506,43.3574,690,0.0084,0.0071,18.5494,4.3982,10.7766,4.1844,6.7652,3.3409,,8.1064
29/9/14,,,676,,,,,,,,,,
29/9/14,,,702,,,,,,,,,,
30/9/14,,,697,,,,,,,,,,
30/9/14,,,695,,,,,,,,,,
30/9/14,,,700,,,,,,,,,,
1/10/14,0.5274,42.3128,735,0.0109,0.0072,18.831,4.4322,11.4007,4.1148,6.957,3.3982,,8.0078
1/10/14,,,694,,,,,,,,,,
2/10/14,,,696,,,,,,,,,,
2/10/14,,,720,,,,,,,,,,
3/10/14,0.4837,40.6449,715,0.0086,0.0076,18.2793,4.661,10.9805,4.9315,7.7809,3.9521,,8.2699
3/10/14,,,739,,,,,,,,,,
3/10/14,,,733,,,,,,,,,,
4/10/14,,,740,,,,,,,,,,
4/10/14,,,763,,,,,,,,,,
5/10/14,,,765,,,,,,,,,,
5/10/14,,,827,,,,,,,,,,
6/10/14,0.5818,41.1369,816,0.0116,0.0085,18.2236,4.9022,12.2386,4.0108,7.5088,3.5069,,7.8703
6/10/14,,,866,,,,,,,,,,
6/10/14,,,810,,,,,,,,,,
6/10/14,0.5818,41.1369,816,0.0116,0.0085,18.2236,4.9022,12.2386,4.0108,7.5088,3.5069,,7.8703
7/10/14,,,816,,,,,,,,,,
7/10/14,,,800,,,,,,,,,,
8/10/14,,,796,,,,,,,,,,
8/10/14,0.5782,39.0782,825,0.0111,0.0086,19.306,5.1335,11.9032,4.2579,7.8175,3.796,,8.1098
9/10/14,,,800,,,,,,,,,,
9/10/14,,,799,,,,,,,,,,
9/10/14,,,820,,,,,,,,,,
10/10/14,,,790,,,,,,,,,,
10/10/14,,,813,,,,,,,,,,
10/10/14,0.6292,38.9221,802,0.0144,0.0076,19.9229,5.013,11.923,4.0456,7.7177,3.6663,,8.1382
11/10/14,,,830,,,,,,,,,,
11/10/14,,,811,,,,,,,,,,
11/10/14,,,817,,,,,,,,,,
12/10/14,,,820,,,,,,,,,,
12/10/14,,,815,,,,,,,,,,
12/10/14,,,826,,,,,,,,,,
13/10/14,,,815,,,,,,,,,,
13/10/14,,,792,,,,,,,,,,
13/10/14,0.5853,37.5267,760,0.0112,0.0073,20.7674,5.171,11.6005,4.0852,7.9955,3.9002,,8.3497
14/10/14,,,796,,,,,,,,,,
14/10/14,,,769,,,,,,,,,,
14/10/14,,,750,,,,,,,,,,
15/10/14,,,761,,,,,,,,,,
15/10/14,,,762,,,,,,,,,,
15/10/14,0.5864,37.6492,755,0.0119,0.0049,20.4633,5.1147,12.2533,3.8334,8.0063,3.9611,,8.1155
16/10/14,,,750,,,,,,,,,,
17/10/14,,,777,,,,,,,,,,
17/10/14,,,772,,,,,,,,,,
17/10/14,0.5623,38.2446,762,0.0099,0.0077,20.285,5.073,12.0945,3.9409,7.8492,3.9368,,7.9961
18/10/14,,,768,,,,,,,,,,
18/10/14,,,791,,,,,,,,,,
19/10/14,,,762,,,,,,,,,,
19/10/14,,,735,,,,,,,,,,
20/10/14,,,785,,,,,,,,,,
20/10/14,0.5344,35.73,766,0.0102,0.0082,19.8488,5.4867,11.3784,4.9277,8.4779,4.575,,9.0227
21/10/14,,,749,,,,,,,,,,
22/10/14,,,779,,,,,,,,,,
22/10/14,0.5876,38.4115,794,0.0126,0.0076,19.8388,4.7188,12.2061,4.4182,7.8084,3.852,,8.1384
23/10/14,,,797,,,,,,,,,,
23/10/14,,,807,,,,,,,,,,
24/10/14,,,830,,,,,,,,,,
24/10/14,,,790,,,,,,,,,,
24/10/14,0.5329,37.2937,801,0.0105,0.0079,19.1792,5.0159,11.8181,4.7925,8.5012,3.992,,8.8561
25/10/14,,,786,,,,,,,,,,
25/10/14,,,803,,,,,,,,,,
26/10/14,,,790,,,,,,,,,,
26/10/14,,,831,,,,,,,,,,
27/10/14,,,860,,,,,,,,,,
27/10/14,,,823,,,,,,,,,,
27/10/14,0.448,38.8874,775,0.0063,0.0078,18.1405,4.9813,12.5877,4.5292,8.4067,3.6342,,8.3709
28/10/14,,,797,,,,,,,,,,
28/10/14,,,697,,,,,,,,,,
28/10/14,,,667,,,,,,,,,,
29/10/14,,,673,,,,,,,,,,
29/10/14,,,667,,,,,,,,,,
29/10/14,0.5567,39.7718,625,0.0064,0.0084,17.2559,4.6882,13.4807,4.8377,7.532,3.564,,8.2982
30/10/14,,,633,,,,,,,,,,
31/10/14,0.5513,39.8882,671,0.0079,0.0106,16.8235,4.2939,14.2991,4.8955,7.4989,3.8286,,7.9025
1/11/14,,,677,,,,,,,,,,
1/11/14,0.5699,40.1817,,0.009,0.0105,16.6616,4.3666,14.4484,4.7628,7.351,3.7096,,7.9289
3/11/14,,,679,,,,,,,,,,
3/11/14,0.5411,39.543,689,0.0109,0.0093,16.8092,4.6001,13.1734,4.7161,8.4727,4.1046,,8.0196
5/11/14,0.5234,39.9996,,0.0096,0.0092,16.9733,4.7766,13.3746,4.3175,8.303,3.9136,,7.7996
5/11/14,0.5026,38.6974,722,0.0092,0.0095,17.0811,4.975,12.8064,4.6668,8.9383,4.2821,,8.0316
6/11/14,,,727,,,,,,,,,,
7/11/14,0.5249,40.8657,657,0.0049,0.0096,16.8917,4.8699,13.7294,3.9926,7.5403,3.2879,,8.2831
10/11/14,,,797,,,,,,,,,,
10/11/14,0.5043,41.8544,1000,0.006,0.008,16.5297,4.1627,13.4737,4.8401,7.4596,3.5408,,7.6207
11/11/14,,,1050,,,,,,,,,,
11/11/14,,,1018,,,,,,,,,,
11/11/14,,,985,,,,,,,,,,
11/11/14,,,982,,,,,,,,,,
12/11/14,,,1006,,,,,,,,,,
12/11/14,0.5673,42.6772,950,0.0078,0.0072,16.2014,3.9014,13.2334,5.7346,6.8149,3.6479,,7.2069
14/11/14,,,980,,,,,,,,,,
14/11/14,0.5842,42.891,904,0.0118,0.0075,15.9972,3.7512,13.4036,6.02,6.3981,3.5422,,7.3932
16/11/14,,,956,,,,,,,,,,
17/11/14,0.5822,43.0245,954,0.0119,0.0077,15.976,3.5586,13.628,5.3813,7.169,3.3684,,7.2924
18/11/14,,,974,,,,,,,,,,
19/11/14,,,967,,,,,,,,,,
19/11/14,0.5149,40.2014,958,0.012,0.0094,17.7136,4.9145,12.8683,5.1022,7.3337,3.8282,,7.5018
21/11/14,0.4938,38.3953,1002,0.0108,0.0106,17.1434,5.6009,12.2451,5.4976,8.1028,4.2273,,8.2724
22/11/14,,,967,,,,,,,,,,
24/11/14,0.5346,41.2833,926,0.0123,0.0093,17.6865,4.9604,13.1612,4.2912,7.2469,3.3848,,7.4295
25/11/14,,,914,,,,,,,,,,
26/11/14,,,990,,,,,,,,,,
26/11/14,,,984,,,,,,,,,,
26/11/14,0.5319,41.6802,959,0.018,0.0093,18.1128,4.7734,13.3195,4.0261,6.8268,3.1319,,7.5701
27/11/14,,,1004,,,,,,,,,,
27/11/14,,,1004,,,,,,,,,,
27/11/14,,,957,,,,,,,,,,
28/11/14,,,990,,,,,,,,,,
28/11/14,,,917,,,,,,,,,,
28/11/14,0.4164,39.6981,915,0.0084,0.0096,18.3087,5.007,13.5279,4.6778,6.8558,3.3513,,8.139
30/11/14,,,893,,,,,,,,,,
1/12/14,,,958,,,,,,,,,,
1/12/14,0.3861,41.5778,980,0.0058,0.008,18.0531,4.3938,13.9375,4.1141,6.8592,3.1431,,7.5215
2/12/14,,,987,,,,,,,,,,
3/12/14,0.4108,42.0662,1015,0.0073,0.0078,17.8282,4.4055,13.9365,4.0619,6.6106,3.1464,,7.5188
4/12/14,,,1081,,,,,,,,,,
4/12/14,,,1023,,,,,,,,,,
5/12/14,,,986,,,,,,,,,,
5/12/14,,,748,,,,,,,,,,
5/12/14,,,980,,,,,,,,,,
6/12/14,,,821,,,,,,,,,,
7/12/14,,,754,,,,,,,,,,
8/12/14,,,758,,,,,,,,,,
8/12/14,0.3401,38.6447,675,0.0089,0.0083,18.9434,5.4559,11.8639,5.0062,7.9376,3.612,,8.179
10/12/14,,,771,,,,,,,,,,
10/12/14,0.3736,39.0544,848,0.01,0.0078,19.2694,5.7762,12.6111,4.0945,7.483,3.3236,,7.9964
11/12/14,,,891,,,,,,,,,,
12/12/14,,,,,,,,,,,,,
15/12/14,,,,,,,,,,,,,
17/12/14,0.0791,36.8434,158,0.0006,0.0099,20.9094,2.7731,13.7813,4.8148,8.3203,3.5795,,8.8886
17/12/14,0.1091,37.8984,158,0,0.0095,20.2457,5.492,11.7498,4.6116,7.9445,3.3925,,8.5469
17/12/14,0.0839,36.7679,155,0,0.0095,21.3985,5.548,11.4774,4.6182,7.9923,3.3913,,8.713
18/12/14,,,160,,,,,,,,,,
18/12/14,0.3157,37.4884,170,0,0.0091,20.0748,5.1114,12.9528,4.4332,7.7918,3.4324,,8.3904
19/12/14,,,158,,,,,,,,,,
19/12/14,0.4343,40.03,163,0,0.0042,20.3404,4.7827,13.0784,3.7596,6.8738,2.8123,,7.8843
22/12/14,,,191,,,,,,,,,,
22/12/14,0.4519,38.533,196,0.0006,0.0079,20.1509,4.9275,13.0483,4.369,7.4136,3.0346,,8.0627
24/12/14,0.404,39.3171,286,0.0005,0.0082,19.8239,4.9589,12.6165,4.4959,7.3996,3.1457,,7.8297
26/12/14,,,371,,,,,,,,,,
26/12/14,0.4266,39.9282,411,0.0007,0.0082,19.6833,4.9266,13.1647,4.1866,7.0527,3.0394,,7.583
27/12/14,,,485,,,,,,,,,,
29/12/14,0.4061,39.4689,584,0.0006,0.0091,19.2282,5.2242,13.0115,4.3101,7.3566,3.3183,,7.6664
30/12/14,,,602,,,,,,,,,,
30/12/14,,,617,,,,,,,,,,
31/12/14,,,635,,,,,,,,,,
31/12/14,0.415,41.0308,401,0.0009,0.0099,18.1102,4.8199,13.0979,4.2533,7.2908,3.2448,,7.7265
2/1/15,,,413,,,,,,,,,,
2/1/15,0.4022,39.1409,433,0.001,0.0097,18.8393,5.5157,12.4328,4.1672,7.6537,3.9144,,7.9231
4/1/15,,,438,,,,,,,,,,
4/1/15,,,486,,,,,,,,,,
5/1/15,0.5087,39.8219,483,0.0022,0.0093,18.6993,5.3811,12.82,4.1805,7.3574,3.5189,,7.7007
7/1/15,,,532,,,,,,,,,,
7/1/15,0.442,37.7711,556,0.0013,0.0095,18.9435,5.768,12.3018,4.6128,8.0101,3.9581,,8.1818
7/1/15,,,532,,,,,,,,,,
8/1/15,,,590,,,,,,,,,,
9/1/15,0.4187,37.0698,605,0.0012,0.0091,18.9626,5.8503,12.0938,4.8657,8.2262,4.1327,,8.3699
10/1/15,,,605,,,,,,,,,,
10/1/15,,,637,,,,,,,,,,
11/1/15,,,635,,,,,,,,,,
12/1/15,0.4673,38.8768,659,0.0016,0.0082,19.1806,5.4063,12.9223,4.3162,7.3141,3.5311,,7.9755
14/1/15,0.4955,38.6892,693,0.0033,0.0078,19.4052,5.4573,12.9615,4.2683,7.2433,3.5015,,7.9671
14/1/15,,,670,,,,,,,,,,
15/1/15,,,617,,,,,,,,,,
16/1/15,0.4798,38.3766,701,0.0025,0.0075,19.8794,5.616,12.6419,4.1541,7.2726,3.5199,,8.0497
16/1/15,,,700,,,,,,,,,,
18/1/15,,,731,,,,,,,,,,
18/1/15,,,703,,,,,,,,,,
19/1/15,0.4962,40.3106,687,0.0025,0.0075,19.4913,5.2929,12.7741,3.945,6.8603,3.1225,,7.6971
19/1/15,,,692,,,,,,,,,,
21/1/15,0.5273,40.6285,692,0.0027,0.0078,19.5074,5.4333,12.8403,3.6003,6.8721,2.9422,,7.6381
21/1/15,,,692,,,,,,,,,,
22/1/15,,,698,,,,,,,,,,
23/1/15,0.5592,38.2221,724,0.0048,0.0086,18.9376,5.8166,12.2755,4.4508,8.0499,3.7226,,7.9523
24/1/15,,,714,,,,,,,,,,
25/1/15,,,764,,,,,,,,,,
26/1/15,0.587,38.6968,701,0.0066,0.0094,18.3819,5.5211,12.8954,4.4845,7.9153,3.6243,,7.8777
26/1/15,,,700,,,,,,,,,,
27/1/15,,,780,,,,,,,,,,
28/1/15,0.6645,39.728,855,0.0071,0.0091,18.2139,5.4287,13.2416,4.1384,7.5928,3.3323,,7.6436
28/1/15,,,850,,,,,,,,,,
29/1/15,,,830,,,,,,,,,,
30/1/15,0.703,40.0445,835,0.0082,0.009,18.4306,5.3967,13.1063,4.0208,7.5782,3.2142,,7.4885
30/1/15,,,850,,,,,,,,,,
1/2/15,,,844,,,,,,,,,,
